task,block,method,fold,n_train,n_test,mae,rmse,spearman,pairwise_acc,ndcg,epochs
grouped_cv,layout64,HGB,1,800,200,0.4995619180564038,0.6326298240719198,0.14977653719760814,0.5736643281165678,0.9336040194511013,
grouped_cv,layout64,FS64-Ridge,1,800,200,0.49287563880284624,0.6249295573644363,0.13923594331567124,0.5697067817952869,0.9271821824016664,
grouped_cv,layout64,FS64-ExtraTrees,1,800,200,0.497957757936508,0.6220985292037889,0.14925167541089124,0.5716855549559273,0.9432649719479012,
grouped_cv,layout64,Mean,2,800,200,0.4355,0.5554152600632352,0.0,0.0,0.8897697819867993,
grouped_cv,layout64,Ridge,2,800,200,0.45579330205917357,0.5938445231334429,0.023403908373491766,0.4997533787116504,0.8956665771598215,
grouped_cv,layout64,ElasticNet,2,800,200,0.4475849223136902,0.5850661384834331,0.021248118969804674,0.49965473019631057,0.8954547409397984,
grouped_cv,layout64,SVR,2,800,200,0.49522464752881445,0.6462508494838554,0.012703841038388381,0.5125776857058302,0.884606415336564,
grouped_cv,layout64,kNN,2,800,200,0.4619315426282742,0.5858058285871536,-0.08423086573287168,0.46256288842852916,0.8930873477940283,
grouped_cv,layout64,RF,2,800,200,0.43543912367724924,0.5626025610432156,0.023839661187238816,0.506954720331459,0.8996650504898628,
grouped_cv,layout64,ExtraTrees,2,800,200,0.447130470679012,0.573726393700716,-0.00720064293718219,0.4950182499753379,0.8870900928066938,
grouped_cv,layout64,HGB,2,800,200,0.4664365991644739,0.6038630833912803,0.01206667699438566,0.5029101312025254,0.8871989615816056,
grouped_cv,layout64,FS64-Ridge,2,800,200,0.45579335927963255,0.593844576017554,0.023403908373491766,0.4997533787116504,0.8956665771598215,
grouped_cv,layout64,FS64-ExtraTrees,2,800,200,0.44705086309523706,0.5738595991582526,0.0010526225702905524,0.4976817598895137,0.8868887406865351,
grouped_cv,layout64,Mean,3,800,200,0.5253854166666665,0.6600671064895178,0.0,0.0,0.902830964209657,
grouped_cv,layout64,Ridge,3,800,200,0.5309870068232219,0.6633159580606947,0.0905794055125875,0.5495711835334477,0.9130582422113378,
grouped_cv,layout64,ElasticNet,3,800,200,0.5291395362218221,0.6626471758837396,0.09039681488673797,0.5480274442538593,0.9118421253195325,
grouped_cv,layout64,SVR,3,800,200,0.5370102309151236,0.686927460365635,0.08697171906351024,0.5456260720411664,0.928041942969767,
grouped_cv,layout64,kNN,3,800,200,0.5224902332231156,0.6592337692827954,0.07881143967658431,0.5417667238421955,0.9139121587156421,
grouped_cv,layout64,RF,3,800,200,0.5281412792358101,0.6603473460432187,0.0352521634973522,0.5180102915951973,0.9155988083184068,
grouped_cv,layout64,ExtraTrees,3,800,200,0.5303406481481473,0.663145301740046,0.027867894270286832,0.5171526586620926,0.9106363485131485,
grouped_cv,layout64,HGB,3,800,200,0.5395752095209047,0.679586671392521,0.09174950710657333,0.5474271012006862,0.9180719043043916,
grouped_cv,layout64,FS64-Ridge,3,800,200,0.5309869949022928,0.663315955911406,0.0905794055125875,0.5495711835334477,0.9130582422113378,
grouped_cv,layout64,FS64-ExtraTrees,3,800,200,0.5315953174603173,0.665419936241157,0.016468913657354603,0.5072898799313894,0.9105092930359493,
grouped_cv,layout64,Mean,4,800,200,0.47392708333333333,0.5792383423873687,0.0,0.0,0.8978670769687633,
grouped_cv,layout64,Ridge,4,800,200,0.5001869972546895,0.6180956764345272,-0.007652543542380658,0.4975396391470749,0.9014260564603672,
grouped_cv,layout64,ElasticNet,4,800,200,0.49739147901535036,0.6140833219551247,-0.01970708688830924,0.4908875523965737,0.9007592435772394,
grouped_cv,layout64,SVR,4,800,200,0.5444629223679157,0.6630373478899093,-0.046802810281709725,0.4774011299435028,0.8940816611514408,
grouped_cv,layout64,kNN,4,800,200,0.4880123976730072,0.6025844063521576,-0.009545525144148243,0.49699289229086935,0.89318652185187,
grouped_cv,layout64,RF,4,800,200,0.48698499908078036,0.5979826938900393,-0.029220669393938307,0.49170767268088206,0.8901406550831911,
grouped_cv,layout64,ExtraTrees,4,800,200,0.501370679012345,0.6110200068563778,-0.08509671009311982,0.4632768361581921,0.8871659778129617,
grouped_cv,layout64,HGB,4,800,200,0.5188477499005253,0.6314585101675357,-0.010731205464419705,0.49471478039001276,0.8952798705528202,
grouped_cv,layout64,FS64-Ridge,4,800,200,0.5001869996388753,0.6180956820218483,-0.007652543542380658,0.4975396391470749,0.9014260564603672,
grouped_cv,layout64,FS64-ExtraTrees,4,800,200,0.5033173611111108,0.6131693339929777,-0.09788441304696482,0.45553125569527975,0.8861928503492518,
grouped_cv,visual_handcrafted,Mean,0,800,200,0.4902760416666666,0.5895585334153994,0.0,0.0,0.8913207456996524,
grouped_cv,visual_handcrafted,Ridge,0,800,200,0.48939007759094233,0.6080280209150896,0.07820732255255677,0.5375444839857652,0.9098918237355968,
grouped_cv,visual_handcrafted,ElasticNet,0,800,200,0.48513615369796753,0.5955004413187215,0.0861746208813995,0.5421708185053381,0.9180471884692231,
grouped_cv,visual_handcrafted,SVR,0,800,200,0.5131397390420679,0.6441849092892921,0.1144902137500798,0.5567615658362989,0.8966957889490336,
grouped_cv,visual_handcrafted,kNN,0,800,200,0.49176064179047607,0.6001002972434091,0.06465698892709605,0.5326512455516014,0.9028330671488919,
grouped_cv,visual_handcrafted,RF,0,800,200,0.47196066618566623,0.583242608814584,0.167799539074156,0.5817615658362989,0.9094695985684231,
grouped_cv,visual_handcrafted,ExtraTrees,0,800,200,0.4828604166666658,0.5945758501031804,0.11710697661909891,0.555693950177936,0.8920833223243401,
grouped_cv,visual_handcrafted,HGB,0,800,200,0.5160911708175249,0.6272953600211874,0.06270203832308814,0.5318505338078292,0.8923179367045884,
grouped_cv,visual_handcrafted,FS64-Ridge,0,800,200,0.4845685354868571,0.6037351609842808,0.09618275111099289,0.5477758007117438,0.9073816444179867,
grouped_cv,visual_handcrafted,FS73-ExtraTrees,0,800,200,0.4798900793650791,0.5934539334617202,0.13981749989290293,0.5673487544483986,0.8935851116237582,
grouped_cv,visual_handcrafted,Mean,1,800,200,0.5041916666666667,0.6267490890084458,0.0,0.0,0.9258007028590345,
grouped_cv,visual_handcrafted,Ridge,1,800,200,0.48557837645212815,0.6158582489216821,0.18257127083634273,0.5969598848713797,0.9459087298853224,
grouped_cv,visual_handcrafted,ElasticNet,1,800,200,0.48532933870951334,0.6156860438482832,0.18326956521345308,0.5970498291059543,0.9474917014042392,
grouped_cv,visual_handcrafted,SVR,1,800,200,0.5340848441984268,0.6912873680477236,0.07359322919027426,0.5375966900521677,0.9411008122759381,
grouped_cv,visual_handcrafted,kNN,1,800,200,0.49248215822802777,0.6240240978031399,0.0830110752501906,0.5513581579420759,0.9494616037025629,
grouped_cv,visual_handcrafted,RF,1,800,200,0.48660556532587806,0.6217102757402143,0.17263388767450225,0.5835581939197697,0.9489749007379521,
grouped_cv,visual_handcrafted,ExtraTrees,1,800,200,0.488398379629629,0.6276600143095399,0.15708809008735178,0.5790609821910415,0.9455850801167125,
grouped_cv,visual_handcrafted,HGB,1,800,200,0.5140691779967441,0.6615177852432659,0.094135102451565,0.5436229537686634,0.9372855403426942,
grouped_cv,visual_handcrafted,FS64-Ridge,1,800,200,0.4836599095662435,0.6146552981469765,0.19564185066410644,0.6029861485878755,0.9458250982554018,
grouped_cv,visual_handcrafted,FS73-ExtraTrees,1,800,200,0.4881591269841269,0.6273033065663494,0.1607598405866019,0.5793308148947652,0.9460749342497277,
grouped_cv,visual_handcrafted,Mean,2,800,200,0.4355,0.5554152600632352,0.0,0.0,0.8897697819867993,
grouped_cv,visual_handcrafted,Ridge,2,800,200,0.43762446482976275,0.5604533286990224,0.1381610561205373,0.5704843642103187,0.9112299209664287,
grouped_cv,visual_handcrafted,ElasticNet,2,800,200,0.4352364826202393,0.5571476938438351,0.13310663549631377,0.5699911216336194,0.912016915903511,
grouped_cv,visual_handcrafted,SVR,2,800,200,0.47585861973775195,0.6089849088777718,0.06629485305714546,0.531024958074381,0.9040879994041923,
grouped_cv,visual_handcrafted,kNN,2,800,200,0.4429061921004059,0.5705358549429356,0.017410181586530023,0.5086317450922364,0.9014998700664825,
grouped_cv,visual_handcrafted,RF,2,800,200,0.4343417546747231,0.5655542013259224,0.08720483801529694,0.5438492650685607,0.9032508784544705,
grouped_cv,visual_handcrafted,ExtraTrees,2,800,200,0.43866716049382676,0.5744361341390343,0.05327512502192961,0.5295452303442834,0.890556143307385,
grouped_cv,visual_handcrafted,HGB,2,800,200,0.4665038158357291,0.5941767533275337,0.08719028741046964,0.548091151228174,0.9046672247051442,
grouped_cv,visual_handcrafted,FS64-Ridge,2,800,200,0.4357549015680949,0.5578044585690645,0.13280260443755365,0.5690046364802209,0.9163965441520902,
grouped_cv,visual_handcrafted,FS73-ExtraTrees,2,800,200,0.44020371031746003,0.5753814141231843,0.054911685154348654,0.5300384729209825,0.8909517147485345,
grouped_cv,visual_handcrafted,Mean,3,800,200,0.5253854166666665,0.6600671064895178,0.0,0.0,0.902830964209657,
grouped_cv,visual_handcrafted,Ridge,3,800,200,0.5464263947804768,0.6800202574477945,0.01131757138137655,0.5096054888507718,0.9035605699174463,
grouped_cv,visual_handcrafted,ElasticNet,3,800,200,0.533288238843282,0.6676588190797673,0.04251545049109073,0.5218696397941681,0.9042050011336564,
grouped_cv,visual_handcrafted,SVR,3,800,200,0.5877242428715865,0.7286843046905622,0.03648844050969351,0.5110634648370498,0.905021376990249,
grouped_cv,visual_handcrafted,kNN,3,800,200,0.5351461264492449,0.6784235153629821,-0.025300204106458533,0.4930531732418525,0.8999804355300445,
grouped_cv,visual_handcrafted,RF,3,800,200,0.5248127333469006,0.6660094925358709,0.07621710261882791,0.5397084048027444,0.906186572985549,
grouped_cv,visual_handcrafted,ExtraTrees,3,800,200,0.5325322376543212,0.675518967242065,0.03100539823047996,0.5156946826758148,0.9057448359326911,
grouped_cv,visual_handcrafted,HGB,3,800,200,0.5690121933170178,0.7151425373001509,-0.008380906583573815,0.49485420240137223,0.9045271103776682,
grouped_cv,visual_handcrafted,FS64-Ridge,3,800,200,0.5434382939338684,0.6802701430830859,0.0030477407202066727,0.5039451114922813,0.9035752175244907,
grouped_cv,visual_handcrafted,FS73-ExtraTrees,3,800,200,0.5314693253968253,0.6745772493195341,0.045759476060476964,0.5198970840480275,0.9060268711609826,
grouped_cv,visual_handcrafted,Mean,4,800,200,0.47392708333333333,0.5792383423873687,0.0,0.0,0.8978670769687633,
grouped_cv,visual_handcrafted,Ridge,4,800,200,0.4791548275947571,0.5980349679353395,0.10070677332183808,0.5518498268634955,0.9022742353588721,
grouped_cv,visual_handcrafted,ElasticNet,4,800,200,0.4722634275754292,0.5892929404401254,0.11607498514462539,0.557590668853654,0.90562913865819,
grouped_cv,visual_handcrafted,SVR,4,800,200,0.5239737985093772,0.6486306576811562,0.04179846358037155,0.5220521232002916,0.8875185212479413,
grouped_cv,visual_handcrafted,kNN,4,800,200,0.4658105918091685,0.5820470318106508,0.08880814047344358,0.544013121924549,0.8998788450366777,
grouped_cv,visual_handcrafted,RF,4,800,200,0.45615551887541456,0.5708399050926679,0.20024079548661483,0.6000546746856206,0.9033650554291235,
grouped_cv,visual_handcrafted,ExtraTrees,4,800,200,0.4652674074074068,0.5839581785663331,0.15671438727015813,0.5767268088208493,0.9014483326713688,
grouped_cv,visual_handcrafted,HGB,4,800,200,0.48528137377587266,0.6117545570577244,0.10679412757677892,0.554765810096592,0.9145461200946148,
grouped_cv,visual_handcrafted,FS64-Ridge,4,800,200,0.480055075486501,0.5948931592340468,0.11681575014266542,0.560324403134682,0.9016620351954554,
grouped_cv,visual_handcrafted,FS73-ExtraTrees,4,800,200,0.4649996825396825,0.5848447733792639,0.16008515620638963,0.5785492983415346,0.9010936669848391,
grouped_cv,layout64_visual_handcrafted,Mean,0,800,200,0.4902760416666666,0.5895585334153994,0.0,0.0,0.8913207456996524,
grouped_cv,layout64_visual_handcrafted,Ridge,0,800,200,0.5368735027313233,0.6854630203521143,-0.014589744660541479,0.4926156583629893,0.8899189058677042,
grouped_cv,layout64_visual_handcrafted,ElasticNet,0,800,200,0.5297404011090596,0.6696782461308849,-0.014092073441259389,0.4931494661921708,0.8921442210636129,
grouped_cv,layout64_visual_handcrafted,SVR,0,800,200,0.5491577523320078,0.6787772228001991,-0.03101821352056793,0.48638790035587187,0.8899151251651288,
grouped_cv,layout64_visual_handcrafted,kNN,0,800,200,0.5044986946778953,0.6113768457617431,-0.0544847411656478,0.4711743772241993,0.884983655374324,
grouped_cv,layout64_visual_handcrafted,RF,0,800,200,0.48745405888478816,0.6005914566496469,0.05811964057487759,0.5298932384341637,0.8825650747686378,
grouped_cv,layout64_visual_handcrafted,ExtraTrees,0,800,200,0.4927456790123463,0.6109631254134726,-0.008749895818706159,0.49697508896797155,0.8983188190824772,
grouped_cv,layout64_visual_handcrafted,HGB,0,800,200,0.5174070932170609,0.6414235254014867,0.03634672831250991,0.5157473309608541,0.8811421671074362,
grouped_cv,layout64_visual_handcrafted,FS64-Ridge,0,800,200,0.5166169889767965,0.6462141886089412,0.01950415297552858,0.5096085409252669,0.8974243894784583,
grouped_cv,layout64_visual_handcrafted,FS128-ExtraTrees,0,800,200,0.49452093253968277,0.6127711148084559,0.0004908329887881364,0.5009786476868328,0.9002022111169085,
grouped_cv,layout64_visual_handcrafted,Mean,1,800,200,0.5041916666666667,0.6267490890084458,0.0,0.0,0.9258007028590345,
grouped_cv,layout64_visual_handcrafted,Ridge,1,800,200,0.4962438909212748,0.62362974109294,0.1927246840669189,0.5998381003777657,0.9379220996570002,
grouped_cv,layout64_visual_handcrafted,ElasticNet,1,800,200,0.490779349009196,0.6221098829108392,0.1860794774455289,0.5977693829825508,0.9320641273759294,
grouped_cv,layout64_visual_handcrafted,SVR,1,800,200,0.5304129605024184,0.6623562056970483,0.16681400719599326,0.588864903759669,0.9434072238979644,
grouped_cv,layout64_visual_handcrafted,kNN,1,800,200,0.4965771317751856,0.6233900822154965,0.11265815950713587,0.5559453139053787,0.9386555394820271,
grouped_cv,layout64_visual_handcrafted,RF,1,800,200,0.4847379359298108,0.6153932839066779,0.20441769187186468,0.6002878215506386,0.9492015392648893,
grouped_cv,layout64_visual_handcrafted,ExtraTrees,1,800,200,0.48901415895061645,0.6224685116007619,0.15419450423710368,0.5742939377585897,0.9484420000841141,
grouped_cv,layout64_visual_handcrafted,HGB,1,800,200,0.5001521133517766,0.636343427815642,0.15839111652307075,0.5795107033639144,0.9390877504141254,
grouped_cv,layout64_visual_handcrafted,FS64-Ridge,1,800,200,0.5003406604131063,0.623572337275999,0.14636341424543586,0.5780715956107213,0.938838482886631,
grouped_cv,layout64_visual_handcrafted,FS128-ExtraTrees,1,800,200,0.48877936507936537,0.6203505299640293,0.1556618352321427,0.577711818672423,0.9467263355531683,
grouped_cv,layout64_visual_handcrafted,Mean,2,800,200,0.4355,0.5554152600632352,0.0,0.0,0.8897697819867993,
grouped_cv,layout64_visual_handcrafted,Ridge,2,800,200,0.47909618775049845,0.6250994683962663,0.09907889737568877,0.5411857551543849,0.9016347657971228,
grouped_cv,layout64_visual_handcrafted,ElasticNet,2,800,200,0.4651700170834859,0.6054307619416213,0.07754017312473614,0.5293479333136036,0.9011618022025549,
grouped_cv,layout64_visual_handcrafted,SVR,2,800,200,0.458551169251556,0.584727225590806,0.14927312328076212,0.5715694978790569,0.9229745436347833,
grouped_cv,layout64_visual_handcrafted,kNN,2,800,200,0.42860329629421706,0.5487638432911948,0.15282423667993253,0.5850843444806155,0.9279152243302151,
grouped_cv,layout64_visual_handcrafted,RF,2,800,200,0.4253883335645838,0.5580703229981401,0.11154723407008024,0.5527276314491467,0.9083005624882485,
grouped_cv,layout64_visual_handcrafted,ExtraTrees,2,800,200,0.4324957716049387,0.5641908647805844,0.07666483937117743,0.540495215547006,0.8933230011127967,
grouped_cv,layout64_visual_handcrafted,HGB,2,800,200,0.45738005813239613,0.5917465230377719,0.09684733040662709,0.5495708789582717,0.8969584989717053,
grouped_cv,layout64_visual_handcrafted,FS64-Ridge,2,800,200,0.44778135538101194,0.5830613402390599,0.10702505925401355,0.5497681759889513,0.8991013082357895,
grouped_cv,layout64_visual_handcrafted,FS128-ExtraTrees,2,800,200,0.4314629563492059,0.5663434262678748,0.060964736762509714,0.527868205583506,0.8920117828360885,
grouped_cv,layout64_visual_handcrafted,Mean,3,800,200,0.5253854166666665,0.6600671064895178,0.0,0.0,0.902830964209657,
grouped_cv,layout64_visual_handcrafted,Ridge,3,800,200,0.5473308976491292,0.6855560882146572,0.08662476438927906,0.5433104631217839,0.9029436716102129,
grouped_cv,layout64_visual_handcrafted,ElasticNet,3,800,200,0.5339328988393147,0.6720563990884687,0.1103478425563995,0.5520583190394511,0.9074098840000981,
grouped_cv,layout64_visual_handcrafted,SVR,3,800,200,0.5608962721709809,0.7004806454684246,0.06327295368882384,0.5273584905660378,0.9203466917842422,
grouped_cv,layout64_visual_handcrafted,kNN,3,800,200,0.5251582300838513,0.6687989620848616,0.0535705479462388,0.5245283018867924,0.91187073757349,
grouped_cv,layout64_visual_handcrafted,RF,3,800,200,0.5292285142770037,0.6619041332180299,0.03726749355449921,0.5256432246998285,0.9081087544589304,
grouped_cv,layout64_visual_handcrafted,ExtraTrees,3,800,200,0.5321085802469139,0.670481247808567,-0.008726307054610716,0.4997427101200686,0.905835134836693,
grouped_cv,layout64_visual_handcrafted,HGB,3,800,200,0.5374799370767627,0.6706478235573179,0.09862248559688244,0.5524013722126929,0.9147484943736668,
grouped_cv,layout64_visual_handcrafted,FS64-Ridge,3,800,200,0.5399819000562032,0.6795235697769736,0.0483674778550023,0.5207547169811321,0.9062681125138511,
grouped_cv,layout64_visual_handcrafted,FS128-ExtraTrees,3,800,200,0.5335292460317458,0.6730111582486141,-0.018356437368234294,0.4930531732418525,0.905435910495904,
grouped_cv,layout64_visual_handcrafted,Mean,4,800,200,0.47392708333333333,0.5792383423873687,0.0,0.0,0.8978670769687633,
grouped_cv,layout64_visual_handcrafted,Ridge,4,800,200,0.5112736900647481,0.6373638383651208,0.07996991661079146,0.5413705121195553,0.900011329875338,
grouped_cv,layout64_visual_handcrafted,ElasticNet,4,800,200,0.5025980337460836,0.6222759655909518,0.07041222284244543,0.5359941680335338,0.8996070087705403,
grouped_cv,layout64_visual_handcrafted,SVR,4,800,200,0.5612062599252687,0.6860074532514693,-0.03889396509216327,0.47803900127574267,0.8874225505346398,
grouped_cv,layout64_visual_handcrafted,kNN,4,800,200,0.4816909954955802,0.5951824572186034,-0.008451109505360153,0.49735739019500635,0.8872344144611674,
grouped_cv,layout64_visual_handcrafted,RF,4,800,200,0.45847795300956734,0.5743403704213881,0.17941267409408482,0.5920357207946054,0.9025093308115661,
grouped_cv,layout64_visual_handcrafted,ExtraTrees,4,800,200,0.46711756944444416,0.5861702030224677,0.129150171845143,0.5636960087479497,0.8961729565343546,
grouped_cv,layout64_visual_handcrafted,HGB,4,800,200,0.48017225745989756,0.6019748833952191,0.1277241611969653,0.5660652451248406,0.8992446728067763,
grouped_cv,layout64_visual_handcrafted,FS64-Ridge,4,800,200,0.49838330904642747,0.6181358798214732,0.07269688203557917,0.5400036449790414,0.8992766743447377,
grouped_cv,layout64_visual_handcrafted,FS128-ExtraTrees,4,800,200,0.4653649007936511,0.5843036601513251,0.1223935432593241,0.5608711499908876,0.8995028954416896,
grouped_cv,clip512,Mean,0,800,200,0.4902760416666666,0.5895585334153994,0.0,0.0,0.8913207456996524,
grouped_cv,clip512,Ridge,0,800,200,0.7457195576032004,0.9579776316279653,0.06150465692881428,0.531761565836299,0.873423803833333,
grouped_cv,clip512,ElasticNet,0,800,200,0.6275032424926758,0.7992719946461516,0.006906623159101173,0.5030249110320285,0.8708595434396035,
grouped_cv,clip512,SVR,0,800,200,0.4811945356518407,0.5968756889859677,0.14217842229337813,0.5706405693950178,0.917309939199974,
grouped_cv,clip512,kNN,0,800,200,0.4743304260971315,0.5870497449200468,0.18991466137113935,0.594306049822064,0.9210102145732502,
grouped_cv,clip512,RF,0,800,200,0.47927095157157623,0.5805050555740292,0.14476783612464508,0.5723309608540925,0.9167388382786485,
grouped_cv,clip512,ExtraTrees,0,800,200,0.4755260416666666,0.5773666397292551,0.2000200615929265,0.5997330960854093,0.9144232692304551,
grouped_cv,clip512,HGB,0,800,200,0.5005944256963893,0.6131004279165703,0.043237436467746033,0.5245551601423487,0.9083435636933291,
grouped_cv,clip512,FS64-Ridge,0,800,200,0.48869472106297807,0.604357992984777,0.10582633445795055,0.5520462633451957,0.9048910814989694,
grouped_cv,clip512,FS128-ExtraTrees,0,800,200,0.4796838293650791,0.5816921284886021,0.15380951000729678,0.577135231316726,0.9128204343730165,
grouped_cv,clip512,Mean,1,800,200,0.5041916666666667,0.6267490890084458,0.0,0.0,0.9258007028590345,
grouped_cv,clip512,Ridge,1,800,200,0.7961756801605224,1.0363657063709055,0.05922722961935269,0.5290519877675841,0.9152318524184537,
grouped_cv,clip512,ElasticNet,1,800,200,0.6449719834327697,0.8339583505086425,0.04781186609288759,0.5246447202734305,0.9171819690486013,
grouped_cv,clip512,SVR,1,800,200,0.520717482430396,0.6589520145196931,0.04907077371175211,0.5240151106314085,0.9313259986805829,
grouped_cv,clip512,kNN,1,800,200,0.5051006671345851,0.6430828116766488,0.11481009283267524,0.5609821910415542,0.9344570086391574,
grouped_cv,clip512,RF,1,800,200,0.49587070346320333,0.6248486125668173,0.0993198241012209,0.5501888828926066,0.9427311017589736,
grouped_cv,clip512,ExtraTrees,1,800,200,0.5010828703703701,0.6309811178485186,0.025960120372572868,0.5098039215686274,0.9388876098075177,
grouped_cv,clip512,HGB,1,800,200,0.5215836081051322,0.6590082273871395,-0.029660776303555257,0.4868681417521137,0.9276506810611002,
grouped_cv,clip512,FS64-Ridge,1,800,200,0.5069045853614808,0.6445106045110672,0.12802139647281957,0.5635905738442166,0.9350120867148001,
grouped_cv,clip512,FS128-ExtraTrees,1,800,200,0.5012404761904765,0.6331598142464124,0.03524334119074331,0.519787731606404,0.9390502134437133,
grouped_cv,clip512,Mean,2,800,200,0.4355,0.5554152600632352,0.0,0.0,0.8897697819867993,
grouped_cv,clip512,Ridge,2,800,200,0.7683071541786194,0.9860663941432916,-0.01613586098328061,0.4950182499753379,0.9047575673292837,
grouped_cv,clip512,ElasticNet,2,800,200,0.6011142492294311,0.7691800945526392,-0.016933847084114894,0.49136825490776365,0.9106997098438214,
grouped_cv,clip512,SVR,2,800,200,0.46834312586918614,0.5952259722490351,0.038118769835918005,0.5306303640130215,0.8909804890413643,
grouped_cv,clip512,kNN,2,800,200,0.4632611481673007,0.5866285173609813,-0.006012465333637213,0.5005425668343692,0.8865332161352991,
grouped_cv,clip512,RF,2,800,200,0.43042475410006664,0.5559727622320825,0.08519535485557751,0.5427641313998224,0.8977675501703307,
grouped_cv,clip512,ExtraTrees,2,800,200,0.4409371141975303,0.5678694556320425,0.0038742914434939063,0.5032060767485449,0.8770908454688755,
grouped_cv,clip512,HGB,2,800,200,0.44981491601729784,0.5804046256122934,0.09688638730791552,0.5474992601361349,0.9088648266488772,
grouped_cv,clip512,FS64-Ridge,2,800,200,0.4652504253387451,0.5938087037599072,0.049540998908800316,0.5286573937062248,0.9062142808639501,
grouped_cv,clip512,FS128-ExtraTrees,2,800,200,0.434717559523809,0.5619511052164224,0.06853490608048166,0.5342803590805958,0.9043406601463407,
grouped_cv,clip512,Mean,3,800,200,0.5253854166666665,0.6600671064895178,0.0,0.0,0.902830964209657,
grouped_cv,clip512,Ridge,3,800,200,0.7851606408754983,0.9598794731652271,-0.00872098149668724,0.4966552315608919,0.9022567002506674,
grouped_cv,clip512,ElasticNet,3,800,200,0.6659841609001159,0.8002179330272361,0.016198064821248193,0.5125214408233276,0.908415260847038,
grouped_cv,clip512,SVR,3,800,200,0.5424522785576671,0.6653523764002133,0.06235847931396402,0.5434819897084048,0.914088587297787,
grouped_cv,clip512,kNN,3,800,200,0.541558814215219,0.6698095092326019,-0.012891654144758378,0.5012006861063465,0.9017136887058242,
grouped_cv,clip512,RF,3,800,200,0.5270070045194002,0.6562925829296006,0.06066723427626572,0.5376500857632933,0.906823893826984,
grouped_cv,clip512,ExtraTrees,3,800,200,0.5260925154320987,0.6578469711649498,0.06421329505931198,0.5377358490566038,0.9071066889298645,
grouped_cv,clip512,HGB,3,800,200,0.5337324825499974,0.6614355314385784,0.09243799125974816,0.5526586620926244,0.9359214694221096,
grouped_cv,clip512,FS64-Ridge,3,800,200,0.5661329253514608,0.6899436906307452,-0.01623077896277812,0.5022298456260721,0.9127638400794978,
grouped_cv,clip512,FS128-ExtraTrees,3,800,200,0.528023462301587,0.6592732976939358,0.052548801618920386,0.5332761578044597,0.9109786949773401,
grouped_cv,clip512,Mean,4,800,200,0.47392708333333333,0.5792383423873687,0.0,0.0,0.8978670769687633,
grouped_cv,clip512,Ridge,4,800,200,0.7430666800340017,0.9502090962543268,0.0715583551340741,0.5401858939311099,0.8895257208757714,
grouped_cv,clip512,ElasticNet,4,800,200,0.6169335214296977,0.7744867763793088,0.09139625473250952,0.5497539639147075,0.8938728428626508,
grouped_cv,clip512,SVR,4,800,200,0.4928624090300751,0.6075942065783659,0.08493699690052393,0.5443776198286859,0.8998283525394231,
grouped_cv,clip512,kNN,4,800,200,0.4849713356279095,0.5969000197160387,0.06846676404882492,0.5387279023145617,0.891820599402916,
