task,block,method,fold,n_train,n_test,low_threshold,high_threshold,balanced_accuracy,f1,accuracy,auc,average_precision
top_bottom_30_cv,layout64,HGB,4,800,198,5.666666666666667,6.0,0.5188940092165899,0.5,0.5151515151515151,0.5065028161802356,0.5373386368552172
top_bottom_30_cv,visual_handcrafted,Logistic,0,798,200,5.666666666666667,6.0,0.505040830728904,0.4816753926701571,0.505,0.5112914608327452,0.48158199574213767
top_bottom_30_cv,visual_handcrafted,RF,0,798,200,5.666666666666667,6.0,0.5682528480693618,0.5583756345177665,0.565,0.5806532916624659,0.5494846308131156
top_bottom_30_cv,visual_handcrafted,ExtraTrees,0,798,200,5.666666666666667,6.0,0.5755620526262728,0.5742574257425742,0.57,0.5635144671841921,0.5384430948391676
top_bottom_30_cv,visual_handcrafted,HGB,0,798,200,5.666666666666667,6.0,0.5187518903115234,0.5125628140703518,0.515,0.5161306583324932,0.47340841961678953
top_bottom_30_cv,visual_handcrafted,Logistic,1,798,200,5.666666666666667,6.0,0.5456924315619969,0.5603864734299517,0.545,0.5874597423510467,0.640139993658032
top_bottom_30_cv,visual_handcrafted,RF,1,798,200,5.666666666666667,6.0,0.5905797101449275,0.6057692307692307,0.59,0.6163446054750402,0.6645577694936241
top_bottom_30_cv,visual_handcrafted,ExtraTrees,1,798,200,5.666666666666667,6.0,0.572061191626409,0.5784313725490197,0.57,0.6024557165861515,0.6747399965830119
top_bottom_30_cv,visual_handcrafted,HGB,1,798,200,5.666666666666667,6.0,0.5573671497584541,0.5615763546798029,0.555,0.5559581320450886,0.6129936233600378
top_bottom_30_cv,visual_handcrafted,Logistic,2,627,153,5.666666666666667,6.333333333333333,0.5123678646934461,0.3652173913043478,0.5228758169934641,0.5334038054968288,0.3335978270830549
top_bottom_30_cv,visual_handcrafted,RF,2,627,153,5.666666666666667,6.333333333333333,0.5642706131078223,0.3235294117647059,0.6993464052287581,0.5725158562367865,0.35736152903704443
top_bottom_30_cv,visual_handcrafted,ExtraTrees,2,627,153,5.666666666666667,6.333333333333333,0.564799154334038,0.3466666666666667,0.6797385620915033,0.5773784355179704,0.36662343948010395
top_bottom_30_cv,visual_handcrafted,HGB,2,627,153,5.666666666666667,6.333333333333333,0.5051797040169133,0.2716049382716049,0.6143790849673203,0.5627906976744187,0.333699114511802
top_bottom_30_cv,visual_handcrafted,Logistic,3,798,200,5.666666666666667,6.0,0.5251537453372316,0.5151515151515151,0.52,0.5408811372114124,0.5764905762566415
top_bottom_30_cv,visual_handcrafted,RF,3,798,200,5.666666666666667,6.0,0.5508115737473536,0.5380710659898477,0.545,0.5591289444500454,0.5825517390897721
top_bottom_30_cv,visual_handcrafted,ExtraTrees,3,798,200,5.666666666666667,6.0,0.5333702994253453,0.5026178010471204,0.525,0.5515676983566893,0.5742361940352882
top_bottom_30_cv,visual_handcrafted,HGB,3,798,200,5.666666666666667,6.0,0.4967738683335014,0.5073170731707317,0.495,0.5119467688275028,0.5523318169336845
top_bottom_30_cv,visual_handcrafted,Logistic,4,800,198,5.666666666666667,6.0,0.5425499231950845,0.5794392523364486,0.5454545454545454,0.5512544802867383,0.5746400725556957
top_bottom_30_cv,visual_handcrafted,RF,4,800,198,5.666666666666667,6.0,0.5729646697388633,0.6074766355140186,0.5757575757575758,0.5910906298003071,0.5948304077129001
top_bottom_30_cv,visual_handcrafted,ExtraTrees,4,800,198,5.666666666666667,6.0,0.5580645161290323,0.5915492957746479,0.5606060606060606,0.5653865847414234,0.5679530768257628
top_bottom_30_cv,visual_handcrafted,HGB,4,800,198,5.666666666666667,6.0,0.556221198156682,0.6027397260273972,0.5606060606060606,0.5623143881208397,0.5802718741135147
top_bottom_30_cv,layout64_visual_handcrafted,Logistic,0,798,200,5.666666666666667,6.0,0.5224316967436233,0.5102040816326531,0.52,0.4777195281782437,0.4492005733730703
top_bottom_30_cv,layout64_visual_handcrafted,RF,0,798,200,5.666666666666667,6.0,0.5177941324730315,0.5288461538461539,0.51,0.5256074201028329,0.5185260730276796
top_bottom_30_cv,layout64_visual_handcrafted,ExtraTrees,0,798,200,5.666666666666667,6.0,0.5343280572638371,0.53,0.53,0.5181469906240549,0.5084938040160939
top_bottom_30_cv,layout64_visual_handcrafted,HGB,0,798,200,5.666666666666667,6.0,0.48850690593809865,0.4824120603015075,0.485,0.5075612460933562,0.4725594649589133
top_bottom_30_cv,layout64_visual_handcrafted,Logistic,1,798,200,5.666666666666667,6.0,0.555756843800322,0.5700483091787439,0.555,0.5947061191626408,0.6279539761853583
top_bottom_30_cv,layout64_visual_handcrafted,RF,1,798,200,5.666666666666667,6.0,0.5573671497584541,0.5615763546798029,0.555,0.597926731078905,0.6314974416218602
top_bottom_30_cv,layout64_visual_handcrafted,ExtraTrees,1,798,200,5.666666666666667,6.0,0.5380434782608696,0.5373134328358209,0.535,0.5816223832528181,0.6504572766628107
top_bottom_30_cv,layout64_visual_handcrafted,HGB,1,798,200,5.666666666666667,6.0,0.5595813204508857,0.580952380952381,0.56,0.561292270531401,0.5897223490651011
top_bottom_30_cv,layout64_visual_handcrafted,Logistic,2,627,153,5.666666666666667,6.333333333333333,0.5350951374207188,0.38181818181818183,0.5555555555555556,0.49302325581395356,0.27731062350406066
top_bottom_30_cv,layout64_visual_handcrafted,RF,2,627,153,5.666666666666667,6.333333333333333,0.5177589852008456,0.21875,0.673202614379085,0.5729386892177589,0.3385769088257935
top_bottom_30_cv,layout64_visual_handcrafted,ExtraTrees,2,627,153,5.666666666666667,6.333333333333333,0.5299154334038055,0.2777777777777778,0.6601307189542484,0.5653276955602538,0.3590567978545447
top_bottom_30_cv,layout64_visual_handcrafted,HGB,2,627,153,5.666666666666667,6.333333333333333,0.5026427061310782,0.2564102564102564,0.6209150326797386,0.5367864693446089,0.315449952203992
top_bottom_30_cv,layout64_visual_handcrafted,Logistic,3,798,200,5.666666666666667,6.0,0.57097489666297,0.5583756345177665,0.565,0.5654803911684646,0.5983238645413932
top_bottom_30_cv,layout64_visual_handcrafted,RF,3,798,200,5.666666666666667,6.0,0.5141143260409315,0.47619047619047616,0.505,0.5117451355983467,0.5674182926310918
top_bottom_30_cv,layout64_visual_handcrafted,ExtraTrees,3,798,200,5.666666666666667,6.0,0.5031253150519206,0.4712041884816754,0.495,0.5187014820042344,0.5775188572822504
top_bottom_30_cv,layout64_visual_handcrafted,HGB,3,798,200,5.666666666666667,6.0,0.4967234600262123,0.4742268041237113,0.49,0.5192055650771248,0.5641389447678309
top_bottom_30_cv,layout64_visual_handcrafted,Logistic,4,800,198,5.666666666666667,6.0,0.537173579109063,0.5767441860465117,0.5404040404040404,0.5241167434715822,0.5387149952920247
top_bottom_30_cv,layout64_visual_handcrafted,RF,4,800,198,5.666666666666667,6.0,0.5443932411674347,0.5673076923076923,0.5454545454545454,0.5706093189964158,0.5737738030560788
top_bottom_30_cv,layout64_visual_handcrafted,ExtraTrees,4,800,198,5.666666666666667,6.0,0.5599078341013825,0.5797101449275363,0.5606060606060606,0.5449052739375321,0.5448099815762619
top_bottom_30_cv,layout64_visual_handcrafted,HGB,4,800,198,5.666666666666667,6.0,0.595084485407066,0.6153846153846154,0.5959595959595959,0.5817716333845366,0.5830082211421294
top_bottom_30_cv,clip512,Logistic,0,798,200,5.666666666666667,6.0,0.4857848573444904,0.46632124352331605,0.485,0.4965722351043452,0.4495165362856119
top_bottom_30_cv,clip512,RF,0,798,200,5.666666666666667,6.0,0.5112914608327452,0.5550660792951542,0.495,0.5797459421312633,0.5761546768593774
top_bottom_30_cv,clip512,ExtraTrees,0,798,200,5.666666666666667,6.0,0.581863091037403,0.6167400881057269,0.565,0.584383506401855,0.5622205132995974
top_bottom_30_cv,clip512,HGB,0,798,200,5.666666666666667,6.0,0.49576570218772054,0.5209302325581395,0.485,0.5466780925496522,0.5565721509455708
top_bottom_30_cv,clip512,Logistic,1,798,200,5.666666666666667,6.0,0.5394524959742351,0.5619047619047619,0.54,0.5321054750402576,0.5615988537264118
top_bottom_30_cv,clip512,RF,1,798,200,5.666666666666667,6.0,0.5185185185185186,0.5471698113207547,0.52,0.5476046698872785,0.6050019203627006
top_bottom_30_cv,clip512,ExtraTrees,1,798,200,5.666666666666667,6.0,0.5756843800322061,0.6181818181818182,0.58,0.5798107890499195,0.6199773027317399
top_bottom_30_cv,clip512,HGB,1,798,200,5.666666666666667,6.0,0.5318035426731079,0.5392156862745098,0.53,0.5512278582930756,0.6007310582519249
top_bottom_30_cv,clip512,Logistic,2,627,153,5.666666666666667,6.333333333333333,0.44608879492600423,0.23404255319148937,0.5294117647058824,0.4171247357293869,0.2703492436920863
top_bottom_30_cv,clip512,RF,2,627,153,5.666666666666667,6.333333333333333,0.4959830866807611,0.0784313725490196,0.6928104575163399,0.492600422832981,0.28121188939761976
top_bottom_30_cv,clip512,ExtraTrees,2,627,153,5.666666666666667,6.333333333333333,0.493446088794926,0.041666666666666664,0.6993464052287581,0.4710359408033826,0.27124573841896615
top_bottom_30_cv,clip512,HGB,2,627,153,5.666666666666667,6.333333333333333,0.510676532769556,0.1935483870967742,0.673202614379085,0.42219873150105713,0.25683169437070313
top_bottom_30_cv,clip512,Logistic,3,798,200,5.666666666666667,6.0,0.48941425546930134,0.4824120603015075,0.485,0.4808952515374534,0.533256589044609
top_bottom_30_cv,clip512,RF,3,798,200,5.666666666666667,6.0,0.47111603992337936,0.4854368932038835,0.47,0.476761770339752,0.5098879138874769
top_bottom_30_cv,clip512,ExtraTrees,3,798,200,5.666666666666667,6.0,0.4903720133077931,0.5096153846153846,0.49,0.4863393487246699,0.5277342293773337
top_bottom_30_cv,clip512,HGB,3,798,200,5.666666666666667,6.0,0.5279262022381288,0.5320197044334976,0.525,0.49793325940114935,0.5287640277621701
top_bottom_30_cv,clip512,Logistic,4,800,198,5.666666666666667,6.0,0.47941628264208913,0.4975609756097561,0.4797979797979798,0.4771121351766513,0.520430483845515
top_bottom_30_cv,clip512,RF,4,800,198,5.666666666666667,6.0,0.5360983102918586,0.5445544554455446,0.5353535353535354,0.4885816692268305,0.5064642931689588
top_bottom_30_cv,clip512,ExtraTrees,4,800,198,5.666666666666667,6.0,0.4949308755760369,0.5098039215686274,0.494949494949495,0.47383512544802875,0.49618856690412105
top_bottom_30_cv,clip512,HGB,4,800,198,5.666666666666667,6.0,0.5075268817204301,0.5,0.5050505050505051,0.5033282130056324,0.539546842786238
top_bottom_30_cv,layout64_clip512,Logistic,0,798,200,5.666666666666667,6.0,0.4518096582316766,0.463768115942029,0.445,0.4701582820848876,0.43435634560625114
top_bottom_30_cv,layout64_clip512,RF,0,798,200,5.666666666666667,6.0,0.5333198911180563,0.5636363636363636,0.52,0.5640185502570824,0.5628011879369077
top_bottom_30_cv,layout64_clip512,ExtraTrees,0,798,200,5.666666666666667,6.0,0.5186510736969452,0.5520361990950227,0.505,0.5416372618207481,0.5326661596200222
top_bottom_30_cv,layout64_clip512,HGB,0,798,200,5.666666666666667,6.0,0.4820042342978123,0.5137614678899083,0.47,0.5005040830728904,0.4985738917424576
top_bottom_30_cv,layout64_clip512,Logistic,1,798,200,5.666666666666667,6.0,0.5364331723027376,0.5463414634146342,0.535,0.5276771336553945,0.5608479547865868
top_bottom_30_cv,layout64_clip512,RF,1,798,200,5.666666666666667,6.0,0.537842190016103,0.5700934579439252,0.54,0.5736714975845412,0.6247988854738706
top_bottom_30_cv,layout64_clip512,ExtraTrees,1,798,200,5.666666666666667,6.0,0.5424718196457328,0.5767441860465117,0.545,0.5771940418679549,0.6256241163125289
top_bottom_30_cv,layout64_clip512,HGB,1,798,200,5.666666666666667,6.0,0.5394524959742351,0.5619047619047619,0.54,0.5537439613526571,0.6153560092918331
top_bottom_30_cv,layout64_clip512,Logistic,2,627,153,5.666666666666667,6.333333333333333,0.38847780126849896,0.16666666666666666,0.477124183006536,0.3858350951374207,0.26596469458215866
top_bottom_30_cv,layout64_clip512,RF,2,627,153,5.666666666666667,6.333333333333333,0.4863636363636364,0.0,0.6993464052287581,0.4989429175475687,0.2874932896203902
top_bottom_30_cv,layout64_clip512,ExtraTrees,2,627,153,5.666666666666667,6.333333333333333,0.5141649048625793,0.0851063829787234,0.7189542483660131,0.46807610993657506,0.27498435521260844
top_bottom_30_cv,layout64_clip512,HGB,2,627,153,5.666666666666667,6.333333333333333,0.5243128964059196,0.2033898305084746,0.6928104575163399,0.484355179704017,0.2996307041391044
top_bottom_30_cv,layout64_clip512,Logistic,3,798,200,5.666666666666667,6.0,0.5104849279161205,0.49746192893401014,0.505,0.4915818126827301,0.5377154335583973
top_bottom_30_cv,layout64_clip512,RF,3,798,200,5.666666666666667,6.0,0.4949591692710959,0.5167464114832536,0.495,0.5032765399737877,0.5313062820384163
top_bottom_30_cv,layout64_clip512,ExtraTrees,3,798,200,5.666666666666667,6.0,0.4747958463554794,0.49760765550239233,0.475,0.47938300231878217,0.522182231901823
top_bottom_30_cv,layout64_clip512,HGB,3,798,200,5.666666666666667,6.0,0.4994959169271096,0.49246231155778897,0.495,0.5149712672648452,0.543711826185401
top_bottom_30_cv,layout64_clip512,Logistic,4,800,198,5.666666666666667,6.0,0.49016897081413213,0.5024630541871922,0.4898989898989899,0.46472094214029697,0.501077316992474
top_bottom_30_cv,layout64_clip512,RF,4,800,198,5.666666666666667,6.0,0.5069124423963134,0.5050505050505051,0.5050505050505051,0.4856118791602662,0.5090626767170686
top_bottom_30_cv,layout64_clip512,ExtraTrees,4,800,198,5.666666666666667,6.0,0.5009216589861751,0.5074626865671642,0.5,0.48602150537634403,0.5026931784190618
top_bottom_30_cv,layout64_clip512,HGB,4,800,198,5.666666666666667,6.0,0.48540706605222733,0.49504950495049505,0.48484848484848486,0.4944188428059396,0.5464210412475998
top_bottom_30_cv,clip512_visual_handcrafted,Logistic,0,798,200,5.666666666666667,6.0,0.48669220687569315,0.4717948717948718,0.485,0.5248008871862082,0.46428096829802135
top_bottom_30_cv,clip512_visual_handcrafted,RF,0,798,200,5.666666666666667,6.0,0.5983466075209195,0.6347826086956522,0.58,0.6038411130154249,0.565019902247051
top_bottom_30_cv,clip512_visual_handcrafted,ExtraTrees,0,798,200,5.666666666666667,6.0,0.5938098598649058,0.6181818181818182,0.58,0.6085794939005947,0.5648301668981737
top_bottom_30_cv,clip512_visual_handcrafted,HGB,0,798,200,5.666666666666667,6.0,0.515929025103337,0.5395348837209303,0.505,0.5554491380179454,0.5277340064591594
top_bottom_30_cv,clip512_visual_handcrafted,Logistic,1,798,200,5.666666666666667,6.0,0.5348228663446055,0.5550239234449761,0.535,0.5528381642512077,0.5964158633122469
top_bottom_30_cv,clip512_visual_handcrafted,RF,1,798,200,5.666666666666667,6.0,0.5332125603864735,0.5633802816901409,0.535,0.5617954911433172,0.6271937770573784
top_bottom_30_cv,clip512_visual_handcrafted,ExtraTrees,1,798,200,5.666666666666667,6.0,0.5171095008051529,0.5221674876847291,0.515,0.5586755233494364,0.6120266008961552
top_bottom_30_cv,clip512_visual_handcrafted,HGB,1,798,200,5.666666666666667,6.0,0.5734702093397746,0.6009389671361502,0.575,0.5814210950080516,0.6197983527321562
top_bottom_30_cv,clip512_visual_handcrafted,Logistic,2,627,153,5.666666666666667,6.333333333333333,0.42790697674418604,0.22448979591836735,0.5032679738562091,0.42515856236786465,0.2792467453738657
top_bottom_30_cv,clip512_visual_handcrafted,RF,2,627,153,5.666666666666667,6.333333333333333,0.5096194503171247,0.08333333333333333,0.7124183006535948,0.5076109936575053,0.3095622632815023
top_bottom_30_cv,clip512_visual_handcrafted,ExtraTrees,2,627,153,5.666666666666667,6.333333333333333,0.5050739957716702,0.08163265306122448,0.7058823529411765,0.5012684989429176,0.3004595823887327
top_bottom_30_cv,clip512_visual_handcrafted,HGB,2,627,153,5.666666666666667,6.333333333333333,0.46723044397463004,0.14705882352941177,0.6209150326797386,0.4642706131078224,0.2993912233806252
top_bottom_30_cv,clip512_visual_handcrafted,Logistic,3,798,200,5.666666666666667,6.0,0.5196592398427261,0.5125628140703518,0.515,0.5266659945559029,0.5683595653591538
top_bottom_30_cv,clip512_visual_handcrafted,RF,3,798,200,5.666666666666667,6.0,0.49042242161508215,0.5388127853881278,0.495,0.47656013711059586,0.5190409055810413
top_bottom_30_cv,clip512_visual_handcrafted,ExtraTrees,3,798,200,5.666666666666667,6.0,0.5270692610142151,0.5648148148148148,0.53,0.5010585744530699,0.5326848948856171
top_bottom_30_cv,clip512_visual_handcrafted,HGB,3,798,200,5.666666666666667,6.0,0.49858856739590685,0.4975124378109453,0.495,0.502369190442585,0.5282324748192097
top_bottom_30_cv,clip512_visual_handcrafted,Logistic,4,800,198,5.666666666666667,6.0,0.5247311827956989,0.5436893203883495,0.5252525252525253,0.5186891961085509,0.5379479827619302
top_bottom_30_cv,clip512_visual_handcrafted,RF,4,800,198,5.666666666666667,6.0,0.5050691244239631,0.5196078431372549,0.5050505050505051,0.5050691244239631,0.5242160013532525
top_bottom_30_cv,clip512_visual_handcrafted,ExtraTrees,4,800,198,5.666666666666667,6.0,0.49615975422427033,0.5,0.494949494949495,0.5110087045570917,0.5300553876500553
top_bottom_30_cv,clip512_visual_handcrafted,HGB,4,800,198,5.666666666666667,6.0,0.5290322580645161,0.5104166666666666,0.5252525252525253,0.5371223758320534,0.5682004659695287
top_bottom_30_cv,layout64_clip512_visual_handcrafted,Logistic,0,798,200,5.666666666666667,6.0,0.5004032664583123,0.5024630541871922,0.495,0.49233793729206576,0.4470623879213793
top_bottom_30_cv,layout64_clip512_visual_handcrafted,RF,0,798,200,5.666666666666667,6.0,0.5424942030446618,0.5688073394495413,0.53,0.559985885673959,0.5461817821830682
top_bottom_30_cv,layout64_clip512_visual_handcrafted,ExtraTrees,0,798,200,5.666666666666667,6.0,0.5333198911180563,0.5636363636363636,0.52,0.5591793527573344,0.5347434366933392
top_bottom_30_cv,layout64_clip512_visual_handcrafted,HGB,0,798,200,5.666666666666667,6.0,0.5067547131767315,0.5345622119815668,0.495,0.5283294686964412,0.5112147953560958
top_bottom_30_cv,layout64_clip512_visual_handcrafted,Logistic,1,798,200,5.666666666666667,6.0,0.5541465378421899,0.5781990521327014,0.555,0.5529388083735911,0.594504004073944
top_bottom_30_cv,layout64_clip512_visual_handcrafted,RF,1,798,200,5.666666666666667,6.0,0.5696457326892109,0.5904761904761905,0.57,0.5953099838969405,0.6261151673149646
top_bottom_30_cv,layout64_clip512_visual_handcrafted,ExtraTrees,1,798,200,5.666666666666667,6.0,0.5603864734299517,0.5769230769230769,0.56,0.5843397745571659,0.6282652262462675
top_bottom_30_cv,layout64_clip512_visual_handcrafted,HGB,1,798,200,5.666666666666667,6.0,0.5601851851851851,0.6063348416289592,0.565,0.5787037037037037,0.6447499456374188
top_bottom_30_cv,layout64_clip512_visual_handcrafted,Logistic,2,627,153,5.666666666666667,6.333333333333333,0.42790697674418604,0.22448979591836735,0.5032679738562091,0.40570824524312893,0.2795170116295358
top_bottom_30_cv,layout64_clip512_visual_handcrafted,RF,2,627,153,5.666666666666667,6.333333333333333,0.5096194503171247,0.08333333333333333,0.7124183006535948,0.5315010570824524,0.30364578223901195
top_bottom_30_cv,layout64_clip512_visual_handcrafted,ExtraTrees,2,627,153,5.666666666666667,6.333333333333333,0.5005285412262157,0.08,0.6993464052287581,0.5245243128964059,0.3200563991657803
top_bottom_30_cv,layout64_clip512_visual_handcrafted,HGB,2,627,153,5.666666666666667,6.333333333333333,0.48340380549682876,0.17647058823529413,0.6339869281045751,0.4450317124735729,0.25483256695840495
top_bottom_30_cv,layout64_clip512_visual_handcrafted,Logistic,3,798,200,5.666666666666667,6.0,0.5352354067950398,0.5252525252525253,0.53,0.5352354067950398,0.5833825468290164
top_bottom_30_cv,layout64_clip512_visual_handcrafted,RF,3,798,200,5.666666666666667,6.0,0.4839701582820849,0.5118483412322274,0.485,0.47918136908962605,0.515231852993461
top_bottom_30_cv,layout64_clip512_visual_handcrafted,ExtraTrees,3,798,200,5.666666666666667,6.0,0.4995463252343986,0.5238095238095238,0.5,0.5035789898175219,0.529577712961667
top_bottom_30_cv,layout64_clip512_visual_handcrafted,HGB,3,798,200,5.666666666666667,6.0,0.4784756527875794,0.5094339622641509,0.48,0.4770642201834862,0.5133181058081642
top_bottom_30_cv,layout64_clip512_visual_handcrafted,Logistic,4,800,198,5.666666666666667,6.0,0.5056835637480799,0.5148514851485149,0.5050505050505051,0.4841781874039939,0.5116078410480899
top_bottom_30_cv,layout64_clip512_visual_handcrafted,RF,4,800,198,5.666666666666667,6.0,0.5056835637480799,0.5148514851485149,0.5050505050505051,0.5095750128008192,0.5208588823465976
top_bottom_30_cv,layout64_clip512_visual_handcrafted,ExtraTrees,4,800,198,5.666666666666667,6.0,0.5044546850998464,0.5242718446601942,0.5050505050505051,0.516231438812084,0.5361469429094852
top_bottom_30_cv,layout64_clip512_visual_handcrafted,HGB,4,800,198,5.666666666666667,6.0,0.4973886328725038,0.4897959183673469,0.494949494949495,0.5159242191500256,0.5616685329514177
