page_id,book_slug,page_name,public_regression_score,original_score,degradation_type,score_drop,rank_correct
31,a-dancers-tale,a-dancers-tale_en_page2,5.776772628495844,5.811629148629149,contrast_loss,0.03485652013330487,True
32,a-dancers-tale,a-dancers-tale_en_page3,5.731189342403629,5.8039233749055175,contrast_loss,0.07273403250188881,True
33,a-dancers-tale,a-dancers-tale_en_page4,5.7536838624338715,5.783624149659863,contrast_loss,0.02994028722599129,True
34,a-dancers-tale,a-dancers-tale_en_page5,5.757229497354506,5.864867346938775,contrast_loss,0.10763784958426914,True
35,a-dancers-tale,a-dancers-tale_en_page6,5.730036659108093,5.894743386243386,contrast_loss,0.1647067271352931,True
36,amazing-daisy,amazing-daisy-pdf-ebook_Page_01,5.749237906273618,5.884723733938018,contrast_loss,0.1354858276644002,True
37,amazing-daisy,amazing-daisy-pdf-ebook_Page_02,5.767636715797426,5.668924130763413,contrast_loss,-0.09871258503401314,False
38,amazing-daisy,amazing-daisy-pdf-ebook_Page_03,5.782175170068025,5.957491496598636,contrast_loss,0.17531632653061102,True
39,amazing-daisy,amazing-daisy-pdf-ebook_Page_04,5.7502364890400655,5.76952588813303,contrast_loss,0.019289399092964565,True
40,amazing-daisy,amazing-daisy-pdf-ebook_Page_05,5.803125085892946,5.8095740740740816,contrast_loss,0.006448988181135817,True
41,amazing-daisy,amazing-daisy-pdf-ebook_Page_06,5.802499291383223,5.780673941798937,contrast_loss,-0.021825349584286613,False
42,grandpas-gold,grandpas-gold-pdf-ebook-20150919_Page_01,5.7620429808286975,5.650064342403627,contrast_loss,-0.11197863842507072,False
43,grandpas-gold,grandpas-gold-pdf-ebook-20150919_Page_02,5.7663658266336855,5.8382473544973505,contrast_loss,0.07188152786366508,True
44,grandpas-gold,grandpas-gold-pdf-ebook-20150919_Page_03,5.642044028722597,5.861550736961447,contrast_loss,0.21950670823884977,True
45,grandpas-gold,grandpas-gold-pdf-ebook-20150919_Page_04,5.744657690854122,5.77366931216931,contrast_loss,0.029011621315188307,True
46,grandpas-gold,grandpas-gold-pdf-ebook-20150919_Page_05,5.717857520786098,5.784219671201811,contrast_loss,0.06636215041571258,True
47,grandpas-gold,grandpas-gold-pdf-ebook-20150919_Page_06,5.775450774754348,5.791081632653061,contrast_loss,0.01563085789871277,True
48,the-boy-who-only-ate-pancakes,the-boy-who-only-ate-pancakes_en_page1,5.779150982615266,5.766020502645502,contrast_loss,-0.013130479969763797,False
49,the-boy-who-only-ate-pancakes,the-boy-who-only-ate-pancakes_en_page2,5.8452009637188205,5.655751133786839,contrast_loss,-0.18944982993198156,False
50,the-boy-who-only-ate-pancakes,the-boy-who-only-ate-pancakes_en_page3,5.567090230536654,5.69349943310657,contrast_loss,0.12640920256991617,True
51,the-boy-who-only-ate-pancakes,the-boy-who-only-ate-pancakes_en_page4,5.685051870748299,5.825739984882841,contrast_loss,0.14068811413454174,True
52,the-boy-who-only-ate-pancakes,the-boy-who-only-ate-pancakes_en_page5,5.570161186696895,5.759958616780038,contrast_loss,0.18979743008314287,True
53,the-boy-who-only-ate-pancakes,the-boy-who-only-ate-pancakes_en_page6,5.860805744520031,5.786549886621318,contrast_loss,-0.07425585789871292,False
54,lets-go-on-a-litter-hunt,lets-go-on-a-litter-hunt_en_page1,5.794205120937265,5.78004817735175,contrast_loss,-0.014156943585515336,False
55,lets-go-on-a-litter-hunt,lets-go-on-a-litter-hunt_en_page2,5.764342781557065,5.856436791383221,contrast_loss,0.09209400982615534,True
56,lets-go-on-a-litter-hunt,lets-go-on-a-litter-hunt_en_page3,5.64676832955405,5.676926776266058,contrast_loss,0.030158446712007958,True
57,lets-go-on-a-litter-hunt,lets-go-on-a-litter-hunt_en_page4,5.830993850065272,5.965039871504154,contrast_loss,0.13404602143888233,True
58,lets-go-on-a-litter-hunt,lets-go-on-a-litter-hunt_en_page5,5.752922146636429,5.869583805744516,contrast_loss,0.1166616591080869,True
59,lets-go-on-a-litter-hunt,lets-go-on-a-litter-hunt_en_page6,5.771993197278912,5.909795729402869,contrast_loss,0.1378025321239571,True
60,katiitis-song,katiitis-song_en_page1,5.755021919879066,6.013237622826911,contrast_loss,0.2582157029478447,True
61,katiitis-song,katiitis-song_en_page2,5.720934901738471,5.778586356764931,contrast_loss,0.05765145502645996,True
62,katiitis-song,katiitis-song_en_page3,5.670892479213906,5.600048185941039,contrast_loss,-0.07084429327286745,False
63,katiitis-song,katiitis-song_en_page4,5.747240929705219,5.706248866213152,contrast_loss,-0.040992063492066855,False
64,katiitis-song,katiitis-song_en_page5,5.76893811413454,5.714122448979591,contrast_loss,-0.0548156651549494,False
65,katiitis-song,katiitis-song_en_page6,5.768282501889649,5.772136148904007,contrast_loss,0.003853647014357975,True
66,lets-be-friends,lets-be-friends_en_page1,5.79241136707208,5.7559442554799745,contrast_loss,-0.03646711159210536,False
67,lets-be-friends,lets-be-friends_en_page2,5.702469198790628,5.705876133786848,contrast_loss,0.0034069349962200235,True
68,lets-be-friends,lets-be-friends_en_page3,5.751842120181409,5.770299981103554,contrast_loss,0.018457860922144853,True
69,lets-be-friends,lets-be-friends_en_page4,5.647908919123199,5.918468477289901,contrast_loss,0.27055955816670174,True
70,lets-be-friends,lets-be-friends_en_page5,5.786798469387759,5.793807823129253,contrast_loss,0.007009353741493918,True
71,lets-be-friends,lets-be-friends_en_page6,5.66631386999244,5.805337018140586,contrast_loss,0.1390231481481461,True
72,baby-babble,baby-babble_en_page1,5.839245370370363,6.086351001511714,contrast_loss,0.2471056311413511,True
73,baby-babble,baby-babble_en_page2,5.758881991685565,5.908621787603921,contrast_loss,0.1497397959183555,True
74,baby-babble,baby-babble_en_page3,5.81710723733938,5.840464852607712,contrast_loss,0.023357615268332133,True
75,baby-babble,baby-babble_en_page4,5.806450585789873,5.968759542705969,contrast_loss,0.16230895691609604,True
76,baby-babble,baby-babble_en_page5,5.730760865457292,5.941158919123197,contrast_loss,0.21039805366590514,True
77,baby-babble,baby-babble_en_page6,5.7533299319727895,5.95218924792139,contrast_loss,0.1988593159486003,True
78,wheres-that-cat,wheres_that_cat_en_page1,5.764982331821618,5.973800831443696,contrast_loss,0.20881849962207788,True
79,wheres-that-cat,wheres_that_cat_en_page2,5.793596182917611,5.80677560468631,contrast_loss,0.013179421768699129,True
80,wheres-that-cat,wheres_that_cat_en_page3,5.910554988662126,5.831947089947091,contrast_loss,-0.07860789871503471,False
81,wheres-that-cat,wheres_that_cat_en_page4,5.7686804610733144,5.65909126984127,contrast_loss,-0.10958919123204414,False
82,wheres-that-cat,wheres_that_cat_en_page5,5.740095427059709,5.808365929705214,contrast_loss,0.06827050264550572,True
83,wheres-that-cat,wheres_that_cat_en_page6,5.8312356386999245,5.598606575963717,contrast_loss,-0.23262906273620754,False
84,shongololo,shongololo_en_page1,5.778147108843537,5.825138218923934,contrast_loss,0.04699111008039658,True
85,shongololo,shongololo_en_page2,5.792926398337114,5.852315759637186,contrast_loss,0.059389361300072,True
86,shongololo,shongololo_en_page3,5.7272875094482245,5.77714805366591,contrast_loss,0.04986054421768582,True
87,shongololo,shongololo_en_page4,5.7113164210128495,5.851421201814056,contrast_loss,0.1401047808012068,True
88,shongololo,shongololo_en_page5,5.746083041297327,5.803571995464848,contrast_loss,0.0574889541675212,True
89,shongololo,shongololo_en_page6,5.644998393801965,5.698289210128488,contrast_loss,0.05329081632652244,True
90,hello-baby,hello-baby_page1,5.782200577200582,5.7622062547241155,contrast_loss,-0.019994322476466486,False
91,hello-baby,hello-baby_page2,5.782364984882836,5.787621693121695,contrast_loss,0.0052567082388588204,True
92,hello-baby,hello-baby_page3,5.869429172679166,5.597789115646267,contrast_loss,-0.27164005703289895,False
93,hello-baby,hello-baby_page4,5.740301398337109,5.789392290249435,contrast_loss,0.04909089191232585,True
94,hello-baby,hello-baby_page5,5.786486102521814,5.866174225245658,contrast_loss,0.07968812272384351,True
95,hello-baby,hello-baby_page6,5.709263416477702,5.872558578987155,contrast_loss,0.16329516250945275,True
96,joannas-grannies,joannas-grannies_en_page1,5.794968159486015,6.069753212396064,contrast_loss,0.2747850529100484,True
97,joannas-grannies,joannas-grannies_en_page2,5.8042239229024934,5.951638133030987,contrast_loss,0.14741421012849365,True
98,joannas-grannies,joannas-grannies_en_page3,5.749532218442938,5.720078609221466,contrast_loss,-0.029453609221471666,False
99,joannas-grannies,joannas-grannies_en_page4,5.714664399092961,5.719887093726374,contrast_loss,0.00522269463341285,True
100,joannas-grannies,joannas-grannies_en_page5,5.682943594104316,5.7300757747543445,contrast_loss,0.047132180650028666,True
101,joannas-grannies,joannas-grannies_en_page6,5.677757747543466,5.782351190476186,contrast_loss,0.10459344293272022,True
102,whose-shoe-is-this,whose-shoe-is-this_en_page1,5.77046201814059,5.803374905517764,contrast_loss,0.032912887377174016,True
103,whose-shoe-is-this,whose-shoe-is-this_en_page2,5.800724489795918,6.01154875283446,contrast_loss,0.21082426303854174,True
104,whose-shoe-is-this,whose-shoe-is-this_en_page3,5.639211640211647,5.704981575963708,contrast_loss,0.06576993575206114,True
105,whose-shoe-is-this,whose-shoe-is-this_en_page4,5.654162698412696,5.882792894935749,contrast_loss,0.22863019652305283,True
106,whose-shoe-is-this,whose-shoe-is-this_en_page5,5.817941987906281,5.961662509448217,contrast_loss,0.14372052154193682,True
107,whose-shoe-is-this,whose-shoe-is-this_en_page6,5.745111678004534,5.839664115646264,contrast_loss,0.09455243764173016,True
108,amahle-wants-to-help,amahle-wants-to-help_en_page1,5.761314058956918,5.842552240087949,contrast_loss,0.08123818113103098,True
109,amahle-wants-to-help,amahle-wants-to-help_en_page2,5.692616591080874,5.863527494331061,contrast_loss,0.17091090325018676,True
110,amahle-wants-to-help,amahle-wants-to-help_en_page3,5.687417894935755,5.84430281557067,contrast_loss,0.15688492063491566,True
111,amahle-wants-to-help,amahle-wants-to-help_en_page4,5.760864984882837,5.926559523809523,contrast_loss,0.16569453892668573,True
112,amahle-wants-to-help,amahle-wants-to-help_en_page5,5.73745049130764,5.812616118669683,contrast_loss,0.07516562736204335,True
113,amahle-wants-to-help,amahle-wants-to-help_en_page6,5.748644463340887,5.89601473922902,contrast_loss,0.14737027588813323,True
114,my-inside-weather,my-inside-weather_page1,5.740195767195769,5.862122113997114,contrast_loss,0.12192634680134518,True
115,my-inside-weather,my-inside-weather_page2,5.7213754724111885,5.77949414210128,contrast_loss,0.058118669690091274,True
116,my-inside-weather,my-inside-weather_page3,5.833831254724113,5.837710789871507,contrast_loss,0.003879535147394364,True
117,my-inside-weather,my-inside-weather_page4,5.772123960695386,5.875229119425542,contrast_loss,0.10310515873015635,True
118,my-inside-weather,my-inside-weather_page5,5.803926492819348,5.836215797430089,contrast_loss,0.03228930461074153,True
119,my-inside-weather,my-inside-weather_page6,5.751227324263039,5.712510298563866,contrast_loss,-0.03871702569917268,False
120,open-the-door,open-the-door_en_page1,5.777424792139079,5.906302815570667,contrast_loss,0.1288780234315885,True
121,open-the-door,open-the-door_en_page2,5.792975529100527,5.922024848828418,contrast_loss,0.12904931972789058,True
122,open-the-door,open-the-door_en_page3,5.779562830687836,5.863052437641724,contrast_loss,0.08348960695388818,True
123,open-the-door,open-the-door_en_page4,5.777878495842782,5.823112528344676,contrast_loss,0.045234032501893395,True
124,open-the-door,open-the-door_en_page5,5.750888133030989,5.828553571428571,contrast_loss,0.07766543839758189,True
125,open-the-door,open-the-door_en_page6,5.715986016628877,5.798313208616782,contrast_loss,0.08232719198790495,True
126,hugs-in-the-city,hugs-in-the-city_english_page1,5.731020313681028,5.743517943035799,contrast_loss,0.012497629354771611,True
127,hugs-in-the-city,hugs-in-the-city_english_page2,5.709351473922895,5.678739984882832,contrast_loss,-0.030611489040063056,False
128,hugs-in-the-city,hugs-in-the-city_english_page3,5.735514266817838,5.833349584278147,contrast_loss,0.0978353174603086,True
129,hugs-in-the-city,hugs-in-the-city_english_page4,5.684645691609981,5.768335978835979,contrast_loss,0.08369028722599836,True
130,hugs-in-the-city,hugs-in-the-city_english_page5,5.715166950113383,5.823399754346176,contrast_loss,0.10823280423279336,True
131,hugs-in-the-city,hugs-in-the-city_english_page6,5.731558767951626,5.827985544217684,contrast_loss,0.09642677626605778,True
132,catch-that-cat,catch-that-cat_en_page1,5.820493055555551,5.817071900982616,contrast_loss,-0.0034211545729352366,False
133,catch-that-cat,catch-that-cat_en_page2,5.887831907510476,5.70462386621315,contrast_loss,-0.18320804129732604,False
134,catch-that-cat,catch-that-cat_en_page3,5.633387969834391,5.696879913076338,contrast_loss,0.06349194324194674,True
135,catch-that-cat,catch-that-cat_en_page4,5.70713454270597,5.905289777021917,contrast_loss,0.19815523431594695,True
136,catch-that-cat,catch-that-cat_en_page5,5.741373960695386,5.846450680272109,contrast_loss,0.10507671957672304,True
137,catch-that-cat,catch-that-cat_en_page6,5.823559712773993,5.958742630385483,contrast_loss,0.13518291761149026,True
138,the-one-in-the-middle,the-one-in-the-middle_en_20231110_page1,5.81101181027967,5.736485071806496,contrast_loss,-0.07452673847317381,False
139,the-one-in-the-middle,the-one-in-the-middle_en_20231110_page2,5.777028344671201,5.885005479969757,contrast_loss,0.10797713529855546,True
140,the-one-in-the-middle,the-one-in-the-middle_en_20231110_page3,5.672533730158732,5.909612528344665,contrast_loss,0.2370787981859328,True
141,the-one-in-the-middle,the-one-in-the-middle_en_20231110_page4,5.8140112433862425,5.790960789871507,contrast_loss,-0.023050453514735558,False
142,the-one-in-the-middle,the-one-in-the-middle_en_20231110_page5,5.7768365457294,5.806169595616021,contrast_loss,0.029333049886621332,True
143,the-one-in-the-middle,the-one-in-the-middle_en_20231110_page6,5.733582010582016,5.861160997732432,contrast_loss,0.12757898715041538,True
144,how-to-tame-a-monster,how-to-tame-a-monster_en_page1,5.823894463340892,5.72058125472411,contrast_loss,-0.10331320861678162,False
145,how-to-tame-a-monster,how-to-tame-a-monster_en_page2,5.750080395794673,5.576095427059711,contrast_loss,-0.1739849687349624,False
146,how-to-tame-a-monster,how-to-tame-a-monster_en_page3,5.744747448979594,5.848641345427061,contrast_loss,0.10389389644746672,True
147,how-to-tame-a-monster,how-to-tame-a-monster_en_page4,5.7084397203325725,5.70387093726379,contrast_loss,-0.004568783068782167,False
148,how-to-tame-a-monster,how-to-tame-a-monster_en_page5,5.803203325774753,5.867608654572941,contrast_loss,0.0644053287981885,True
149,how-to-tame-a-monster,how-to-tame-a-monster_en_page6,5.7566077956435056,5.894096938775512,contrast_loss,0.13748914313200622,True
150,dance-khuzwayo-dance,dance-khuzwayo-dance_en_page1,5.773796390778533,5.800231575963718,contrast_loss,0.02643518518518473,True
151,dance-khuzwayo-dance,dance-khuzwayo-dance_en_page2,5.816597591561873,5.62479053287981,contrast_loss,-0.1918070586820635,False
152,dance-khuzwayo-dance,dance-khuzwayo-dance_en_page3,5.702958805744522,5.780781651549503,contrast_loss,0.077822845804981,True
153,dance-khuzwayo-dance,dance-khuzwayo-dance_en_page4,5.7343631811310365,5.905252173091459,contrast_loss,0.17088899196042284,True
154,dance-khuzwayo-dance,dance-khuzwayo-dance_en_page5,5.67744038170824,5.8638150037792895,contrast_loss,0.1863746220710496,True
155,dance-khuzwayo-dance,dance-khuzwayo-dance_en_page6,5.782965041572194,5.7778008314436935,contrast_loss,-0.005164210128500102,False
156,whats-next,whats-next_en_page1,5.811013133030986,5.761632936507934,contrast_loss,-0.049380196523052255,False
157,whats-next,whats-next_en_page2,5.807807917611489,6.02164814814814,contrast_loss,0.21384023053665047,True
158,whats-next,whats-next_en_page3,5.690036848072569,5.6070892857142764,contrast_loss,-0.08294756235829226,False
159,whats-next,whats-next_en_page4,5.803274281935002,5.980488756613753,contrast_loss,0.17721447467875162,True
160,whats-next,whats-next_en_page5,5.791266912320487,5.891685563114136,contrast_loss,0.10041865079364864,True
161,whats-next,whats-next_en_page6,5.812841647770216,5.907455593348446,contrast_loss,0.09461394557822977,True
162,whos-that-baby,whos-that-baby_en_page1,5.74036885865457,5.834150321239603,contrast_loss,0.09378146258503328,True
163,whos-that-baby,whos-that-baby_en_page2,5.78303552532124,6.041938681027965,contrast_loss,0.25890315570672495,True
164,whos-that-baby,whos-that-baby_en_page3,5.824576436130008,5.8542615268329605,contrast_loss,0.029685090702952444,True
165,whos-that-baby,whos-that-baby_en_page4,5.716695105820102,5.853001417233557,contrast_loss,0.13630631141345528,True
166,whos-that-baby,whos-that-baby_en_page5,5.736711262282684,5.903112244897959,contrast_loss,0.1664009826152748,True
167,whos-that-baby,whos-that-baby_en_page6,5.739034013605438,5.860870842781548,contrast_loss,0.12183682917611005,True
168,meerkat-magic,meerkat-magic_en_page1,5.704967592592595,5.888938964474684,contrast_loss,0.18397137188208834,True
169,meerkat-magic,meerkat-magic_en_page2,5.72884504913076,5.4828426870748235,contrast_loss,-0.24600236205593617,False
170,meerkat-magic,meerkat-magic_en_page3,5.723643329554049,5.742648148148148,contrast_loss,0.01900481859409897,True
171,meerkat-magic,meerkat-magic_en_page4,5.766074640967496,5.716944633408913,contrast_loss,-0.04913000755858299,False
172,meerkat-magic,meerkat-magic_en_page5,5.758889833711264,5.500861583522297,contrast_loss,-0.2580282501889677,False
173,meerkat-magic,meerkat-magic_en_page6,5.820672902494323,5.747186696900984,contrast_loss,-0.07348620559333874,False
174,the-monster-must-go,the-monster-must-go_en_page1,5.789298555280699,5.768933484504911,contrast_loss,-0.020365070775787864,False
175,the-monster-must-go,the-monster-must-go_en_page2,5.722811413454268,5.872079081632653,contrast_loss,0.14926766817838466,True
176,the-monster-must-go,the-monster-must-go_en_page3,5.675519746787607,5.795695294784573,contrast_loss,0.12017554799696573,True
177,the-monster-must-go,the-monster-must-go_en_page4,5.63645823885109,5.856552343159482,contrast_loss,0.2200941043083917,True
178,the-monster-must-go,the-monster-must-go_en_page5,5.791271636432349,5.92593055555555,contrast_loss,0.1346589191232015,True
179,the-monster-must-go,the-monster-must-go_en_page6,5.711824640967498,5.9044175170068005,contrast_loss,0.19259287603930275,True
0,zibu-and-zizo,zibu-and-zizo_en_page1,5.947909391534383,5.874916572184419,content_crop,-0.07299281934996404,False
1,zibu-and-zizo,zibu-and-zizo_en_page2,5.744976379440653,5.730833144368849,content_crop,-0.014143235071804483,False
2,zibu-and-zizo,zibu-and-zizo_en_page3,5.760893896447462,5.723491874527581,content_crop,-0.03740202191988118,False
3,zibu-and-zizo,zibu-and-zizo_en_page4,5.905357048374908,5.947164871504153,content_crop,0.041807823129245136,True
4,zibu-and-zizo,zibu-and-zizo_en_page5,5.760151197347617,5.8503928571428485,content_crop,0.09024165979523158,True
5,zibu-and-zizo,zibu-and-zizo_en_page6,6.015401077097504,6.011710034013607,content_crop,-0.0036910430838972275,False
6,a-beautiful-day,a-beautiful-day_en_page1,5.729742488662127,5.833317318594098,content_crop,0.1035748299319712,True
7,a-beautiful-day,a-beautiful-day_en_page2,5.794118953136812,5.789361583522299,content_crop,-0.004757369614512896,False
8,a-beautiful-day,a-beautiful-day_en_page3,5.8597507558579025,5.891292894935762,content_crop,0.03154213907785941,True
9,a-beautiful-day,a-beautiful-day_en_page4,5.862299319727885,5.981585884353738,content_crop,0.11928656462585252,True
10,a-beautiful-day,a-beautiful-day_en_page5,5.91354724111867,5.878096938775511,content_crop,-0.03545030234315938,False
11,a-beautiful-day,a-beautiful-day_en_page6,5.827961073318211,5.859168839758126,content_crop,0.03120776643991441,True
12,look-up,look-up_en_page1,5.748963057445201,5.784954270597125,content_crop,0.03599121315192377,True
13,look-up,look-up_en_page2,5.590421674225241,5.592594009826147,content_crop,0.002172335600906017,True
14,look-up,look-up_en_page3,5.745146730914587,5.723374149659859,content_crop,-0.021772581254727363,False
15,look-up,look-up_en_page4,5.817468442932728,5.813874527588812,content_crop,-0.0035939153439157323,False
16,look-up,look-up_en_page5,5.810757275132275,5.814873015873015,content_crop,0.004115740740740392,True
17,look-up,look-up_en_page6,5.771739606953892,5.902661848072564,content_crop,0.13092224111867257,True
18,zanele-situ-my-story,zanele-situ-my-story_en_page1,5.748047996976568,5.768353363567651,content_crop,0.020305366591083285,True
19,zanele-situ-my-story,zanele-situ-my-story_en_page2,6.05202513227513,6.045806878306877,content_crop,-0.006218253968253151,False
20,zanele-situ-my-story,zanele-situ-my-story_en_page3,5.758300453514739,5.825299508692366,content_crop,0.06699905517762694,True
21,zanele-situ-my-story,zanele-situ-my-story_en_page4,5.671779289493575,5.762056216931219,content_crop,0.09027692743764426,True
22,zanele-situ-my-story,zanele-situ-my-story_en_page5,5.68709939531368,5.691451625094478,content_crop,0.004352229780797856,True
23,zanele-situ-my-story,zanele-situ-my-story_en_page6,5.701712773998488,5.756081349206354,content_crop,0.05436857520786553,True
24,how-do-you-sleep,how-do-you-sleep_en_page1,5.869700963718815,5.977774659863933,content_crop,0.10807369614511853,True
25,how-do-you-sleep,how-do-you-sleep_en_page2,5.663276455026448,5.774533824640964,content_crop,0.11125736961451604,True
26,how-do-you-sleep,how-do-you-sleep_en_page3,5.650605253212392,5.617782029478452,content_crop,-0.03282322373394031,False
27,how-do-you-sleep,how-do-you-sleep_en_page4,5.7947145176252315,5.762409769463337,content_crop,-0.032304748161894103,False
28,how-do-you-sleep,how-do-you-sleep_en_page5,5.909644274376405,5.951447278911558,content_crop,0.04180300453515251,True
29,how-do-you-sleep,how-do-you-sleep_en_page6,5.795961451247163,5.808336425479277,content_crop,0.012374974232113978,True
30,a-dancers-tale,a-dancers-tale_en_page1,5.751552437641721,5.751639292585719,content_crop,8.685494399784943e-05,True
31,a-dancers-tale,a-dancers-tale_en_page2,5.785185941043083,5.811629148629149,content_crop,0.02644320758606611,True
32,a-dancers-tale,a-dancers-tale_en_page3,5.765564814814808,5.8039233749055175,content_crop,0.03835856009070948,True
33,a-dancers-tale,a-dancers-tale_en_page4,5.765960317460319,5.783624149659863,content_crop,0.017663832199543705,True
34,a-dancers-tale,a-dancers-tale_en_page5,5.801998677248678,5.864867346938775,content_crop,0.06286866969009708,True
35,a-dancers-tale,a-dancers-tale_en_page6,5.80552721088435,5.894743386243386,content_crop,0.08921617535903614,True
36,amazing-daisy,amazing-daisy-pdf-ebook_Page_01,5.878457294028719,5.884723733938018,content_crop,0.006266439909299315,True
37,amazing-daisy,amazing-daisy-pdf-ebook_Page_02,5.746810090702945,5.668924130763413,content_crop,-0.07788595993953162,False
38,amazing-daisy,amazing-daisy-pdf-ebook_Page_03,5.934753968253968,5.957491496598636,content_crop,0.0227375283446678,True
39,amazing-daisy,amazing-daisy-pdf-ebook_Page_04,5.814813586545725,5.76952588813303,content_crop,-0.045287698412694866,False
40,amazing-daisy,amazing-daisy-pdf-ebook_Page_05,5.8454868669690105,5.8095740740740816,content_crop,-0.03591279289492899,False
41,amazing-daisy,amazing-daisy-pdf-ebook_Page_06,5.76534561602419,5.780673941798937,content_crop,0.015328325774746965,True
42,grandpas-gold,grandpas-gold-pdf-ebook-20150919_Page_01,5.725924981103556,5.650064342403627,content_crop,-0.07586063869992898,False
43,grandpas-gold,grandpas-gold-pdf-ebook-20150919_Page_02,5.724110260770972,5.8382473544973505,content_crop,0.11413709372637815,True
44,grandpas-gold,grandpas-gold-pdf-ebook-20150919_Page_03,5.933358560090699,5.861550736961447,content_crop,-0.07180782312925249,False
45,grandpas-gold,grandpas-gold-pdf-ebook-20150919_Page_04,5.713775037792897,5.77366931216931,content_crop,0.05989427437641304,True
46,grandpas-gold,grandpas-gold-pdf-ebook-20150919_Page_05,5.876531651549511,5.784219671201811,content_crop,-0.09231198034770038,False
47,grandpas-gold,grandpas-gold-pdf-ebook-20150919_Page_06,5.789375944822375,5.791081632653061,content_crop,0.0017056878306860312,True
48,the-boy-who-only-ate-pancakes,the-boy-who-only-ate-pancakes_en_page1,5.785557634164774,5.766020502645502,content_crop,-0.01953713151927161,False
49,the-boy-who-only-ate-pancakes,the-boy-who-only-ate-pancakes_en_page2,5.687442932728638,5.655751133786839,content_crop,-0.0316917989417993,False
50,the-boy-who-only-ate-pancakes,the-boy-who-only-ate-pancakes_en_page3,5.62650869236583,5.69349943310657,content_crop,0.0669907407407404,True
