book_slug,book_title,page_name,view_path,source_url,local_path
a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page5,a-beautiful-day/ebook/en_english/images/a-beautiful-day_en_page5.jpg,https://bookdash.org/book-source-files/?view-file=a-beautiful-day/ebook/en_english/images/a-beautiful-day_en_page5.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/a-beautiful-day_a-beautiful-day_en_page5.jpg
a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page6,a-beautiful-day/ebook/en_english/images/a-beautiful-day_en_page6.jpg,https://bookdash.org/book-source-files/?view-file=a-beautiful-day/ebook/en_english/images/a-beautiful-day_en_page6.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/a-beautiful-day_a-beautiful-day_en_page6.jpg
look-up,Look up!,look-up_en_page1,look-up/ebook/en_english/images/look-up_en_page1.jpg,https://bookdash.org/book-source-files/?view-file=look-up/ebook/en_english/images/look-up_en_page1.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/look-up_look-up_en_page1.jpg
look-up,Look up!,look-up_en_page2,look-up/ebook/en_english/images/look-up_en_page2.jpg,https://bookdash.org/book-source-files/?view-file=look-up/ebook/en_english/images/look-up_en_page2.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/look-up_look-up_en_page2.jpg
look-up,Look up!,look-up_en_page3,look-up/ebook/en_english/images/look-up_en_page3.jpg,https://bookdash.org/book-source-files/?view-file=look-up/ebook/en_english/images/look-up_en_page3.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/look-up_look-up_en_page3.jpg
look-up,Look up!,look-up_en_page4,look-up/ebook/en_english/images/look-up_en_page4.jpg,https://bookdash.org/book-source-files/?view-file=look-up/ebook/en_english/images/look-up_en_page4.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/look-up_look-up_en_page4.jpg
look-up,Look up!,look-up_en_page5,look-up/ebook/en_english/images/look-up_en_page5.jpg,https://bookdash.org/book-source-files/?view-file=look-up/ebook/en_english/images/look-up_en_page5.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/look-up_look-up_en_page5.jpg
look-up,Look up!,look-up_en_page6,look-up/ebook/en_english/images/look-up_en_page6.jpg,https://bookdash.org/book-source-files/?view-file=look-up/ebook/en_english/images/look-up_en_page6.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/look-up_look-up_en_page6.jpg
zanele-situ-my-story,Zanele Situ: My Story,zanele-situ-my-story_en_page1,zanele-situ-my-story/ebook/en_english/images/zanele-situ-my-story_en_page1.jpg,https://bookdash.org/book-source-files/?view-file=zanele-situ-my-story/ebook/en_english/images/zanele-situ-my-story_en_page1.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/zanele-situ-my-story_zanele-situ-my-story_en_page1.jpg
zanele-situ-my-story,Zanele Situ: My Story,zanele-situ-my-story_en_page2,zanele-situ-my-story/ebook/en_english/images/zanele-situ-my-story_en_page2.jpg,https://bookdash.org/book-source-files/?view-file=zanele-situ-my-story/ebook/en_english/images/zanele-situ-my-story_en_page2.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/zanele-situ-my-story_zanele-situ-my-story_en_page2.jpg
zanele-situ-my-story,Zanele Situ: My Story,zanele-situ-my-story_en_page3,zanele-situ-my-story/ebook/en_english/images/zanele-situ-my-story_en_page3.jpg,https://bookdash.org/book-source-files/?view-file=zanele-situ-my-story/ebook/en_english/images/zanele-situ-my-story_en_page3.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/zanele-situ-my-story_zanele-situ-my-story_en_page3.jpg
zanele-situ-my-story,Zanele Situ: My Story,zanele-situ-my-story_en_page4,zanele-situ-my-story/ebook/en_english/images/zanele-situ-my-story_en_page4.jpg,https://bookdash.org/book-source-files/?view-file=zanele-situ-my-story/ebook/en_english/images/zanele-situ-my-story_en_page4.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/zanele-situ-my-story_zanele-situ-my-story_en_page4.jpg
zanele-situ-my-story,Zanele Situ: My Story,zanele-situ-my-story_en_page5,zanele-situ-my-story/ebook/en_english/images/zanele-situ-my-story_en_page5.jpg,https://bookdash.org/book-source-files/?view-file=zanele-situ-my-story/ebook/en_english/images/zanele-situ-my-story_en_page5.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/zanele-situ-my-story_zanele-situ-my-story_en_page5.jpg
zanele-situ-my-story,Zanele Situ: My Story,zanele-situ-my-story_en_page6,zanele-situ-my-story/ebook/en_english/images/zanele-situ-my-story_en_page6.jpg,https://bookdash.org/book-source-files/?view-file=zanele-situ-my-story/ebook/en_english/images/zanele-situ-my-story_en_page6.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/zanele-situ-my-story_zanele-situ-my-story_en_page6.jpg
how-do-you-sleep,How do you sleep?,how-do-you-sleep_en_page1,how-do-you-sleep/ebook/en_english/images/how-do-you-sleep_en_page1.jpg,https://bookdash.org/book-source-files/?view-file=how-do-you-sleep/ebook/en_english/images/how-do-you-sleep_en_page1.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/how-do-you-sleep_how-do-you-sleep_en_page1.jpg
how-do-you-sleep,How do you sleep?,how-do-you-sleep_en_page2,how-do-you-sleep/ebook/en_english/images/how-do-you-sleep_en_page2.jpg,https://bookdash.org/book-source-files/?view-file=how-do-you-sleep/ebook/en_english/images/how-do-you-sleep_en_page2.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/how-do-you-sleep_how-do-you-sleep_en_page2.jpg
how-do-you-sleep,How do you sleep?,how-do-you-sleep_en_page3,how-do-you-sleep/ebook/en_english/images/how-do-you-sleep_en_page3.jpg,https://bookdash.org/book-source-files/?view-file=how-do-you-sleep/ebook/en_english/images/how-do-you-sleep_en_page3.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/how-do-you-sleep_how-do-you-sleep_en_page3.jpg
how-do-you-sleep,How do you sleep?,how-do-you-sleep_en_page4,how-do-you-sleep/ebook/en_english/images/how-do-you-sleep_en_page4.jpg,https://bookdash.org/book-source-files/?view-file=how-do-you-sleep/ebook/en_english/images/how-do-you-sleep_en_page4.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/how-do-you-sleep_how-do-you-sleep_en_page4.jpg
how-do-you-sleep,How do you sleep?,how-do-you-sleep_en_page5,how-do-you-sleep/ebook/en_english/images/how-do-you-sleep_en_page5.jpg,https://bookdash.org/book-source-files/?view-file=how-do-you-sleep/ebook/en_english/images/how-do-you-sleep_en_page5.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/how-do-you-sleep_how-do-you-sleep_en_page5.jpg
how-do-you-sleep,How do you sleep?,how-do-you-sleep_en_page6,how-do-you-sleep/ebook/en_english/images/how-do-you-sleep_en_page6.jpg,https://bookdash.org/book-source-files/?view-file=how-do-you-sleep/ebook/en_english/images/how-do-you-sleep_en_page6.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/how-do-you-sleep_how-do-you-sleep_en_page6.jpg
a-dancers-tale,A Dancer's Tale,a-dancers-tale_en_page1,a-dancers-tale/ebook/en_english/images/a-dancers-tale_en_page1.jpg,https://bookdash.org/book-source-files/?view-file=a-dancers-tale/ebook/en_english/images/a-dancers-tale_en_page1.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/a-dancers-tale_a-dancers-tale_en_page1.jpg
a-dancers-tale,A Dancer's Tale,a-dancers-tale_en_page2,a-dancers-tale/ebook/en_english/images/a-dancers-tale_en_page2.jpg,https://bookdash.org/book-source-files/?view-file=a-dancers-tale/ebook/en_english/images/a-dancers-tale_en_page2.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/a-dancers-tale_a-dancers-tale_en_page2.jpg
a-dancers-tale,A Dancer's Tale,a-dancers-tale_en_page3,a-dancers-tale/ebook/en_english/images/a-dancers-tale_en_page3.jpg,https://bookdash.org/book-source-files/?view-file=a-dancers-tale/ebook/en_english/images/a-dancers-tale_en_page3.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/a-dancers-tale_a-dancers-tale_en_page3.jpg
a-dancers-tale,A Dancer's Tale,a-dancers-tale_en_page4,a-dancers-tale/ebook/en_english/images/a-dancers-tale_en_page4.jpg,https://bookdash.org/book-source-files/?view-file=a-dancers-tale/ebook/en_english/images/a-dancers-tale_en_page4.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/a-dancers-tale_a-dancers-tale_en_page4.jpg
a-dancers-tale,A Dancer's Tale,a-dancers-tale_en_page5,a-dancers-tale/ebook/en_english/images/a-dancers-tale_en_page5.jpg,https://bookdash.org/book-source-files/?view-file=a-dancers-tale/ebook/en_english/images/a-dancers-tale_en_page5.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/a-dancers-tale_a-dancers-tale_en_page5.jpg
a-dancers-tale,A Dancer's Tale,a-dancers-tale_en_page6,a-dancers-tale/ebook/en_english/images/a-dancers-tale_en_page6.jpg,https://bookdash.org/book-source-files/?view-file=a-dancers-tale/ebook/en_english/images/a-dancers-tale_en_page6.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/a-dancers-tale_a-dancers-tale_en_page6.jpg
amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_01,amazing-daisy/ebook/en_english/images/amazing-daisy-pdf-ebook_Page_01.jpg,https://bookdash.org/book-source-files/?view-file=amazing-daisy/ebook/en_english/images/amazing-daisy-pdf-ebook_Page_01.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/amazing-daisy_amazing-daisy-pdf-ebook_Page_01.jpg
amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_02,amazing-daisy/ebook/en_english/images/amazing-daisy-pdf-ebook_Page_02.jpg,https://bookdash.org/book-source-files/?view-file=amazing-daisy/ebook/en_english/images/amazing-daisy-pdf-ebook_Page_02.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/amazing-daisy_amazing-daisy-pdf-ebook_Page_02.jpg
amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_03,amazing-daisy/ebook/en_english/images/amazing-daisy-pdf-ebook_Page_03.jpg,https://bookdash.org/book-source-files/?view-file=amazing-daisy/ebook/en_english/images/amazing-daisy-pdf-ebook_Page_03.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/amazing-daisy_amazing-daisy-pdf-ebook_Page_03.jpg
amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_04,amazing-daisy/ebook/en_english/images/amazing-daisy-pdf-ebook_Page_04.jpg,https://bookdash.org/book-source-files/?view-file=amazing-daisy/ebook/en_english/images/amazing-daisy-pdf-ebook_Page_04.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/amazing-daisy_amazing-daisy-pdf-ebook_Page_04.jpg
amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_05,amazing-daisy/ebook/en_english/images/amazing-daisy-pdf-ebook_Page_05.jpg,https://bookdash.org/book-source-files/?view-file=amazing-daisy/ebook/en_english/images/amazing-daisy-pdf-ebook_Page_05.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/amazing-daisy_amazing-daisy-pdf-ebook_Page_05.jpg
amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_06,amazing-daisy/ebook/en_english/images/amazing-daisy-pdf-ebook_Page_06.jpg,https://bookdash.org/book-source-files/?view-file=amazing-daisy/ebook/en_english/images/amazing-daisy-pdf-ebook_Page_06.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/amazing-daisy_amazing-daisy-pdf-ebook_Page_06.jpg
grandpas-gold,Grandpa's Gold,grandpas-gold-pdf-ebook-20150919_Page_01,grandpas-gold/ebook/en_english/images/grandpas-gold-pdf-ebook-20150919_Page_01.jpg,https://bookdash.org/book-source-files/?view-file=grandpas-gold/ebook/en_english/images/grandpas-gold-pdf-ebook-20150919_Page_01.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/grandpas-gold_grandpas-gold-pdf-ebook-20150919_Page_01.jpg
grandpas-gold,Grandpa's Gold,grandpas-gold-pdf-ebook-20150919_Page_02,grandpas-gold/ebook/en_english/images/grandpas-gold-pdf-ebook-20150919_Page_02.jpg,https://bookdash.org/book-source-files/?view-file=grandpas-gold/ebook/en_english/images/grandpas-gold-pdf-ebook-20150919_Page_02.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/grandpas-gold_grandpas-gold-pdf-ebook-20150919_Page_02.jpg
grandpas-gold,Grandpa's Gold,grandpas-gold-pdf-ebook-20150919_Page_03,grandpas-gold/ebook/en_english/images/grandpas-gold-pdf-ebook-20150919_Page_03.jpg,https://bookdash.org/book-source-files/?view-file=grandpas-gold/ebook/en_english/images/grandpas-gold-pdf-ebook-20150919_Page_03.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/grandpas-gold_grandpas-gold-pdf-ebook-20150919_Page_03.jpg
grandpas-gold,Grandpa's Gold,grandpas-gold-pdf-ebook-20150919_Page_04,grandpas-gold/ebook/en_english/images/grandpas-gold-pdf-ebook-20150919_Page_04.jpg,https://bookdash.org/book-source-files/?view-file=grandpas-gold/ebook/en_english/images/grandpas-gold-pdf-ebook-20150919_Page_04.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/grandpas-gold_grandpas-gold-pdf-ebook-20150919_Page_04.jpg
grandpas-gold,Grandpa's Gold,grandpas-gold-pdf-ebook-20150919_Page_05,grandpas-gold/ebook/en_english/images/grandpas-gold-pdf-ebook-20150919_Page_05.jpg,https://bookdash.org/book-source-files/?view-file=grandpas-gold/ebook/en_english/images/grandpas-gold-pdf-ebook-20150919_Page_05.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/grandpas-gold_grandpas-gold-pdf-ebook-20150919_Page_05.jpg
grandpas-gold,Grandpa's Gold,grandpas-gold-pdf-ebook-20150919_Page_06,grandpas-gold/ebook/en_english/images/grandpas-gold-pdf-ebook-20150919_Page_06.jpg,https://bookdash.org/book-source-files/?view-file=grandpas-gold/ebook/en_english/images/grandpas-gold-pdf-ebook-20150919_Page_06.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/grandpas-gold_grandpas-gold-pdf-ebook-20150919_Page_06.jpg
the-boy-who-only-ate-pancakes,The boy who only ate pancakes,the-boy-who-only-ate-pancakes_en_page1,the-boy-who-only-ate-pancakes/ebook/en_english/images/the-boy-who-only-ate-pancakes_en_page1.jpg,https://bookdash.org/book-source-files/?view-file=the-boy-who-only-ate-pancakes/ebook/en_english/images/the-boy-who-only-ate-pancakes_en_page1.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/the-boy-who-only-ate-pancakes_the-boy-who-only-ate-pancakes_en_page1.jpg
the-boy-who-only-ate-pancakes,The boy who only ate pancakes,the-boy-who-only-ate-pancakes_en_page2,the-boy-who-only-ate-pancakes/ebook/en_english/images/the-boy-who-only-ate-pancakes_en_page2.jpg,https://bookdash.org/book-source-files/?view-file=the-boy-who-only-ate-pancakes/ebook/en_english/images/the-boy-who-only-ate-pancakes_en_page2.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/the-boy-who-only-ate-pancakes_the-boy-who-only-ate-pancakes_en_page2.jpg
the-boy-who-only-ate-pancakes,The boy who only ate pancakes,the-boy-who-only-ate-pancakes_en_page3,the-boy-who-only-ate-pancakes/ebook/en_english/images/the-boy-who-only-ate-pancakes_en_page3.jpg,https://bookdash.org/book-source-files/?view-file=the-boy-who-only-ate-pancakes/ebook/en_english/images/the-boy-who-only-ate-pancakes_en_page3.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/the-boy-who-only-ate-pancakes_the-boy-who-only-ate-pancakes_en_page3.jpg
the-boy-who-only-ate-pancakes,The boy who only ate pancakes,the-boy-who-only-ate-pancakes_en_page4,the-boy-who-only-ate-pancakes/ebook/en_english/images/the-boy-who-only-ate-pancakes_en_page4.jpg,https://bookdash.org/book-source-files/?view-file=the-boy-who-only-ate-pancakes/ebook/en_english/images/the-boy-who-only-ate-pancakes_en_page4.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/the-boy-who-only-ate-pancakes_the-boy-who-only-ate-pancakes_en_page4.jpg
the-boy-who-only-ate-pancakes,The boy who only ate pancakes,the-boy-who-only-ate-pancakes_en_page5,the-boy-who-only-ate-pancakes/ebook/en_english/images/the-boy-who-only-ate-pancakes_en_page5.jpg,https://bookdash.org/book-source-files/?view-file=the-boy-who-only-ate-pancakes/ebook/en_english/images/the-boy-who-only-ate-pancakes_en_page5.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/the-boy-who-only-ate-pancakes_the-boy-who-only-ate-pancakes_en_page5.jpg
the-boy-who-only-ate-pancakes,The boy who only ate pancakes,the-boy-who-only-ate-pancakes_en_page6,the-boy-who-only-ate-pancakes/ebook/en_english/images/the-boy-who-only-ate-pancakes_en_page6.jpg,https://bookdash.org/book-source-files/?view-file=the-boy-who-only-ate-pancakes/ebook/en_english/images/the-boy-who-only-ate-pancakes_en_page6.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/the-boy-who-only-ate-pancakes_the-boy-who-only-ate-pancakes_en_page6.jpg
lets-go-on-a-litter-hunt,Let's go on a litter hunt,lets-go-on-a-litter-hunt_en_page1,lets-go-on-a-litter-hunt/ebook/en_english/images/lets-go-on-a-litter-hunt_en_page1.jpg,https://bookdash.org/book-source-files/?view-file=lets-go-on-a-litter-hunt/ebook/en_english/images/lets-go-on-a-litter-hunt_en_page1.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/lets-go-on-a-litter-hunt_lets-go-on-a-litter-hunt_en_page1.jpg
lets-go-on-a-litter-hunt,Let's go on a litter hunt,lets-go-on-a-litter-hunt_en_page2,lets-go-on-a-litter-hunt/ebook/en_english/images/lets-go-on-a-litter-hunt_en_page2.jpg,https://bookdash.org/book-source-files/?view-file=lets-go-on-a-litter-hunt/ebook/en_english/images/lets-go-on-a-litter-hunt_en_page2.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/lets-go-on-a-litter-hunt_lets-go-on-a-litter-hunt_en_page2.jpg
lets-go-on-a-litter-hunt,Let's go on a litter hunt,lets-go-on-a-litter-hunt_en_page3,lets-go-on-a-litter-hunt/ebook/en_english/images/lets-go-on-a-litter-hunt_en_page3.jpg,https://bookdash.org/book-source-files/?view-file=lets-go-on-a-litter-hunt/ebook/en_english/images/lets-go-on-a-litter-hunt_en_page3.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/lets-go-on-a-litter-hunt_lets-go-on-a-litter-hunt_en_page3.jpg
lets-go-on-a-litter-hunt,Let's go on a litter hunt,lets-go-on-a-litter-hunt_en_page4,lets-go-on-a-litter-hunt/ebook/en_english/images/lets-go-on-a-litter-hunt_en_page4.jpg,https://bookdash.org/book-source-files/?view-file=lets-go-on-a-litter-hunt/ebook/en_english/images/lets-go-on-a-litter-hunt_en_page4.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/lets-go-on-a-litter-hunt_lets-go-on-a-litter-hunt_en_page4.jpg
lets-go-on-a-litter-hunt,Let's go on a litter hunt,lets-go-on-a-litter-hunt_en_page5,lets-go-on-a-litter-hunt/ebook/en_english/images/lets-go-on-a-litter-hunt_en_page5.jpg,https://bookdash.org/book-source-files/?view-file=lets-go-on-a-litter-hunt/ebook/en_english/images/lets-go-on-a-litter-hunt_en_page5.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/lets-go-on-a-litter-hunt_lets-go-on-a-litter-hunt_en_page5.jpg
lets-go-on-a-litter-hunt,Let's go on a litter hunt,lets-go-on-a-litter-hunt_en_page6,lets-go-on-a-litter-hunt/ebook/en_english/images/lets-go-on-a-litter-hunt_en_page6.jpg,https://bookdash.org/book-source-files/?view-file=lets-go-on-a-litter-hunt/ebook/en_english/images/lets-go-on-a-litter-hunt_en_page6.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/lets-go-on-a-litter-hunt_lets-go-on-a-litter-hunt_en_page6.jpg
katiitis-song,Katiiti's Song,katiitis-song_en_page1,katiitis-song/ebook/en_english/images/katiitis-song_en_page1.jpg,https://bookdash.org/book-source-files/?view-file=katiitis-song/ebook/en_english/images/katiitis-song_en_page1.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/katiitis-song_katiitis-song_en_page1.jpg
katiitis-song,Katiiti's Song,katiitis-song_en_page2,katiitis-song/ebook/en_english/images/katiitis-song_en_page2.jpg,https://bookdash.org/book-source-files/?view-file=katiitis-song/ebook/en_english/images/katiitis-song_en_page2.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/katiitis-song_katiitis-song_en_page2.jpg
katiitis-song,Katiiti's Song,katiitis-song_en_page3,katiitis-song/ebook/en_english/images/katiitis-song_en_page3.jpg,https://bookdash.org/book-source-files/?view-file=katiitis-song/ebook/en_english/images/katiitis-song_en_page3.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/katiitis-song_katiitis-song_en_page3.jpg
katiitis-song,Katiiti's Song,katiitis-song_en_page4,katiitis-song/ebook/en_english/images/katiitis-song_en_page4.jpg,https://bookdash.org/book-source-files/?view-file=katiitis-song/ebook/en_english/images/katiitis-song_en_page4.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/katiitis-song_katiitis-song_en_page4.jpg
katiitis-song,Katiiti's Song,katiitis-song_en_page5,katiitis-song/ebook/en_english/images/katiitis-song_en_page5.jpg,https://bookdash.org/book-source-files/?view-file=katiitis-song/ebook/en_english/images/katiitis-song_en_page5.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/katiitis-song_katiitis-song_en_page5.jpg
katiitis-song,Katiiti's Song,katiitis-song_en_page6,katiitis-song/ebook/en_english/images/katiitis-song_en_page6.jpg,https://bookdash.org/book-source-files/?view-file=katiitis-song/ebook/en_english/images/katiitis-song_en_page6.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/katiitis-song_katiitis-song_en_page6.jpg
lets-be-friends,Let's be Friends,lets-be-friends_en_page1,lets-be-friends/ebook/en_english/images/lets-be-friends_en_page1.jpg,https://bookdash.org/book-source-files/?view-file=lets-be-friends/ebook/en_english/images/lets-be-friends_en_page1.jpg,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/original_pages/lets-be-friends_lets-be-friends_en_page1.jpg
