page_id,book_slug,book_title,page_name,variant,is_original,degradation_type,image_path
6,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page1,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0006_a-beautiful-day_a-beautiful-day_en_page1_content_crop.jpg
6,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page1,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0006_a-beautiful-day_a-beautiful-day_en_page1_occluding_prompt.jpg
6,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page1,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0006_a-beautiful-day_a-beautiful-day_en_page1_clutter_controls.jpg
6,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page1,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0006_a-beautiful-day_a-beautiful-day_en_page1_tiny_text_band.jpg
6,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page1,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0006_a-beautiful-day_a-beautiful-day_en_page1_overlap_text_block.jpg
7,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page2,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0007_a-beautiful-day_a-beautiful-day_en_page2_original.jpg
7,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page2,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0007_a-beautiful-day_a-beautiful-day_en_page2_contrast_loss.jpg
7,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page2,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0007_a-beautiful-day_a-beautiful-day_en_page2_content_crop.jpg
7,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page2,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0007_a-beautiful-day_a-beautiful-day_en_page2_occluding_prompt.jpg
7,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page2,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0007_a-beautiful-day_a-beautiful-day_en_page2_clutter_controls.jpg
7,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page2,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0007_a-beautiful-day_a-beautiful-day_en_page2_tiny_text_band.jpg
7,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page2,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0007_a-beautiful-day_a-beautiful-day_en_page2_overlap_text_block.jpg
8,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page3,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0008_a-beautiful-day_a-beautiful-day_en_page3_original.jpg
8,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page3,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0008_a-beautiful-day_a-beautiful-day_en_page3_contrast_loss.jpg
8,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page3,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0008_a-beautiful-day_a-beautiful-day_en_page3_content_crop.jpg
8,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page3,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0008_a-beautiful-day_a-beautiful-day_en_page3_occluding_prompt.jpg
8,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page3,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0008_a-beautiful-day_a-beautiful-day_en_page3_clutter_controls.jpg
8,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page3,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0008_a-beautiful-day_a-beautiful-day_en_page3_tiny_text_band.jpg
8,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page3,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0008_a-beautiful-day_a-beautiful-day_en_page3_overlap_text_block.jpg
9,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page4,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0009_a-beautiful-day_a-beautiful-day_en_page4_original.jpg
9,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page4,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0009_a-beautiful-day_a-beautiful-day_en_page4_contrast_loss.jpg
9,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page4,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0009_a-beautiful-day_a-beautiful-day_en_page4_content_crop.jpg
9,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page4,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0009_a-beautiful-day_a-beautiful-day_en_page4_occluding_prompt.jpg
9,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page4,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0009_a-beautiful-day_a-beautiful-day_en_page4_clutter_controls.jpg
9,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page4,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0009_a-beautiful-day_a-beautiful-day_en_page4_tiny_text_band.jpg
9,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page4,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0009_a-beautiful-day_a-beautiful-day_en_page4_overlap_text_block.jpg
10,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page5,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0010_a-beautiful-day_a-beautiful-day_en_page5_original.jpg
10,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page5,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0010_a-beautiful-day_a-beautiful-day_en_page5_contrast_loss.jpg
10,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page5,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0010_a-beautiful-day_a-beautiful-day_en_page5_content_crop.jpg
10,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page5,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0010_a-beautiful-day_a-beautiful-day_en_page5_occluding_prompt.jpg
10,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page5,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0010_a-beautiful-day_a-beautiful-day_en_page5_clutter_controls.jpg
10,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page5,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0010_a-beautiful-day_a-beautiful-day_en_page5_tiny_text_band.jpg
10,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page5,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0010_a-beautiful-day_a-beautiful-day_en_page5_overlap_text_block.jpg
11,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page6,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0011_a-beautiful-day_a-beautiful-day_en_page6_original.jpg
11,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page6,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0011_a-beautiful-day_a-beautiful-day_en_page6_contrast_loss.jpg
11,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page6,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0011_a-beautiful-day_a-beautiful-day_en_page6_content_crop.jpg
11,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page6,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0011_a-beautiful-day_a-beautiful-day_en_page6_occluding_prompt.jpg
11,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page6,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0011_a-beautiful-day_a-beautiful-day_en_page6_clutter_controls.jpg
11,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page6,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0011_a-beautiful-day_a-beautiful-day_en_page6_tiny_text_band.jpg
11,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page6,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0011_a-beautiful-day_a-beautiful-day_en_page6_overlap_text_block.jpg
12,look-up,Look up!,look-up_en_page1,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0012_look-up_look-up_en_page1_original.jpg
12,look-up,Look up!,look-up_en_page1,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0012_look-up_look-up_en_page1_contrast_loss.jpg
12,look-up,Look up!,look-up_en_page1,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0012_look-up_look-up_en_page1_content_crop.jpg
12,look-up,Look up!,look-up_en_page1,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0012_look-up_look-up_en_page1_occluding_prompt.jpg
12,look-up,Look up!,look-up_en_page1,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0012_look-up_look-up_en_page1_clutter_controls.jpg
12,look-up,Look up!,look-up_en_page1,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0012_look-up_look-up_en_page1_tiny_text_band.jpg
12,look-up,Look up!,look-up_en_page1,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0012_look-up_look-up_en_page1_overlap_text_block.jpg
13,look-up,Look up!,look-up_en_page2,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0013_look-up_look-up_en_page2_original.jpg
13,look-up,Look up!,look-up_en_page2,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0013_look-up_look-up_en_page2_contrast_loss.jpg
13,look-up,Look up!,look-up_en_page2,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0013_look-up_look-up_en_page2_content_crop.jpg
13,look-up,Look up!,look-up_en_page2,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0013_look-up_look-up_en_page2_occluding_prompt.jpg
13,look-up,Look up!,look-up_en_page2,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0013_look-up_look-up_en_page2_clutter_controls.jpg
13,look-up,Look up!,look-up_en_page2,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0013_look-up_look-up_en_page2_tiny_text_band.jpg
13,look-up,Look up!,look-up_en_page2,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0013_look-up_look-up_en_page2_overlap_text_block.jpg
14,look-up,Look up!,look-up_en_page3,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0014_look-up_look-up_en_page3_original.jpg
14,look-up,Look up!,look-up_en_page3,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0014_look-up_look-up_en_page3_contrast_loss.jpg
14,look-up,Look up!,look-up_en_page3,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0014_look-up_look-up_en_page3_content_crop.jpg
14,look-up,Look up!,look-up_en_page3,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0014_look-up_look-up_en_page3_occluding_prompt.jpg
14,look-up,Look up!,look-up_en_page3,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0014_look-up_look-up_en_page3_clutter_controls.jpg
14,look-up,Look up!,look-up_en_page3,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0014_look-up_look-up_en_page3_tiny_text_band.jpg
14,look-up,Look up!,look-up_en_page3,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0014_look-up_look-up_en_page3_overlap_text_block.jpg
15,look-up,Look up!,look-up_en_page4,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0015_look-up_look-up_en_page4_original.jpg
15,look-up,Look up!,look-up_en_page4,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0015_look-up_look-up_en_page4_contrast_loss.jpg
15,look-up,Look up!,look-up_en_page4,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0015_look-up_look-up_en_page4_content_crop.jpg
15,look-up,Look up!,look-up_en_page4,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0015_look-up_look-up_en_page4_occluding_prompt.jpg
15,look-up,Look up!,look-up_en_page4,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0015_look-up_look-up_en_page4_clutter_controls.jpg
15,look-up,Look up!,look-up_en_page4,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0015_look-up_look-up_en_page4_tiny_text_band.jpg
15,look-up,Look up!,look-up_en_page4,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0015_look-up_look-up_en_page4_overlap_text_block.jpg
16,look-up,Look up!,look-up_en_page5,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0016_look-up_look-up_en_page5_original.jpg
16,look-up,Look up!,look-up_en_page5,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0016_look-up_look-up_en_page5_contrast_loss.jpg
16,look-up,Look up!,look-up_en_page5,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0016_look-up_look-up_en_page5_content_crop.jpg
16,look-up,Look up!,look-up_en_page5,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0016_look-up_look-up_en_page5_occluding_prompt.jpg
16,look-up,Look up!,look-up_en_page5,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0016_look-up_look-up_en_page5_clutter_controls.jpg
16,look-up,Look up!,look-up_en_page5,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0016_look-up_look-up_en_page5_tiny_text_band.jpg
16,look-up,Look up!,look-up_en_page5,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0016_look-up_look-up_en_page5_overlap_text_block.jpg
17,look-up,Look up!,look-up_en_page6,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0017_look-up_look-up_en_page6_original.jpg
