page_id,book_slug,book_title,page_name,variant,is_original,degradation_type,image_path,public_screening_score
1,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page2,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0001_zibu-and-zizo_zibu-and-zizo_en_page2_clutter_controls.jpg,0.3925494080664148
1,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page2,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0001_zibu-and-zizo_zibu-and-zizo_en_page2_tiny_text_band.jpg,0.41998325994342556
1,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page2,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0001_zibu-and-zizo_zibu-and-zizo_en_page2_overlap_text_block.jpg,0.40130249338411733
2,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page3,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0002_zibu-and-zizo_zibu-and-zizo_en_page3_original.jpg,0.49370639913865844
2,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page3,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0002_zibu-and-zizo_zibu-and-zizo_en_page3_contrast_loss.jpg,0.46934053697901146
2,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page3,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0002_zibu-and-zizo_zibu-and-zizo_en_page3_content_crop.jpg,0.5262050793431429
2,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page3,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0002_zibu-and-zizo_zibu-and-zizo_en_page3_occluding_prompt.jpg,0.549732760175286
2,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page3,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0002_zibu-and-zizo_zibu-and-zizo_en_page3_clutter_controls.jpg,0.49558341339849005
2,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page3,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0002_zibu-and-zizo_zibu-and-zizo_en_page3_tiny_text_band.jpg,0.4782181410534273
2,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page3,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0002_zibu-and-zizo_zibu-and-zizo_en_page3_overlap_text_block.jpg,0.52934289413284
3,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page4,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0003_zibu-and-zizo_zibu-and-zizo_en_page4_original.jpg,0.5474458599571473
3,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page4,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0003_zibu-and-zizo_zibu-and-zizo_en_page4_contrast_loss.jpg,0.49889684238719584
3,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page4,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0003_zibu-and-zizo_zibu-and-zizo_en_page4_content_crop.jpg,0.5242994006849245
3,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page4,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0003_zibu-and-zizo_zibu-and-zizo_en_page4_occluding_prompt.jpg,0.5682071796986025
3,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page4,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0003_zibu-and-zizo_zibu-and-zizo_en_page4_clutter_controls.jpg,0.5606325729822779
3,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page4,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0003_zibu-and-zizo_zibu-and-zizo_en_page4_tiny_text_band.jpg,0.4526697331065388
3,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page4,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0003_zibu-and-zizo_zibu-and-zizo_en_page4_overlap_text_block.jpg,0.5946118354954076
4,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page5,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0004_zibu-and-zizo_zibu-and-zizo_en_page5_original.jpg,0.5633517555877233
4,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page5,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0004_zibu-and-zizo_zibu-and-zizo_en_page5_contrast_loss.jpg,0.4108828201192946
4,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page5,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0004_zibu-and-zizo_zibu-and-zizo_en_page5_content_crop.jpg,0.5094160957571476
4,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page5,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0004_zibu-and-zizo_zibu-and-zizo_en_page5_occluding_prompt.jpg,0.6116816686284878
4,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page5,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0004_zibu-and-zizo_zibu-and-zizo_en_page5_clutter_controls.jpg,0.5549135875463129
4,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page5,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0004_zibu-and-zizo_zibu-and-zizo_en_page5_tiny_text_band.jpg,0.4227389965884469
4,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page5,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0004_zibu-and-zizo_zibu-and-zizo_en_page5_overlap_text_block.jpg,0.6131998538677992
5,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page6,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0005_zibu-and-zizo_zibu-and-zizo_en_page6_original.jpg,0.591034641198732
5,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page6,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0005_zibu-and-zizo_zibu-and-zizo_en_page6_contrast_loss.jpg,0.4339994918277278
5,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page6,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0005_zibu-and-zizo_zibu-and-zizo_en_page6_content_crop.jpg,0.5970439113357647
5,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page6,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0005_zibu-and-zizo_zibu-and-zizo_en_page6_occluding_prompt.jpg,0.607130907798854
5,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page6,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0005_zibu-and-zizo_zibu-and-zizo_en_page6_clutter_controls.jpg,0.6052667546376167
5,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page6,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0005_zibu-and-zizo_zibu-and-zizo_en_page6_tiny_text_band.jpg,0.5017667062630742
5,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page6,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0005_zibu-and-zizo_zibu-and-zizo_en_page6_overlap_text_block.jpg,0.6055653506739641
6,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page1,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0006_a-beautiful-day_a-beautiful-day_en_page1_original.jpg,0.46566485127382756
6,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page1,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0006_a-beautiful-day_a-beautiful-day_en_page1_contrast_loss.jpg,0.45299336196251416
6,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page1,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0006_a-beautiful-day_a-beautiful-day_en_page1_content_crop.jpg,0.45242497324857134
6,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page1,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0006_a-beautiful-day_a-beautiful-day_en_page1_occluding_prompt.jpg,0.5245070387108841
6,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page1,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0006_a-beautiful-day_a-beautiful-day_en_page1_clutter_controls.jpg,0.42410770684773086
6,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page1,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0006_a-beautiful-day_a-beautiful-day_en_page1_tiny_text_band.jpg,0.4143971792963667
6,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page1,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0006_a-beautiful-day_a-beautiful-day_en_page1_overlap_text_block.jpg,0.5467237643864711
7,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page2,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0007_a-beautiful-day_a-beautiful-day_en_page2_original.jpg,0.5004337954652389
7,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page2,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0007_a-beautiful-day_a-beautiful-day_en_page2_contrast_loss.jpg,0.5300595837562582
7,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page2,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0007_a-beautiful-day_a-beautiful-day_en_page2_content_crop.jpg,0.5003133801823335
7,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page2,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0007_a-beautiful-day_a-beautiful-day_en_page2_occluding_prompt.jpg,0.518931294697618
7,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page2,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0007_a-beautiful-day_a-beautiful-day_en_page2_clutter_controls.jpg,0.49357444843088616
7,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page2,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0007_a-beautiful-day_a-beautiful-day_en_page2_tiny_text_band.jpg,0.47224021619163964
7,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page2,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0007_a-beautiful-day_a-beautiful-day_en_page2_overlap_text_block.jpg,0.581056899482231
8,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page3,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0008_a-beautiful-day_a-beautiful-day_en_page3_original.jpg,0.5490068030471081
8,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page3,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0008_a-beautiful-day_a-beautiful-day_en_page3_contrast_loss.jpg,0.491783959313558
8,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page3,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0008_a-beautiful-day_a-beautiful-day_en_page3_content_crop.jpg,0.544855546169236
8,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page3,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0008_a-beautiful-day_a-beautiful-day_en_page3_occluding_prompt.jpg,0.5775103217551442
8,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page3,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0008_a-beautiful-day_a-beautiful-day_en_page3_clutter_controls.jpg,0.5664597745355426
8,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page3,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0008_a-beautiful-day_a-beautiful-day_en_page3_tiny_text_band.jpg,0.4520983413532
8,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page3,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0008_a-beautiful-day_a-beautiful-day_en_page3_overlap_text_block.jpg,0.5786130127856497
9,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page4,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0009_a-beautiful-day_a-beautiful-day_en_page4_original.jpg,0.599918913364529
9,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page4,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0009_a-beautiful-day_a-beautiful-day_en_page4_contrast_loss.jpg,0.46939336486554656
9,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page4,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0009_a-beautiful-day_a-beautiful-day_en_page4_content_crop.jpg,0.5245084923355773
9,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page4,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0009_a-beautiful-day_a-beautiful-day_en_page4_occluding_prompt.jpg,0.6410036096824251
9,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page4,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0009_a-beautiful-day_a-beautiful-day_en_page4_clutter_controls.jpg,0.6021495320767748
9,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page4,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0009_a-beautiful-day_a-beautiful-day_en_page4_tiny_text_band.jpg,0.47789549110205315
9,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page4,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0009_a-beautiful-day_a-beautiful-day_en_page4_overlap_text_block.jpg,0.622541966663889
10,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page5,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0010_a-beautiful-day_a-beautiful-day_en_page5_original.jpg,0.5591750104254661
10,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page5,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0010_a-beautiful-day_a-beautiful-day_en_page5_contrast_loss.jpg,0.49737229843462055
10,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page5,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0010_a-beautiful-day_a-beautiful-day_en_page5_content_crop.jpg,0.5604850482221717
10,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page5,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0010_a-beautiful-day_a-beautiful-day_en_page5_occluding_prompt.jpg,0.5585026518628838
10,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page5,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0010_a-beautiful-day_a-beautiful-day_en_page5_clutter_controls.jpg,0.5579273879044895
10,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page5,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0010_a-beautiful-day_a-beautiful-day_en_page5_tiny_text_band.jpg,0.4693723241271783
10,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page5,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0010_a-beautiful-day_a-beautiful-day_en_page5_overlap_text_block.jpg,0.5889745227352833
11,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page6,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0011_a-beautiful-day_a-beautiful-day_en_page6_original.jpg,0.5239915155191318
11,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page6,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0011_a-beautiful-day_a-beautiful-day_en_page6_contrast_loss.jpg,0.4511017278876432
11,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page6,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0011_a-beautiful-day_a-beautiful-day_en_page6_content_crop.jpg,0.5167483688708798
11,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page6,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0011_a-beautiful-day_a-beautiful-day_en_page6_occluding_prompt.jpg,0.508353808751324
11,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page6,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0011_a-beautiful-day_a-beautiful-day_en_page6_clutter_controls.jpg,0.5276039210547563
11,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page6,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0011_a-beautiful-day_a-beautiful-day_en_page6_tiny_text_band.jpg,0.49268777775045414
11,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page6,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0011_a-beautiful-day_a-beautiful-day_en_page6_overlap_text_block.jpg,0.5836870787394504
12,look-up,Look up!,look-up_en_page1,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0012_look-up_look-up_en_page1_original.jpg,0.4574818027807479
12,look-up,Look up!,look-up_en_page1,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0012_look-up_look-up_en_page1_contrast_loss.jpg,0.4700815285951471
12,look-up,Look up!,look-up_en_page1,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0012_look-up_look-up_en_page1_content_crop.jpg,0.4393742695083684
12,look-up,Look up!,look-up_en_page1,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0012_look-up_look-up_en_page1_occluding_prompt.jpg,0.4948742723461663
12,look-up,Look up!,look-up_en_page1,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0012_look-up_look-up_en_page1_clutter_controls.jpg,0.4289267550265463
12,look-up,Look up!,look-up_en_page1,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0012_look-up_look-up_en_page1_tiny_text_band.jpg,0.4264885559887423
12,look-up,Look up!,look-up_en_page1,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0012_look-up_look-up_en_page1_overlap_text_block.jpg,0.44678988334167546
13,look-up,Look up!,look-up_en_page2,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0013_look-up_look-up_en_page2_original.jpg,0.38554101907690114
13,look-up,Look up!,look-up_en_page2,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0013_look-up_look-up_en_page2_contrast_loss.jpg,0.42940421306838555
13,look-up,Look up!,look-up_en_page2,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0013_look-up_look-up_en_page2_content_crop.jpg,0.4108779799358019
13,look-up,Look up!,look-up_en_page2,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0013_look-up_look-up_en_page2_occluding_prompt.jpg,0.3918289844384271
13,look-up,Look up!,look-up_en_page2,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0013_look-up_look-up_en_page2_clutter_controls.jpg,0.3786568509401527
13,look-up,Look up!,look-up_en_page2,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0013_look-up_look-up_en_page2_tiny_text_band.jpg,0.4572313695438885
13,look-up,Look up!,look-up_en_page2,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0013_look-up_look-up_en_page2_overlap_text_block.jpg,0.3558306604028444
14,look-up,Look up!,look-up_en_page3,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0014_look-up_look-up_en_page3_original.jpg,0.4974012885291241
14,look-up,Look up!,look-up_en_page3,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0014_look-up_look-up_en_page3_contrast_loss.jpg,0.5032001742963967
14,look-up,Look up!,look-up_en_page3,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0014_look-up_look-up_en_page3_content_crop.jpg,0.5198780579191978
14,look-up,Look up!,look-up_en_page3,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0014_look-up_look-up_en_page3_occluding_prompt.jpg,0.5100653808948381
14,look-up,Look up!,look-up_en_page3,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0014_look-up_look-up_en_page3_clutter_controls.jpg,0.5186988547296211
14,look-up,Look up!,look-up_en_page3,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0014_look-up_look-up_en_page3_tiny_text_band.jpg,0.4450190169027557
14,look-up,Look up!,look-up_en_page3,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0014_look-up_look-up_en_page3_overlap_text_block.jpg,0.533776646266918
15,look-up,Look up!,look-up_en_page4,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0015_look-up_look-up_en_page4_original.jpg,0.49476730901312393
15,look-up,Look up!,look-up_en_page4,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0015_look-up_look-up_en_page4_contrast_loss.jpg,0.49216531833770943
15,look-up,Look up!,look-up_en_page4,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0015_look-up_look-up_en_page4_content_crop.jpg,0.5041923746656976
15,look-up,Look up!,look-up_en_page4,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0015_look-up_look-up_en_page4_occluding_prompt.jpg,0.5563124289033247
15,look-up,Look up!,look-up_en_page4,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0015_look-up_look-up_en_page4_clutter_controls.jpg,0.4734433231411663
