page_id,book_slug,book_title,page_name,variant,is_original,degradation_type,image_path,public_regression_score
2,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page3,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0002_zibu-and-zizo_zibu-and-zizo_en_page3_contrast_loss.jpg,5.651349017384726
2,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page3,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0002_zibu-and-zizo_zibu-and-zizo_en_page3_content_crop.jpg,5.760893896447462
2,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page3,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0002_zibu-and-zizo_zibu-and-zizo_en_page3_occluding_prompt.jpg,5.856281557067268
2,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page3,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0002_zibu-and-zizo_zibu-and-zizo_en_page3_clutter_controls.jpg,5.706593726379433
2,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page3,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0002_zibu-and-zizo_zibu-and-zizo_en_page3_tiny_text_band.jpg,5.780437074829928
2,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page3,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0002_zibu-and-zizo_zibu-and-zizo_en_page3_overlap_text_block.jpg,5.83890022675736
3,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page4,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0003_zibu-and-zizo_zibu-and-zizo_en_page4_original.jpg,5.947164871504153
3,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page4,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0003_zibu-and-zizo_zibu-and-zizo_en_page4_contrast_loss.jpg,5.76148119803477
3,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page4,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0003_zibu-and-zizo_zibu-and-zizo_en_page4_content_crop.jpg,5.905357048374908
3,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page4,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0003_zibu-and-zizo_zibu-and-zizo_en_page4_occluding_prompt.jpg,5.982091742252451
3,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page4,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0003_zibu-and-zizo_zibu-and-zizo_en_page4_clutter_controls.jpg,5.973703987150412
3,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page4,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0003_zibu-and-zizo_zibu-and-zizo_en_page4_tiny_text_band.jpg,5.808225529100528
3,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page4,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0003_zibu-and-zizo_zibu-and-zizo_en_page4_overlap_text_block.jpg,5.9434948034769475
4,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page5,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0004_zibu-and-zizo_zibu-and-zizo_en_page5_original.jpg,5.8503928571428485
4,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page5,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0004_zibu-and-zizo_zibu-and-zizo_en_page5_contrast_loss.jpg,5.710067743764172
4,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page5,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0004_zibu-and-zizo_zibu-and-zizo_en_page5_content_crop.jpg,5.760151197347617
4,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page5,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0004_zibu-and-zizo_zibu-and-zizo_en_page5_occluding_prompt.jpg,5.883351662887376
4,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page5,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0004_zibu-and-zizo_zibu-and-zizo_en_page5_clutter_controls.jpg,5.851417233560082
4,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page5,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0004_zibu-and-zizo_zibu-and-zizo_en_page5_tiny_text_band.jpg,5.79031065759637
4,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page5,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0004_zibu-and-zizo_zibu-and-zizo_en_page5_overlap_text_block.jpg,5.910053854875278
5,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page6,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0005_zibu-and-zizo_zibu-and-zizo_en_page6_original.jpg,6.011710034013607
5,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page6,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0005_zibu-and-zizo_zibu-and-zizo_en_page6_contrast_loss.jpg,5.79297713529856
5,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page6,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0005_zibu-and-zizo_zibu-and-zizo_en_page6_content_crop.jpg,6.015401077097504
5,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page6,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0005_zibu-and-zizo_zibu-and-zizo_en_page6_occluding_prompt.jpg,6.0351310468631905
5,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page6,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0005_zibu-and-zizo_zibu-and-zizo_en_page6_clutter_controls.jpg,6.024589474678766
5,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page6,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0005_zibu-and-zizo_zibu-and-zizo_en_page6_tiny_text_band.jpg,5.760186507936506
5,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page6,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0005_zibu-and-zizo_zibu-and-zizo_en_page6_overlap_text_block.jpg,5.963588246409677
6,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page1,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0006_a-beautiful-day_a-beautiful-day_en_page1_original.jpg,5.833317318594098
6,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page1,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0006_a-beautiful-day_a-beautiful-day_en_page1_contrast_loss.jpg,5.754513558201054
6,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page1,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0006_a-beautiful-day_a-beautiful-day_en_page1_content_crop.jpg,5.729742488662127
6,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page1,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0006_a-beautiful-day_a-beautiful-day_en_page1_occluding_prompt.jpg,5.852053004535154
6,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page1,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0006_a-beautiful-day_a-beautiful-day_en_page1_clutter_controls.jpg,5.789493150037792
6,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page1,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0006_a-beautiful-day_a-beautiful-day_en_page1_tiny_text_band.jpg,5.688187500000003
6,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page1,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0006_a-beautiful-day_a-beautiful-day_en_page1_overlap_text_block.jpg,5.9176763983371155
7,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page2,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0007_a-beautiful-day_a-beautiful-day_en_page2_original.jpg,5.789361583522299
7,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page2,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0007_a-beautiful-day_a-beautiful-day_en_page2_contrast_loss.jpg,5.746663170823886
7,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page2,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0007_a-beautiful-day_a-beautiful-day_en_page2_content_crop.jpg,5.794118953136812
7,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page2,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0007_a-beautiful-day_a-beautiful-day_en_page2_occluding_prompt.jpg,5.886216553287978
7,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page2,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0007_a-beautiful-day_a-beautiful-day_en_page2_clutter_controls.jpg,5.847607048374901
7,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page2,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0007_a-beautiful-day_a-beautiful-day_en_page2_tiny_text_band.jpg,5.703671296296291
7,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page2,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0007_a-beautiful-day_a-beautiful-day_en_page2_overlap_text_block.jpg,5.952673091458806
8,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page3,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0008_a-beautiful-day_a-beautiful-day_en_page3_original.jpg,5.891292894935762
8,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page3,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0008_a-beautiful-day_a-beautiful-day_en_page3_contrast_loss.jpg,5.76297760770975
8,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page3,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0008_a-beautiful-day_a-beautiful-day_en_page3_content_crop.jpg,5.8597507558579025
8,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page3,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0008_a-beautiful-day_a-beautiful-day_en_page3_occluding_prompt.jpg,5.944740740740753
8,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page3,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0008_a-beautiful-day_a-beautiful-day_en_page3_clutter_controls.jpg,5.935579931972797
8,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page3,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0008_a-beautiful-day_a-beautiful-day_en_page3_tiny_text_band.jpg,5.815159486016633
8,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page3,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0008_a-beautiful-day_a-beautiful-day_en_page3_overlap_text_block.jpg,6.012952380952387
9,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page4,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0009_a-beautiful-day_a-beautiful-day_en_page4_original.jpg,5.981585884353738
9,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page4,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0009_a-beautiful-day_a-beautiful-day_en_page4_contrast_loss.jpg,5.746810752078608
9,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page4,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0009_a-beautiful-day_a-beautiful-day_en_page4_content_crop.jpg,5.862299319727885
9,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page4,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0009_a-beautiful-day_a-beautiful-day_en_page4_occluding_prompt.jpg,6.013365929705214
9,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page4,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0009_a-beautiful-day_a-beautiful-day_en_page4_clutter_controls.jpg,5.964939436885864
9,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page4,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0009_a-beautiful-day_a-beautiful-day_en_page4_tiny_text_band.jpg,5.779170068027212
9,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page4,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0009_a-beautiful-day_a-beautiful-day_en_page4_overlap_text_block.jpg,6.004022486772485
10,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page5,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0010_a-beautiful-day_a-beautiful-day_en_page5_original.jpg,5.878096938775511
10,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page5,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0010_a-beautiful-day_a-beautiful-day_en_page5_contrast_loss.jpg,5.780674981103552
10,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page5,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0010_a-beautiful-day_a-beautiful-day_en_page5_content_crop.jpg,5.91354724111867
10,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page5,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0010_a-beautiful-day_a-beautiful-day_en_page5_occluding_prompt.jpg,5.907332388510961
10,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page5,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0010_a-beautiful-day_a-beautiful-day_en_page5_clutter_controls.jpg,5.893692743764171
10,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page5,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0010_a-beautiful-day_a-beautiful-day_en_page5_tiny_text_band.jpg,5.764282690854117
10,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page5,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0010_a-beautiful-day_a-beautiful-day_en_page5_overlap_text_block.jpg,5.9432558578987145
11,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page6,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0011_a-beautiful-day_a-beautiful-day_en_page6_original.jpg,5.859168839758126
11,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page6,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0011_a-beautiful-day_a-beautiful-day_en_page6_contrast_loss.jpg,5.83506339758125
11,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page6,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0011_a-beautiful-day_a-beautiful-day_en_page6_content_crop.jpg,5.827961073318211
11,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page6,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0011_a-beautiful-day_a-beautiful-day_en_page6_occluding_prompt.jpg,5.891587207105067
11,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page6,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0011_a-beautiful-day_a-beautiful-day_en_page6_clutter_controls.jpg,5.87282520786092
11,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page6,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0011_a-beautiful-day_a-beautiful-day_en_page6_tiny_text_band.jpg,5.751420634920635
11,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page6,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0011_a-beautiful-day_a-beautiful-day_en_page6_overlap_text_block.jpg,5.968824263038549
12,look-up,Look up!,look-up_en_page1,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0012_look-up_look-up_en_page1_original.jpg,5.784954270597125
12,look-up,Look up!,look-up_en_page1,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0012_look-up_look-up_en_page1_contrast_loss.jpg,5.754162414965987
12,look-up,Look up!,look-up_en_page1,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0012_look-up_look-up_en_page1_content_crop.jpg,5.748963057445201
12,look-up,Look up!,look-up_en_page1,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0012_look-up_look-up_en_page1_occluding_prompt.jpg,5.803036470143609
12,look-up,Look up!,look-up_en_page1,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0012_look-up_look-up_en_page1_clutter_controls.jpg,5.734022345049131
12,look-up,Look up!,look-up_en_page1,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0012_look-up_look-up_en_page1_tiny_text_band.jpg,5.7452057350718055
12,look-up,Look up!,look-up_en_page1,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0012_look-up_look-up_en_page1_overlap_text_block.jpg,5.79521702569917
13,look-up,Look up!,look-up_en_page2,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0013_look-up_look-up_en_page2_original.jpg,5.592594009826147
13,look-up,Look up!,look-up_en_page2,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0013_look-up_look-up_en_page2_contrast_loss.jpg,5.742348347419772
13,look-up,Look up!,look-up_en_page2,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0013_look-up_look-up_en_page2_content_crop.jpg,5.590421674225241
13,look-up,Look up!,look-up_en_page2,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0013_look-up_look-up_en_page2_occluding_prompt.jpg,5.547306689342403
13,look-up,Look up!,look-up_en_page2,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0013_look-up_look-up_en_page2_clutter_controls.jpg,5.592087773998481
13,look-up,Look up!,look-up_en_page2,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0013_look-up_look-up_en_page2_tiny_text_band.jpg,5.687506755479966
13,look-up,Look up!,look-up_en_page2,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0013_look-up_look-up_en_page2_overlap_text_block.jpg,5.524178099017377
14,look-up,Look up!,look-up_en_page3,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0014_look-up_look-up_en_page3_original.jpg,5.723374149659859
14,look-up,Look up!,look-up_en_page3,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0014_look-up_look-up_en_page3_contrast_loss.jpg,5.77291524943311
14,look-up,Look up!,look-up_en_page3,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0014_look-up_look-up_en_page3_content_crop.jpg,5.745146730914587
14,look-up,Look up!,look-up_en_page3,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0014_look-up_look-up_en_page3_occluding_prompt.jpg,5.803540438397578
14,look-up,Look up!,look-up_en_page3,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0014_look-up_look-up_en_page3_clutter_controls.jpg,5.7532902494331
14,look-up,Look up!,look-up_en_page3,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0014_look-up_look-up_en_page3_tiny_text_band.jpg,5.744115929705215
14,look-up,Look up!,look-up_en_page3,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0014_look-up_look-up_en_page3_overlap_text_block.jpg,5.830039493575207
15,look-up,Look up!,look-up_en_page4,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0015_look-up_look-up_en_page4_original.jpg,5.813874527588812
15,look-up,Look up!,look-up_en_page4,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0015_look-up_look-up_en_page4_contrast_loss.jpg,5.730516345427059
15,look-up,Look up!,look-up_en_page4,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0015_look-up_look-up_en_page4_content_crop.jpg,5.817468442932728
15,look-up,Look up!,look-up_en_page4,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0015_look-up_look-up_en_page4_occluding_prompt.jpg,5.877399943310658
15,look-up,Look up!,look-up_en_page4,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0015_look-up_look-up_en_page4_clutter_controls.jpg,5.7639452947845795
15,look-up,Look up!,look-up_en_page4,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0015_look-up_look-up_en_page4_tiny_text_band.jpg,5.637767668178379
