page_id,book_slug,page_name,public_screening_score,original_score,degradation_type,score_drop,rank_correct
45,grandpas-gold,grandpas-gold-pdf-ebook-20150919_Page_04,0.4577907321369805,0.45866643540942414,contrast_loss,0.0008757032724436287,True
46,grandpas-gold,grandpas-gold-pdf-ebook-20150919_Page_05,0.47593927838643174,0.5129871535544734,contrast_loss,0.0370478751680417,True
47,grandpas-gold,grandpas-gold-pdf-ebook-20150919_Page_06,0.4942154182677266,0.45937065859329673,contrast_loss,-0.03484475967442985,False
48,the-boy-who-only-ate-pancakes,the-boy-who-only-ate-pancakes_en_page1,0.4777368195905593,0.4656721919322323,contrast_loss,-0.012064627658326998,False
49,the-boy-who-only-ate-pancakes,the-boy-who-only-ate-pancakes_en_page2,0.4917804581904312,0.37034203439557695,contrast_loss,-0.12143842379485426,False
50,the-boy-who-only-ate-pancakes,the-boy-who-only-ate-pancakes_en_page3,0.4226087880047482,0.4666934254203882,contrast_loss,0.044084637415640004,True
51,the-boy-who-only-ate-pancakes,the-boy-who-only-ate-pancakes_en_page4,0.39589078290406765,0.49800219713674276,contrast_loss,0.10211141423267511,True
52,the-boy-who-only-ate-pancakes,the-boy-who-only-ate-pancakes_en_page5,0.39250960166456234,0.5049649834545634,contrast_loss,0.11245538179000109,True
53,the-boy-who-only-ate-pancakes,the-boy-who-only-ate-pancakes_en_page6,0.5650795776349673,0.4818470348850846,contrast_loss,-0.08323254274988268,False
54,lets-go-on-a-litter-hunt,lets-go-on-a-litter-hunt_en_page1,0.5566646913689108,0.4438485613274223,contrast_loss,-0.11281613004148855,False
55,lets-go-on-a-litter-hunt,lets-go-on-a-litter-hunt_en_page2,0.4852814417457001,0.5413530510736262,contrast_loss,0.0560716093279261,True
56,lets-go-on-a-litter-hunt,lets-go-on-a-litter-hunt_en_page3,0.4889971515835659,0.4983041708077908,contrast_loss,0.009307019224224944,True
57,lets-go-on-a-litter-hunt,lets-go-on-a-litter-hunt_en_page4,0.49765139785063567,0.6088465567069752,contrast_loss,0.11119515885633952,True
58,lets-go-on-a-litter-hunt,lets-go-on-a-litter-hunt_en_page5,0.5102404063581706,0.5516493093457095,contrast_loss,0.041408902987538965,True
59,lets-go-on-a-litter-hunt,lets-go-on-a-litter-hunt_en_page6,0.4766502875575911,0.579257919651745,contrast_loss,0.10260763209415391,True
60,katiitis-song,katiitis-song_en_page1,0.5286929520874447,0.6059725545313926,contrast_loss,0.07727960244394794,True
61,katiitis-song,katiitis-song_en_page2,0.4590610898233123,0.5561101463806769,contrast_loss,0.09704905655736462,True
62,katiitis-song,katiitis-song_en_page3,0.45876460732935764,0.48147253577143634,contrast_loss,0.022707928442078695,True
63,katiitis-song,katiitis-song_en_page4,0.5590433557846916,0.4883662070396489,contrast_loss,-0.07067714874504266,False
64,katiitis-song,katiitis-song_en_page5,0.4795202010181657,0.489211326734631,contrast_loss,0.009691125716465299,True
65,katiitis-song,katiitis-song_en_page6,0.4773199299320859,0.48473039141231183,contrast_loss,0.007410461480225949,True
66,lets-be-friends,lets-be-friends_en_page1,0.505856935266393,0.4704325306655403,contrast_loss,-0.035424404600852666,False
67,lets-be-friends,lets-be-friends_en_page2,0.4351444667010281,0.47441270361315063,contrast_loss,0.039268236912122556,True
68,lets-be-friends,lets-be-friends_en_page3,0.496126663096497,0.5076111069829915,contrast_loss,0.0114844438864945,True
69,lets-be-friends,lets-be-friends_en_page4,0.41629523642032285,0.5712079354608537,contrast_loss,0.15491269904053084,True
70,lets-be-friends,lets-be-friends_en_page5,0.5114712115357675,0.47593849990367076,contrast_loss,-0.0355327116320967,False
71,lets-be-friends,lets-be-friends_en_page6,0.4338261727919134,0.4999717138095908,contrast_loss,0.06614554101767744,True
72,baby-babble,baby-babble_en_page1,0.49592617501573744,0.6874041224138543,contrast_loss,0.19147794739811685,True
73,baby-babble,baby-babble_en_page2,0.4978349343687691,0.5394879780652404,contrast_loss,0.041653043696471326,True
74,baby-babble,baby-babble_en_page3,0.5098784794175001,0.49240897307051396,contrast_loss,-0.01746950634698613,False
75,baby-babble,baby-babble_en_page4,0.5121573502915617,0.5589078242383672,contrast_loss,0.046750473946805426,True
76,baby-babble,baby-babble_en_page5,0.4228423380869945,0.5920265907997452,contrast_loss,0.16918425271275067,True
77,baby-babble,baby-babble_en_page6,0.4595480357718247,0.5663053683083628,contrast_loss,0.10675733253653807,True
78,wheres-that-cat,wheres_that_cat_en_page1,0.4981528331154989,0.5659182353276605,contrast_loss,0.0677654022121616,True
79,wheres-that-cat,wheres_that_cat_en_page2,0.44268076786001587,0.4726824842637627,contrast_loss,0.030001716403746825,True
80,wheres-that-cat,wheres_that_cat_en_page3,0.5375704642540791,0.48907110815479776,contrast_loss,-0.0484993560992813,False
81,wheres-that-cat,wheres_that_cat_en_page4,0.4880331847596153,0.47086606060261377,contrast_loss,-0.017167124157001556,False
82,wheres-that-cat,wheres_that_cat_en_page5,0.5032262165862509,0.539054171409754,contrast_loss,0.035827954823503094,True
83,wheres-that-cat,wheres_that_cat_en_page6,0.43005506534835675,0.3843910532242026,contrast_loss,-0.04566401212415416,False
84,shongololo,shongololo_en_page1,0.47171495510823674,0.5025107607175443,contrast_loss,0.03079580560930756,True
85,shongololo,shongololo_en_page2,0.5120435720904298,0.5124812377838233,contrast_loss,0.00043766569339342976,True
86,shongololo,shongololo_en_page3,0.4495465240593184,0.48002407891017657,contrast_loss,0.03047755485085818,True
87,shongololo,shongololo_en_page4,0.44816126163360254,0.524312786042181,contrast_loss,0.07615152440857847,True
88,shongololo,shongololo_en_page5,0.4802125996354872,0.5290641794791602,contrast_loss,0.048851579843673,True
89,shongololo,shongololo_en_page6,0.40613486833358464,0.49273255604646116,contrast_loss,0.08659768771287651,True
90,hello-baby,hello-baby_page1,0.4796453435677593,0.40577713981182106,contrast_loss,-0.07386820375593822,False
91,hello-baby,hello-baby_page2,0.4468820234382532,0.5196350545399218,contrast_loss,0.07275303110166859,True
92,hello-baby,hello-baby_page3,0.4932572710477447,0.5213268799044655,contrast_loss,0.028069608856720774,True
93,hello-baby,hello-baby_page4,0.41007053692107887,0.4623488408283379,contrast_loss,0.052278303907259016,True
94,hello-baby,hello-baby_page5,0.4302392054305112,0.4996564749324922,contrast_loss,0.06941726950198102,True
95,hello-baby,hello-baby_page6,0.41523763242223344,0.5096490442079938,contrast_loss,0.0944114117857604,True
96,joannas-grannies,joannas-grannies_en_page1,0.5061828294139998,0.5735804323486943,contrast_loss,0.06739760293469443,True
97,joannas-grannies,joannas-grannies_en_page2,0.5092352167228353,0.5919677798132474,contrast_loss,0.0827325630904121,True
98,joannas-grannies,joannas-grannies_en_page3,0.43279225463210264,0.4164368628544314,contrast_loss,-0.016355391777671258,False
99,joannas-grannies,joannas-grannies_en_page4,0.454518831820989,0.45271264715980974,contrast_loss,-0.0018061846611792665,False
100,joannas-grannies,joannas-grannies_en_page5,0.4768693699211756,0.5104935026846736,contrast_loss,0.033624132763498016,True
101,joannas-grannies,joannas-grannies_en_page6,0.5186820714038506,0.4861581580979925,contrast_loss,-0.032523913305858076,False
102,whose-shoe-is-this,whose-shoe-is-this_en_page1,0.4745622066950079,0.47178579505251994,contrast_loss,-0.002776411642487986,False
103,whose-shoe-is-this,whose-shoe-is-this_en_page2,0.5057949926496029,0.5958473018254161,contrast_loss,0.0900523091758132,True
104,whose-shoe-is-this,whose-shoe-is-this_en_page3,0.4275508630621197,0.4171795137028,contrast_loss,-0.010371349359319715,False
105,whose-shoe-is-this,whose-shoe-is-this_en_page4,0.4302710847966787,0.5627608658562435,contrast_loss,0.13248978105956483,True
106,whose-shoe-is-this,whose-shoe-is-this_en_page5,0.440930602084017,0.559544622443676,contrast_loss,0.11861402035965896,True
107,whose-shoe-is-this,whose-shoe-is-this_en_page6,0.40010525136862873,0.5125269081263615,contrast_loss,0.11242165675773275,True
108,amahle-wants-to-help,amahle-wants-to-help_en_page1,0.4533074625717497,0.4832162750135093,contrast_loss,0.02990881244175958,True
109,amahle-wants-to-help,amahle-wants-to-help_en_page2,0.4866060189231262,0.5790854831276061,contrast_loss,0.09247946420447989,True
110,amahle-wants-to-help,amahle-wants-to-help_en_page3,0.43971216879579433,0.487144943011214,contrast_loss,0.04743277421541969,True
111,amahle-wants-to-help,amahle-wants-to-help_en_page4,0.4621820910819835,0.5454198484891746,contrast_loss,0.08323775740719108,True
112,amahle-wants-to-help,amahle-wants-to-help_en_page5,0.4772679581821596,0.45253083959427887,contrast_loss,-0.024737118587880746,False
113,amahle-wants-to-help,amahle-wants-to-help_en_page6,0.45988275590928496,0.5592676669485207,contrast_loss,0.09938491103923575,True
114,my-inside-weather,my-inside-weather_page1,0.4924461876389712,0.5327366852603966,contrast_loss,0.04029049762142545,True
115,my-inside-weather,my-inside-weather_page2,0.5106519060847097,0.5025954662034493,contrast_loss,-0.008056439881260369,False
116,my-inside-weather,my-inside-weather_page3,0.4765923533858035,0.5492233188351923,contrast_loss,0.07263096544938874,True
117,my-inside-weather,my-inside-weather_page4,0.4567902247479825,0.5419015266825582,contrast_loss,0.08511130193457572,True
118,my-inside-weather,my-inside-weather_page5,0.5039428309233335,0.5097287556205788,contrast_loss,0.00578592469724537,True
119,my-inside-weather,my-inside-weather_page6,0.4869303629987632,0.5073501396074089,contrast_loss,0.020419776608645746,True
120,open-the-door,open-the-door_en_page1,0.49337660376788733,0.509528517942879,contrast_loss,0.016151914174991677,True
121,open-the-door,open-the-door_en_page2,0.5162861725291465,0.5506301300893492,contrast_loss,0.0343439575602027,True
122,open-the-door,open-the-door_en_page3,0.4756599012360794,0.5068770249325929,contrast_loss,0.031217123696513527,True
123,open-the-door,open-the-door_en_page4,0.5142874028397731,0.5631919457155515,contrast_loss,0.04890454287577839,True
124,open-the-door,open-the-door_en_page5,0.4759992807687003,0.5812655665363518,contrast_loss,0.10526628576765146,True
125,open-the-door,open-the-door_en_page6,0.5099564710853851,0.5070936388431462,contrast_loss,-0.002862832242238933,False
126,hugs-in-the-city,hugs-in-the-city_english_page1,0.46132733434565537,0.48336701289113754,contrast_loss,0.022039678545482166,True
127,hugs-in-the-city,hugs-in-the-city_english_page2,0.42831849886537027,0.4036009023284007,contrast_loss,-0.024717596536969588,False
128,hugs-in-the-city,hugs-in-the-city_english_page3,0.45076323857364353,0.507119016648474,contrast_loss,0.0563557780748305,True
129,hugs-in-the-city,hugs-in-the-city_english_page4,0.4395212533384939,0.43142468176338555,contrast_loss,-0.008096571575108347,False
130,hugs-in-the-city,hugs-in-the-city_english_page5,0.4748229438452775,0.4979368951057083,contrast_loss,0.02311395126043081,True
131,hugs-in-the-city,hugs-in-the-city_english_page6,0.4640271165904775,0.4894010348970948,contrast_loss,0.025373918306617282,True
132,catch-that-cat,catch-that-cat_en_page1,0.4889093071119072,0.5203403440987807,contrast_loss,0.031431036986873495,True
133,catch-that-cat,catch-that-cat_en_page2,0.49779961104016535,0.4643434306089069,contrast_loss,-0.03345618043125842,False
134,catch-that-cat,catch-that-cat_en_page3,0.506702693883778,0.4840102151955678,contrast_loss,-0.02269247868821017,False
135,catch-that-cat,catch-that-cat_en_page4,0.41536554153454414,0.5490833511600265,contrast_loss,0.13371780962548235,True
136,catch-that-cat,catch-that-cat_en_page5,0.41809319857041066,0.5196786833832218,contrast_loss,0.1015854848128111,True
137,catch-that-cat,catch-that-cat_en_page6,0.4840401607237878,0.622109497715345,contrast_loss,0.13806933699155716,True
138,the-one-in-the-middle,the-one-in-the-middle_en_20231110_page1,0.4949819620664443,0.4513805031941101,contrast_loss,-0.04360145887233419,False
139,the-one-in-the-middle,the-one-in-the-middle_en_20231110_page2,0.5189577613237395,0.5467547520633773,contrast_loss,0.027796990739637817,True
140,the-one-in-the-middle,the-one-in-the-middle_en_20231110_page3,0.474970612720788,0.5009248703549247,contrast_loss,0.025954257634136724,True
141,the-one-in-the-middle,the-one-in-the-middle_en_20231110_page4,0.4670435997305275,0.5070878314094592,contrast_loss,0.04004423167893173,True
142,the-one-in-the-middle,the-one-in-the-middle_en_20231110_page5,0.42469646821519624,0.5406688188575793,contrast_loss,0.11597235064238309,True
143,the-one-in-the-middle,the-one-in-the-middle_en_20231110_page6,0.4131079397516614,0.5370514898299731,contrast_loss,0.1239435500783117,True
144,how-to-tame-a-monster,how-to-tame-a-monster_en_page1,0.47353565298083683,0.4554775433909783,contrast_loss,-0.01805810958985854,False
145,how-to-tame-a-monster,how-to-tame-a-monster_en_page2,0.4053973559697549,0.4409057676139562,contrast_loss,0.03550841164420132,True
146,how-to-tame-a-monster,how-to-tame-a-monster_en_page3,0.5008556094398001,0.5196095455295429,contrast_loss,0.01875393608974274,True
147,how-to-tame-a-monster,how-to-tame-a-monster_en_page4,0.36774847359546675,0.42927355867341443,contrast_loss,0.06152508507794768,True
148,how-to-tame-a-monster,how-to-tame-a-monster_en_page5,0.42476594280361374,0.5046438956239937,contrast_loss,0.07987795282037996,True
149,how-to-tame-a-monster,how-to-tame-a-monster_en_page6,0.4867072291413917,0.5959095524673771,contrast_loss,0.1092023233259854,True
150,dance-khuzwayo-dance,dance-khuzwayo-dance_en_page1,0.48009626253240006,0.4680199498474611,contrast_loss,-0.012076312684938972,False
151,dance-khuzwayo-dance,dance-khuzwayo-dance_en_page2,0.5092193636430891,0.43304569130809895,contrast_loss,-0.07617367233499012,False
152,dance-khuzwayo-dance,dance-khuzwayo-dance_en_page3,0.4420889991144541,0.4408840450313956,contrast_loss,-0.0012049540830584848,False
153,dance-khuzwayo-dance,dance-khuzwayo-dance_en_page4,0.4299008268922874,0.5221815119028915,contrast_loss,0.0922806850106041,True
154,dance-khuzwayo-dance,dance-khuzwayo-dance_en_page5,0.45891505567802765,0.579274450190309,contrast_loss,0.12035939451228134,True
155,dance-khuzwayo-dance,dance-khuzwayo-dance_en_page6,0.47480036627086414,0.4624030312202352,contrast_loss,-0.012397335050628955,False
156,whats-next,whats-next_en_page1,0.5528349609204865,0.49354293149963846,contrast_loss,-0.05929202942084799,False
157,whats-next,whats-next_en_page2,0.5103713214923807,0.5654663667360271,contrast_loss,0.05509504524364639,True
158,whats-next,whats-next_en_page3,0.47148895615559555,0.4506532204513253,contrast_loss,-0.020835735704270275,False
159,whats-next,whats-next_en_page4,0.4914520181403574,0.5203658677838813,contrast_loss,0.028913849643523892,True
160,whats-next,whats-next_en_page5,0.48253227071791627,0.48744326094572843,contrast_loss,0.004910990227812162,True
161,whats-next,whats-next_en_page6,0.46797697089223983,0.5570733684025444,contrast_loss,0.08909639751030457,True
162,whos-that-baby,whos-that-baby_en_page1,0.4362432672999708,0.48840930414811673,contrast_loss,0.052166036848145914,True
163,whos-that-baby,whos-that-baby_en_page2,0.5046625737280069,0.5660340286294936,contrast_loss,0.061371454901486655,True
164,whos-that-baby,whos-that-baby_en_page3,0.5072255380183371,0.5284787146228926,contrast_loss,0.0212531766045555,True
165,whos-that-baby,whos-that-baby_en_page4,0.4797069039723481,0.5424198123244015,contrast_loss,0.0627129083520534,True
166,whos-that-baby,whos-that-baby_en_page5,0.49126484694997796,0.5640762845341841,contrast_loss,0.07281143758420616,True
167,whos-that-baby,whos-that-baby_en_page6,0.46672490041912323,0.5040316002683584,contrast_loss,0.037306699849235125,True
168,meerkat-magic,meerkat-magic_en_page1,0.5013422350970922,0.5861442934678173,contrast_loss,0.08480205837072508,True
169,meerkat-magic,meerkat-magic_en_page2,0.43359255260285284,0.37858464786935103,contrast_loss,-0.05500790473350181,False
170,meerkat-magic,meerkat-magic_en_page3,0.4451640051953431,0.46302182434944217,contrast_loss,0.017857819154099064,True
171,meerkat-magic,meerkat-magic_en_page4,0.42672996231282734,0.4822319085626992,contrast_loss,0.05550194624987187,True
172,meerkat-magic,meerkat-magic_en_page5,0.44070731706362914,0.3935960589627647,contrast_loss,-0.04711125810086442,False
173,meerkat-magic,meerkat-magic_en_page6,0.4656519307783789,0.4809741723617637,contrast_loss,0.0153222415833848,True
174,the-monster-must-go,the-monster-must-go_en_page1,0.4688211387607026,0.44764608062249406,contrast_loss,-0.021175058138208525,False
175,the-monster-must-go,the-monster-must-go_en_page2,0.43661123154749054,0.5433111563537191,contrast_loss,0.10669992480622853,True
176,the-monster-must-go,the-monster-must-go_en_page3,0.4227922032050734,0.5055377406456644,contrast_loss,0.08274553744059099,True
177,the-monster-must-go,the-monster-must-go_en_page4,0.36673821763993636,0.560256605660827,contrast_loss,0.19351838802089066,True
178,the-monster-must-go,the-monster-must-go_en_page5,0.4669283311281101,0.5252676619748651,contrast_loss,0.058339330846754966,True
179,the-monster-must-go,the-monster-must-go_en_page6,0.4836393814856513,0.5368869051716636,contrast_loss,0.05324752368601232,True
0,zibu-and-zizo,zibu-and-zizo_en_page1,0.566888359689028,0.4612793539283002,content_crop,-0.10560900576072774,False
1,zibu-and-zizo,zibu-and-zizo_en_page2,0.4935753483644055,0.4673170736538231,content_crop,-0.026258274710582397,False
2,zibu-and-zizo,zibu-and-zizo_en_page3,0.5262050793431429,0.49370639913865844,content_crop,-0.03249868020448443,False
3,zibu-and-zizo,zibu-and-zizo_en_page4,0.5242994006849245,0.5474458599571473,content_crop,0.023146459272222808,True
4,zibu-and-zizo,zibu-and-zizo_en_page5,0.5094160957571476,0.5633517555877233,content_crop,0.05393565983057569,True
5,zibu-and-zizo,zibu-and-zizo_en_page6,0.5970439113357647,0.591034641198732,content_crop,-0.006009270137032785,False
6,a-beautiful-day,a-beautiful-day_en_page1,0.45242497324857134,0.46566485127382756,content_crop,0.013239878025256224,True
7,a-beautiful-day,a-beautiful-day_en_page2,0.5003133801823335,0.5004337954652389,content_crop,0.00012041528290540615,True
8,a-beautiful-day,a-beautiful-day_en_page3,0.544855546169236,0.5490068030471081,content_crop,0.0041512568778721,True
9,a-beautiful-day,a-beautiful-day_en_page4,0.5245084923355773,0.599918913364529,content_crop,0.07541042102895168,True
10,a-beautiful-day,a-beautiful-day_en_page5,0.5604850482221717,0.5591750104254661,content_crop,-0.0013100377967055765,False
11,a-beautiful-day,a-beautiful-day_en_page6,0.5167483688708798,0.5239915155191318,content_crop,0.007243146648251986,True
12,look-up,look-up_en_page1,0.4393742695083684,0.4574818027807479,content_crop,0.018107533272379517,True
13,look-up,look-up_en_page2,0.4108779799358019,0.38554101907690114,content_crop,-0.025336960858900748,False
14,look-up,look-up_en_page3,0.5198780579191978,0.4974012885291241,content_crop,-0.02247676939007376,False
15,look-up,look-up_en_page4,0.5041923746656976,0.49476730901312393,content_crop,-0.009425065652573617,False
16,look-up,look-up_en_page5,0.47872790160874706,0.522297741269619,content_crop,0.04356983966087197,True
17,look-up,look-up_en_page6,0.4688669895007149,0.5308998045141351,content_crop,0.06203281501342017,True
18,zanele-situ-my-story,zanele-situ-my-story_en_page1,0.4178851936486087,0.427723960331444,content_crop,0.009838766682835287,True
19,zanele-situ-my-story,zanele-situ-my-story_en_page2,0.5729738214462212,0.5715870177156607,content_crop,-0.0013868037305605485,False
20,zanele-situ-my-story,zanele-situ-my-story_en_page3,0.5256477795049574,0.47556152885172603,content_crop,-0.05008625065323141,False
21,zanele-situ-my-story,zanele-situ-my-story_en_page4,0.4097391267517905,0.412087513916459,content_crop,0.0023483871646685084,True
22,zanele-situ-my-story,zanele-situ-my-story_en_page5,0.4587416081291356,0.4430111796526335,content_crop,-0.015730428476502134,False
23,zanele-situ-my-story,zanele-situ-my-story_en_page6,0.4710208280774178,0.4527457421614176,content_crop,-0.01827508591600019,False
24,how-do-you-sleep,how-do-you-sleep_en_page1,0.5662463159931841,0.6006202806207653,content_crop,0.034373964627581244,True
25,how-do-you-sleep,how-do-you-sleep_en_page2,0.41357010317968745,0.46531811486836205,content_crop,0.0517480116886746,True
26,how-do-you-sleep,how-do-you-sleep_en_page3,0.4899919445459732,0.4711239175948272,content_crop,-0.018868026951146033,False
27,how-do-you-sleep,how-do-you-sleep_en_page4,0.525017904086591,0.4761564622265974,content_crop,-0.04886144185999358,False
28,how-do-you-sleep,how-do-you-sleep_en_page5,0.5435912279503321,0.5684659906361957,content_crop,0.02487476268586364,True
29,how-do-you-sleep,how-do-you-sleep_en_page6,0.4595304528930252,0.4154065742512313,content_crop,-0.0441238786417939,False
30,a-dancers-tale,a-dancers-tale_en_page1,0.4525315627974665,0.44477525554459035,content_crop,-0.007756307252876127,False
31,a-dancers-tale,a-dancers-tale_en_page2,0.4323629845804544,0.44512636360080804,content_crop,0.012763379020353627,True
32,a-dancers-tale,a-dancers-tale_en_page3,0.46127328889220964,0.44884118837107956,content_crop,-0.012432100521130085,False
33,a-dancers-tale,a-dancers-tale_en_page4,0.47694900100919335,0.4725302749185157,content_crop,-0.0044187260906776715,False
34,a-dancers-tale,a-dancers-tale_en_page5,0.4966750081086006,0.46521795200877314,content_crop,-0.03145705609982746,False
35,a-dancers-tale,a-dancers-tale_en_page6,0.48624151667378784,0.48020446324681393,content_crop,-0.006037053426973915,False
36,amazing-daisy,amazing-daisy-pdf-ebook_Page_01,0.5354266351812799,0.5895346098417338,content_crop,0.05410797466045392,True
37,amazing-daisy,amazing-daisy-pdf-ebook_Page_02,0.395291344253559,0.39119096769333905,content_crop,-0.004100376560219943,False
38,amazing-daisy,amazing-daisy-pdf-ebook_Page_03,0.5217140690666001,0.5029357336540582,content_crop,-0.018778335412541924,False
39,amazing-daisy,amazing-daisy-pdf-ebook_Page_04,0.5117187570305973,0.4497208828231453,content_crop,-0.06199787420745201,False
40,amazing-daisy,amazing-daisy-pdf-ebook_Page_05,0.4783773058357237,0.473572208655835,content_crop,-0.0048050971798886954,False
41,amazing-daisy,amazing-daisy-pdf-ebook_Page_06,0.49731394764689735,0.5077442901616016,content_crop,0.01043034251470426,True
42,grandpas-gold,grandpas-gold-pdf-ebook-20150919_Page_01,0.5088460106468331,0.4203313465025434,content_crop,-0.08851466414428971,False
43,grandpas-gold,grandpas-gold-pdf-ebook-20150919_Page_02,0.4266584944903947,0.43736270504832264,content_crop,0.010704210557927918,True
44,grandpas-gold,grandpas-gold-pdf-ebook-20150919_Page_03,0.5938173337363103,0.547606704011676,content_crop,-0.0462106297246343,False
