page_id,book_slug,book_title,page_name,variant,is_original,degradation_type,image_path,detector_score,detector_pred
2,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page3,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0002_zibu-and-zizo_zibu-and-zizo_en_page3_original.jpg,0.43791641470137266,1
2,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page3,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0002_zibu-and-zizo_zibu-and-zizo_en_page3_contrast_loss.jpg,0.00851972340091152,0
2,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page3,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0002_zibu-and-zizo_zibu-and-zizo_en_page3_content_crop.jpg,0.2679503007241694,0
2,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page3,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0002_zibu-and-zizo_zibu-and-zizo_en_page3_occluding_prompt.jpg,0.012992316784869977,0
2,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page3,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0002_zibu-and-zizo_zibu-and-zizo_en_page3_clutter_controls.jpg,0.12434578191752099,0
2,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page3,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0002_zibu-and-zizo_zibu-and-zizo_en_page3_tiny_text_band.jpg,0.0016984126984126984,0
2,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page3,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0002_zibu-and-zizo_zibu-and-zizo_en_page3_overlap_text_block.jpg,0.0,0
3,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page4,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0003_zibu-and-zizo_zibu-and-zizo_en_page4_original.jpg,0.5986972870215963,1
3,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page4,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0003_zibu-and-zizo_zibu-and-zizo_en_page4_contrast_loss.jpg,0.00851972340091152,0
3,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page4,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0003_zibu-and-zizo_zibu-and-zizo_en_page4_content_crop.jpg,0.17227091154880286,0
3,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page4,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0003_zibu-and-zizo_zibu-and-zizo_en_page4_occluding_prompt.jpg,0.018540403296961723,0
3,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page4,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0003_zibu-and-zizo_zibu-and-zizo_en_page4_clutter_controls.jpg,0.15888095280126827,0
3,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page4,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0003_zibu-and-zizo_zibu-and-zizo_en_page4_tiny_text_band.jpg,0.0,0
3,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page4,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0003_zibu-and-zizo_zibu-and-zizo_en_page4_overlap_text_block.jpg,0.008,0
4,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page5,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0004_zibu-and-zizo_zibu-and-zizo_en_page5_original.jpg,0.4442725239229823,1
4,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page5,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0004_zibu-and-zizo_zibu-and-zizo_en_page5_contrast_loss.jpg,0.035928635424971156,0
4,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page5,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0004_zibu-and-zizo_zibu-and-zizo_en_page5_content_crop.jpg,0.267424720684042,0
4,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page5,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0004_zibu-and-zizo_zibu-and-zizo_en_page5_occluding_prompt.jpg,0.07196412375039739,0
4,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page5,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0004_zibu-and-zizo_zibu-and-zizo_en_page5_clutter_controls.jpg,0.32673141247007503,0
4,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page5,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0004_zibu-and-zizo_zibu-and-zizo_en_page5_tiny_text_band.jpg,0.002,0
4,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page5,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0004_zibu-and-zizo_zibu-and-zizo_en_page5_overlap_text_block.jpg,0.02118613039911784,0
5,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page6,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0005_zibu-and-zizo_zibu-and-zizo_en_page6_original.jpg,0.277366597890329,0
5,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page6,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0005_zibu-and-zizo_zibu-and-zizo_en_page6_contrast_loss.jpg,0.06546093544597216,0
5,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page6,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0005_zibu-and-zizo_zibu-and-zizo_en_page6_content_crop.jpg,0.2119741230016742,0
5,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page6,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0005_zibu-and-zizo_zibu-and-zizo_en_page6_occluding_prompt.jpg,0.016984558316080055,0
5,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page6,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0005_zibu-and-zizo_zibu-and-zizo_en_page6_clutter_controls.jpg,0.21578076374136307,0
5,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page6,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0005_zibu-and-zizo_zibu-and-zizo_en_page6_tiny_text_band.jpg,0.008803787915863125,0
5,zibu-and-zizo,Zibu and Zizo,zibu-and-zizo_en_page6,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0005_zibu-and-zizo_zibu-and-zizo_en_page6_overlap_text_block.jpg,0.02676181086831627,0
6,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page1,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0006_a-beautiful-day_a-beautiful-day_en_page1_original.jpg,0.4304449783605027,0
6,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page1,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0006_a-beautiful-day_a-beautiful-day_en_page1_contrast_loss.jpg,0.022650908026230366,0
6,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page1,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0006_a-beautiful-day_a-beautiful-day_en_page1_content_crop.jpg,0.02875363106198711,0
6,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page1,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0006_a-beautiful-day_a-beautiful-day_en_page1_occluding_prompt.jpg,0.005704365079365079,0
6,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page1,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0006_a-beautiful-day_a-beautiful-day_en_page1_clutter_controls.jpg,0.08973001287638052,0
6,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page1,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0006_a-beautiful-day_a-beautiful-day_en_page1_tiny_text_band.jpg,0.0038496,0
6,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page1,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0006_a-beautiful-day_a-beautiful-day_en_page1_overlap_text_block.jpg,0.001832258064516129,0
7,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page2,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0007_a-beautiful-day_a-beautiful-day_en_page2_original.jpg,0.2812822417824537,0
7,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page2,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0007_a-beautiful-day_a-beautiful-day_en_page2_contrast_loss.jpg,0.09095886735238709,0
7,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page2,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0007_a-beautiful-day_a-beautiful-day_en_page2_content_crop.jpg,0.2926663861985372,0
7,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page2,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0007_a-beautiful-day_a-beautiful-day_en_page2_occluding_prompt.jpg,0.0998365738437495,0
7,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page2,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0007_a-beautiful-day_a-beautiful-day_en_page2_clutter_controls.jpg,0.20582831061968176,0
7,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page2,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0007_a-beautiful-day_a-beautiful-day_en_page2_tiny_text_band.jpg,0.0037162698412698415,0
7,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page2,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0007_a-beautiful-day_a-beautiful-day_en_page2_overlap_text_block.jpg,0.010216644204851754,0
8,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page3,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0008_a-beautiful-day_a-beautiful-day_en_page3_original.jpg,0.40771157796078866,0
8,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page3,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0008_a-beautiful-day_a-beautiful-day_en_page3_contrast_loss.jpg,0.002,0
8,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page3,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0008_a-beautiful-day_a-beautiful-day_en_page3_content_crop.jpg,0.2727378707507426,0
8,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page3,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0008_a-beautiful-day_a-beautiful-day_en_page3_occluding_prompt.jpg,0.013301859216206111,0
8,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page3,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0008_a-beautiful-day_a-beautiful-day_en_page3_clutter_controls.jpg,0.0349942074928942,0
8,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page3,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0008_a-beautiful-day_a-beautiful-day_en_page3_tiny_text_band.jpg,0.004,0
8,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page3,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0008_a-beautiful-day_a-beautiful-day_en_page3_overlap_text_block.jpg,0.003110482227756396,0
9,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page4,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0009_a-beautiful-day_a-beautiful-day_en_page4_original.jpg,0.48990688813422373,1
9,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page4,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0009_a-beautiful-day_a-beautiful-day_en_page4_contrast_loss.jpg,0.00585531914893617,0
9,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page4,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0009_a-beautiful-day_a-beautiful-day_en_page4_content_crop.jpg,0.2689019359531086,0
9,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page4,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0009_a-beautiful-day_a-beautiful-day_en_page4_occluding_prompt.jpg,0.03693336940836941,0
9,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page4,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0009_a-beautiful-day_a-beautiful-day_en_page4_clutter_controls.jpg,0.37248347966390727,0
9,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page4,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0009_a-beautiful-day_a-beautiful-day_en_page4_tiny_text_band.jpg,0.0,0
9,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page4,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0009_a-beautiful-day_a-beautiful-day_en_page4_overlap_text_block.jpg,0.003082704449978618,0
10,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page5,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0010_a-beautiful-day_a-beautiful-day_en_page5_original.jpg,0.13457180619002929,0
10,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page5,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0010_a-beautiful-day_a-beautiful-day_en_page5_contrast_loss.jpg,0.00888745477657182,0
10,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page5,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0010_a-beautiful-day_a-beautiful-day_en_page5_content_crop.jpg,0.11869434735405225,0
10,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page5,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0010_a-beautiful-day_a-beautiful-day_en_page5_occluding_prompt.jpg,0.03617388931288743,0
10,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page5,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0010_a-beautiful-day_a-beautiful-day_en_page5_clutter_controls.jpg,0.09378370910588125,0
10,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page5,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0010_a-beautiful-day_a-beautiful-day_en_page5_tiny_text_band.jpg,0.01244178773204197,0
10,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page5,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0010_a-beautiful-day_a-beautiful-day_en_page5_overlap_text_block.jpg,0.001734126984126984,0
11,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page6,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0011_a-beautiful-day_a-beautiful-day_en_page6_original.jpg,0.22216372266097656,0
11,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page6,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0011_a-beautiful-day_a-beautiful-day_en_page6_contrast_loss.jpg,0.008903327792444836,0
11,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page6,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0011_a-beautiful-day_a-beautiful-day_en_page6_content_crop.jpg,0.24025106528619794,0
11,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page6,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0011_a-beautiful-day_a-beautiful-day_en_page6_occluding_prompt.jpg,0.03801629217780193,0
11,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page6,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0011_a-beautiful-day_a-beautiful-day_en_page6_clutter_controls.jpg,0.13672921152250894,0
11,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page6,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0011_a-beautiful-day_a-beautiful-day_en_page6_tiny_text_band.jpg,0.005728174603174603,0
11,a-beautiful-day,A Beautiful Day,a-beautiful-day_en_page6,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0011_a-beautiful-day_a-beautiful-day_en_page6_overlap_text_block.jpg,0.003926782273603082,0
12,look-up,Look up!,look-up_en_page1,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0012_look-up_look-up_en_page1_original.jpg,0.5562121736480133,1
12,look-up,Look up!,look-up_en_page1,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0012_look-up_look-up_en_page1_contrast_loss.jpg,0.02570896484901877,0
12,look-up,Look up!,look-up_en_page1,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0012_look-up_look-up_en_page1_content_crop.jpg,0.37097864428356064,0
12,look-up,Look up!,look-up_en_page1,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0012_look-up_look-up_en_page1_occluding_prompt.jpg,0.01138888888888889,0
12,look-up,Look up!,look-up_en_page1,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0012_look-up_look-up_en_page1_clutter_controls.jpg,0.046727135128043946,0
12,look-up,Look up!,look-up_en_page1,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0012_look-up_look-up_en_page1_tiny_text_band.jpg,0.06327722471831618,0
12,look-up,Look up!,look-up_en_page1,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0012_look-up_look-up_en_page1_overlap_text_block.jpg,0.01266923224863451,0
13,look-up,Look up!,look-up_en_page2,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0013_look-up_look-up_en_page2_original.jpg,0.22437638850450178,0
13,look-up,Look up!,look-up_en_page2,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0013_look-up_look-up_en_page2_contrast_loss.jpg,0.12144831571486653,0
13,look-up,Look up!,look-up_en_page2,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0013_look-up_look-up_en_page2_content_crop.jpg,0.23990612752266677,0
13,look-up,Look up!,look-up_en_page2,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0013_look-up_look-up_en_page2_occluding_prompt.jpg,0.05810831111198196,0
13,look-up,Look up!,look-up_en_page2,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0013_look-up_look-up_en_page2_clutter_controls.jpg,0.16776791391066262,0
13,look-up,Look up!,look-up_en_page2,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0013_look-up_look-up_en_page2_tiny_text_band.jpg,0.028196623747373098,0
13,look-up,Look up!,look-up_en_page2,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0013_look-up_look-up_en_page2_overlap_text_block.jpg,0.024445778451064576,0
14,look-up,Look up!,look-up_en_page3,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0014_look-up_look-up_en_page3_original.jpg,0.822357197167889,1
14,look-up,Look up!,look-up_en_page3,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0014_look-up_look-up_en_page3_contrast_loss.jpg,0.013172619047619048,0
14,look-up,Look up!,look-up_en_page3,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0014_look-up_look-up_en_page3_content_crop.jpg,0.05744105918411212,0
14,look-up,Look up!,look-up_en_page3,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0014_look-up_look-up_en_page3_occluding_prompt.jpg,0.010834688576962744,0
14,look-up,Look up!,look-up_en_page3,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0014_look-up_look-up_en_page3_clutter_controls.jpg,0.09031369094625333,0
14,look-up,Look up!,look-up_en_page3,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0014_look-up_look-up_en_page3_tiny_text_band.jpg,0.011404761904761905,0
14,look-up,Look up!,look-up_en_page3,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0014_look-up_look-up_en_page3_overlap_text_block.jpg,0.0,0
15,look-up,Look up!,look-up_en_page4,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0015_look-up_look-up_en_page4_original.jpg,0.27586029971740694,0
15,look-up,Look up!,look-up_en_page4,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0015_look-up_look-up_en_page4_contrast_loss.jpg,0.0017083333333333332,0
15,look-up,Look up!,look-up_en_page4,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0015_look-up_look-up_en_page4_content_crop.jpg,0.2735807986555839,0
