Design quality,OOF prediction,grid_edge_0_3,grid_edge_1_1,colorfulness,horizontal_symmetry_error,grid_edge_0_0,vertical_symmetry_error,grid_edge_0_2,grid_edge_0_1
5.666666666666667,5.976405643738972,0.056655843,0.122564934,0.36006066,0.013816403,0.071428575,0.058680855,0.08084416,0.07353896
6.333333333333333,5.69821208112875,0.11396104,0.031168832,0.06324216,0.050001483,0.14837663,0.15024725,0.12564935,0.19951299
5.333333333333333,6.056915123456792,0.05487013,0.0,0.176412,0.0322995,0.08474026,0.1642615,0.04788961,0.11087662
5.666666666666667,5.528859898589065,0.13814935,0.015097403,0.2119649,0.020551253,0.1650974,0.18083203,0.16185065,0.14935064
6.0,5.945890542328037,0.080681816,0.06834415,0.23966697,0.053086523,0.20616883,0.19391567,0.15892857,0.18441558
5.333333333333333,5.84266391093475,0.06266234,0.08035714,0.048862707,0.053850953,0.19659092,0.10377327,0.060389612,0.0637987
5.666666666666667,5.9176355820105835,0.068668835,0.12045454,0.11553169,0.040147036,0.18506494,0.12259629,0.08198052,0.13782467
5.333333333333333,5.958419312169311,0.06964286,0.09237013,0.20920865,0.14286749,0.112337664,0.19573398,0.05,0.06801948
6.0,5.910402777777777,0.118993506,0.16607143,0.16714123,0.050638154,0.17808442,0.20726609,0.058766235,0.13766234
7.0,5.903419973544977,0.04188312,0.06607143,0.040738083,0.022087341,0.053896103,0.06711153,0.065746754,0.11915585
5.666666666666667,5.81287896825397,0.06964286,0.109577924,0.019064797,0.036860645,0.18425325,0.12903655,0.0625,0.13912338
6.0,5.830012786596113,0.06347403,0.08896104,0.06790461,0.05517257,0.20275974,0.2645307,0.1797078,0.1758117
6.5,5.8661255511463795,0.100487016,0.039448053,0.30239913,0.024004089,0.106006496,0.14955802,0.15876624,0.16266234
5.333333333333333,5.796569995590828,0.038961038,0.300487,0.13541092,0.079555005,0.23636363,0.15667878,0.10714286,0.18928571
6.5,6.073307539682531,0.041720778,0.18474026,0.17979294,0.093744434,0.05,0.15771703,0.08603896,0.07727273
6.333333333333333,5.861157738095238,0.052597404,0.16233766,0.1414867,0.030715758,0.22272727,0.24520573,0.13798702,0.15357143
6.333333333333333,6.045126653439155,0.05487013,0.06590909,0.21515782,0.07071619,0.17824675,0.24790569,0.04707792,0.09886364
5.666666666666667,5.814587962962965,0.059902597,0.16087662,0.1586334,0.031573836,0.09334416,0.19335422,0.062824674,0.09058441
5.333333333333333,5.8276587301587295,0.114285715,0.22808442,0.065497234,0.05386574,0.17792208,0.16928144,0.17191559,0.20081168
6.333333333333333,5.629981762065095,0.1025974,0.24155845,0.042601988,0.041507974,0.13246754,0.15961984,0.14237013,0.18506494
5.666666666666667,5.744735549943877,0.050162338,0.06558441,0.580465,0.013654333,0.07207792,0.14885642,0.059253246,0.04659091
5.666666666666667,5.854791005291003,0.124512985,0.114123374,0.24115278,0.04807585,0.12792207,0.1937152,0.12694806,0.12905844
6.0,6.061924713403884,0.062337663,0.0987013,0.14636903,0.012419606,0.078896105,0.23973535,0.10438312,0.14496753
5.666666666666667,5.913315696649032,0.07548701,0.12045454,0.11440569,0.0128881605,0.094805196,0.11246727,0.106818184,0.13912338
6.666666666666667,5.940997574955908,0.07581169,0.13262987,0.116568856,0.018689556,0.108603895,0.10971916,0.11850649,0.1676948
6.0,5.78800396825397,0.049512986,0.026461039,0.08415418,0.030518547,0.057142857,0.7196333,0.058116883,0.06590909
6.333333333333333,5.5448082010581965,0.07905844,0.15974025,0.02318952,0.036132384,0.27272728,0.0514771,0.100162335,0.17840908
5.666666666666667,5.728135912698414,0.08084416,0.0625,0.4311216,0.03920156,0.087337665,0.34649307,0.16217533,0.1797078
4.333333333333333,5.783232804232809,0.05827922,0.117207795,0.053764194,0.01803797,0.062337663,0.11091225,0.053084414,0.06558441
6.333333333333333,5.861455246913575,0.14918831,0.08230519,0.33797416,0.1814405,0.16931818,0.18513846,0.17012987,0.21785714
6.333333333333333,5.893017857142848,0.16233766,0.15535714,0.28290603,0.046123408,0.16103896,0.18820062,0.18766233,0.17873377
5.0,5.809886243386248,0.08116883,0.0,0.013849409,0.056271218,0.17012987,0.22045356,0.06607143,0.06996753
6.666666666666667,5.411789517195767,0.17483766,0.00016233766,0.14570907,0.040182255,0.21282467,0.15298088,0.10795455,0.1448052
6.666666666666667,5.761786375661381,0.0762987,0.37126625,0.11858652,0.093029276,0.21314935,0.18893148,0.16801947,0.225
5.333333333333333,5.719742063492061,0.059415583,0.06347403,0.14624138,0.01787287,0.050162338,0.11211413,0.13295455,0.1737013
6.333333333333333,5.800448743386239,0.11477273,0.14545454,0.28818685,0.06414466,0.10081169,0.20342267,0.04090909,0.07191558
5.666666666666667,5.727390101410932,0.1625,0.19188312,0.3831428,0.19169311,0.21201299,0.28229448,0.17272727,0.21964286
6.0,5.8981779100529055,0.10568182,0.0,0.17963149,0.09197058,0.17857143,0.14250247,0.17597403,0.20340909
6.0,5.864163029100526,0.14561689,0.031168832,0.09931127,0.19728617,0.09253247,0.29891467,0.13246754,0.1025974
5.666666666666667,6.026458884479714,0.041720778,0.032954544,0.08178051,0.015519422,0.119805194,0.05006545,0.016883116,0.086201295
5.333333333333333,5.396355489417987,0.094805196,0.018181818,0.010528452,0.020136366,0.19431818,0.073686704,0.09237013,0.114285715
6.25,5.7214015953182615,0.09155844,0.32256493,0.107472286,0.09876954,0.28133118,0.14979532,0.1599026,0.26298702
6.333333333333333,5.868864307760146,0.033116885,0.09350649,0.03845561,0.20318045,0.16818182,0.46879047,0.09577922,0.11655844
5.666666666666667,5.993049603174593,0.05827922,0.09626623,0.3957276,0.014486237,0.06314935,0.10644105,0.111525975,0.11282468
4.666666666666667,5.960173280423278,0.09983766,0.19756493,0.36772385,0.067004405,0.09788961,0.28997806,0.047727272,0.124512985
5.666666666666667,5.842442129629623,0.10373376,0.04042208,0.28405103,0.07568208,0.084577926,0.104016185,0.07808442,0.09090909
5.666666666666667,5.687881393298057,0.103896104,0.04788961,0.1610325,0.011796714,0.12061688,0.17590344,0.17240259,0.17646104
5.666666666666667,6.116933201058205,0.055357143,0.09074675,0.21777831,0.013668941,0.07191558,0.13196416,0.07110389,0.07564935
5.333333333333333,5.840943342151679,0.07402597,0.03133117,0.13372655,0.023310568,0.06964286,0.11962684,0.064772725,0.08311688
5.666666666666667,5.882013117283951,0.15779221,0.0987013,0.31799105,0.04588008,0.22337662,0.37209332,0.07532468,0.14545454
6.333333333333333,6.064626042167708,0.04935065,0.12873377,0.20606725,0.04559738,0.08279221,0.21052617,0.062012985,0.07548701
5.333333333333333,6.077314814814817,0.08133117,0.10633117,0.26122215,0.28879192,0.14577922,0.099224016,0.06655844,0.1375
6.666666666666667,6.0385535714285785,0.028409092,0.14983766,0.15988696,0.015300524,0.052922077,0.13571914,0.020454545,0.06266234
5.666666666666667,5.593511353615519,0.041720778,0.10714286,0.07385793,0.010258104,0.043668833,0.13873526,0.062175326,0.06818182
6.333333333333333,5.820893849206349,0.102110386,0.12727273,0.2688827,0.06364622,0.097402595,0.16356975,0.19561689,0.24886364
6.0,5.839402777777771,0.04090909,0.10275974,0.22391103,0.0108524095,0.03733766,0.20870093,0.06412338,0.07646104
5.0,5.6231867283950665,0.14805195,0.1534091,0.0026651577,0.054886457,0.23717533,0.11683875,0.091883115,0.18506494
5.666666666666667,5.8815447530864144,0.04853896,0.04577922,0.105419055,0.023752019,0.1737013,0.12526087,0.05211039,0.058766235
6.0,5.635625992063494,0.18198052,0.14853896,0.18455693,0.03345485,0.18457793,0.15493119,0.18847403,0.19675325
5.333333333333333,5.695736772486774,0.0810065,0.04025974,0.068719774,0.0102463,0.099350646,0.04129342,0.018181818,0.03051948
5.666666666666667,5.638925925925921,0.12938312,0.022727273,0.21925017,0.03308902,0.16055195,0.19180661,0.043344155,0.12435065
6.333333333333333,5.899147927689596,0.07532468,0.05633117,0.27828345,0.008601861,0.12305195,0.11299517,0.08522727,0.10454545
5.0,5.623859457671952,0.045454547,0.13068181,0.6033615,0.019717958,0.06022727,0.20028965,0.09788961,0.09821428
6.666666666666667,5.773441798941797,0.13685066,0.18701299,0.20163679,0.061073165,0.19366883,0.34901047,0.14918831,0.10422078
6.0,5.882088403880072,0.18538961,0.16688311,0.2344867,0.17863095,0.31688312,0.2410095,0.12792207,0.16964285
7.0,5.588926958072797,0.08522727,0.074188314,0.13058928,0.06965665,0.2051948,0.28573146,0.09642857,0.14724027
6.666666666666667,5.826411596119919,0.104058444,0.13084416,0.24239416,0.033290412,0.10698052,0.17123094,0.10925325,0.09707792
5.0,5.575051697530858,0.15584415,0.1650974,0.13307609,0.06942761,0.10454545,0.13978907,0.22142857,0.1728896
5.333333333333333,5.5614927248677235,0.11574675,0.16087662,0.100378655,0.041283976,0.20178571,0.1130525,0.10714286,0.17240259
6.333333333333333,5.856655423280421,0.042857144,0.15292208,0.10039536,0.45224592,0.16136363,0.22778894,0.10194805,0.117045455
6.333333333333333,5.691458994709001,0.10146104,0.028896105,0.297121,0.013426665,0.13441558,0.33301625,0.11672078,0.15227273
6.666666666666667,5.638145392416218,0.1112013,0.23636363,0.040715538,0.03459066,0.23051947,0.09803626,0.05487013,0.19399351
5.0,5.626041225749561,0.040584415,0.10616883,0.0,0.01368735,0.046103895,0.052242775,0.030681819,0.041233767
6.0,5.746008267195769,0.040746752,0.025811689,0.002574049,0.01680056,0.10503247,0.03326325,0.032467533,0.07353896
5.5,5.875992394179897,0.0849026,0.20324676,0.12617369,0.035975277,0.068668835,0.19742437,0.038474027,0.039285716
6.0,5.665504629629634,0.086201295,0.14464286,0.11755546,0.043953676,0.26801947,0.10822691,0.25324675,0.35113636
6.0,5.8656850749559135,0.07402597,0.016233766,0.0,0.020606056,0.17224026,0.04024485,0.035227273,0.07386363
6.333333333333333,5.874801036155197,0.0612013,0.11785714,0.06669585,0.017148316,0.10194805,0.056893438,0.0612013,0.13035715
6.0,6.090863536155209,0.043993507,0.05324675,0.0,0.019491704,0.14756493,0.03548623,0.017370129,0.0810065
5.666666666666667,5.880599537037036,0.103896104,0.122727275,0.2594229,0.03352194,0.14496753,0.15272427,0.1,0.15081169
4.666666666666667,5.738183531746035,0.10844156,0.0016233766,0.09081235,0.029652331,0.106818184,0.11630916,0.105844155,0.09172078
4.333333333333333,6.005746472663141,0.116883114,0.050974026,0.2440012,0.020505121,0.17938311,0.13140503,0.068506494,0.11396104
6.333333333333333,5.8721329365079376,0.11590909,0.17191559,0.21409649,0.051645022,0.094642855,0.3234199,0.12207792,0.14220779
5.666666666666667,5.860200396825391,0.12305195,0.12045454,0.07519788,0.24949817,0.21185064,0.18135479,0.14253247,0.20243506
5.333333333333333,5.596517085537912,0.119805194,0.10470779,0.07464349,0.051559035,0.20048702,0.1624316,0.12435065,0.1913961
6.333333333333333,5.8774332812249455,0.10470779,0.14577922,0.09159554,0.09774463,0.13620129,0.122890726,0.15974025,0.20535715
6.666666666666667,6.065005952380961,0.090097405,0.05698052,0.19787273,0.039629877,0.08685065,0.21902841,0.059902597,0.11639611
6.0,5.798759920634916,0.049837664,0.10974026,0.161077,0.0115109775,0.08977272,0.15965457,0.048701297,0.10535714
6.333333333333333,5.881284171075837,0.06915584,0.061363637,0.1598192,0.039882943,0.11282468,0.14458178,0.11737013,0.15779221
6.666666666666667,5.853627314814817,0.11558442,0.39042208,0.1522306,0.05438107,0.19025974,0.15842569,0.07207792,0.15
4.666666666666667,5.6520825617284,0.11525974,0.08587662,0.081270844,0.032181427,0.15016234,0.27736807,0.10064935,0.16071428
6.666666666666667,5.747937830687836,0.18133117,0.0887987,0.21290368,0.18980427,0.09350649,0.38255638,0.1297078,0.08181818
6.333333333333333,5.963451058201058,0.09772728,0.029545454,0.14433639,0.023214974,0.12662338,0.118574426,0.14902598,0.17824675
6.666666666666667,6.098031746031754,0.059902597,0.057954546,0.19363452,0.21415247,0.17451298,0.2134243,0.03198052,0.07808442
5.666666666666667,5.459948192239858,0.11525974,0.07175325,0.48430464,0.04806932,0.2689935,0.22387181,0.102922074,0.19594155
6.0,5.698556878306875,0.12029221,0.10714286,0.112717845,0.018154278,0.05974026,0.035738043,0.0,0.04042208
6.0,5.666311507936504,0.16298701,0.12678571,0.0869819,0.07528156,0.19870129,0.41760215,0.12987013,0.17775974
6.0,5.870590277777778,0.05909091,0.09155844,0.2307739,0.024973432,0.15827923,0.058406197,0.06168831,0.11574675
5.666666666666667,5.884275012025004,0.09902597,0.0724026,0.2026984,0.025629768,0.12012987,0.1308611,0.1,0.14090909
5.333333333333333,5.758617063492063,0.17321429,0.21477273,0.330576,0.14809923,0.20243506,0.3654893,0.17840908,0.2362013
6.333333333333333,5.969072751322746,0.069480516,0.03961039,0.08266515,0.23240809,0.16071428,0.13345532,0.08831169,0.12159091
5.333333333333333,5.963420304232812,0.11298701,0.1775974,0.24082038,0.15071,0.18555194,0.28969964,0.13165584,0.17938311
6.0,6.016686838624347,0.07548701,0.1112013,0.2978541,0.0272547,0.14561689,0.25397158,0.08327922,0.073051944
5.666666666666667,5.8750374779541445,0.08051948,0.25324675,0.18097797,0.02792698,0.09594156,0.14336601,0.14042208,0.16996753
6.0,5.7066547619047645,0.11639611,0.18717532,0.15204749,0.081145234,0.27467534,0.1949916,0.11038961,0.2474026
6.0,5.6728820546737255,0.10616883,0.0512987,0.096665464,0.053822264,0.16785714,0.19026542,0.07905844,0.13311689
5.0,5.8807526455026435,0.1413961,0.018344156,0.31599554,0.19992,0.14821428,0.073891394,0.1913961,0.13506493
6.0,5.9850698853615585,0.0737013,0.047402598,0.21528198,0.031580687,0.16948052,0.12946086,0.10568182,0.1564935
6.333333333333333,5.5424069664902955,0.102110386,0.07857143,0.194012,0.15740478,0.23685065,0.2527653,0.18587662,0.22792208
7.0,5.909454365079368,0.09788961,0.1788961,0.24444427,0.022875214,0.16639611,0.18885058,0.1288961,0.15308441
6.333333333333333,6.184977513227531,0.056006495,0.04935065,0.2518073,0.22358882,0.10633117,0.2067745,0.032954544,0.05762987
5.0,5.749059854497361,0.12337662,0.10633117,0.22818217,0.06799555,0.19626623,0.2773918,0.16607143,0.21412338
6.666666666666667,5.797878968253963,0.11396104,0.070292205,0.13557677,0.05178819,0.19772728,0.099363096,0.1366883,0.1487013
5.666666666666667,5.774599867724863,0.07207792,0.025324676,0.03502044,0.028208839,0.14025974,0.10978966,0.052922077,0.13620129
5.0,5.68646511243386,0.05779221,0.075974025,0.1336557,0.019314714,0.054383118,0.1755939,0.1525974,0.14090909
6.333333333333333,5.959340608465611,0.070454545,0.06055195,0.16630617,0.39126956,0.19626623,0.102342136,0.06623377,0.1711039
5.333333333333333,5.580258547779383,0.08587662,0.017370129,0.116465524,0.045674276,0.06655844,0.06413484,0.09415584,0.05405844
6.0,5.8758164682539675,0.13847403,0.21883117,0.28343067,0.06256985,0.17629871,0.15366285,0.114448056,0.13782467
5.0,5.75390823412699,0.14074676,0.073051944,0.20574458,0.020718917,0.21655844,0.15594992,0.12824675,0.18782468
6.0,5.811856752044251,0.12337662,0.08766234,0.23645939,0.19443011,0.18944806,0.38829407,0.1913961,0.24090908
5.0,5.835062499999993,0.11103896,0.11314935,0.15689205,0.07665861,0.124675326,0.13788898,0.1935065,0.20762987
5.0,5.670031746031749,0.14155844,0.30292207,0.103095554,0.05318352,0.22207792,0.16314565,0.18961039,0.22873376
5.333333333333333,5.896796626984123,0.07272727,0.06931818,0.09341219,0.034979403,0.17938311,0.09648771,0.05048701,0.07727273
7.0,6.154595899470897,0.08474026,0.13474026,0.32299307,0.026683316,0.13863637,0.14276637,0.088149354,0.14155844
5.666666666666667,5.7953154761904715,0.11574675,0.16038962,0.25905436,0.09961677,0.22905844,0.14871782,0.09090909,0.21996753
5.0,5.71663293650794,0.11542208,0.11493506,0.3427628,0.03530237,0.12987013,0.28303894,0.1775974,0.18051948
6.0,5.6127108686067,0.14172077,0.37272727,0.19533707,0.07169045,0.23766233,0.22187525,0.17727272,0.22548701
6.0,5.687378968253963,0.087337665,0.018506493,0.2925385,0.020010915,0.17337662,0.13725199,0.09107143,0.13116883
5.333333333333333,5.881879629629628,0.055681817,0.0,0.36910018,0.017656093,0.106818184,0.12402894,0.026623376,0.0637987
5.666666666666667,5.800418099647267,0.10097402,0.11071429,0.13839327,0.040836412,0.10487013,0.26072195,0.14626624,0.125
6.333333333333333,5.857570326278655,0.13798702,0.18295455,0.08344899,0.05332754,0.1961039,0.1625195,0.14334415,0.19870129
6.666666666666667,5.802119929453261,0.15925324,0.12824675,0.2967958,0.10656299,0.11038961,0.24745648,0.10422078,0.13376623
6.333333333333333,5.641547178130514,0.108766235,0.27256495,0.22870117,0.03695905,0.19707792,0.16876715,0.20178571,0.20941558
6.333333333333333,5.780471560846561,0.14334415,0.2301948,0.22642162,0.04642391,0.21282467,0.20041591,0.12321428,0.20551948
6.0,5.800305665784825,0.092045456,0.12808442,0.17936654,0.048502058,0.15844156,0.16216722,0.1396104,0.250487
6.0,5.624665674603173,0.09237013,0.15827923,0.040876355,0.053074,0.20081168,0.12957756,0.048701297,0.16850649
5.0,5.895013888888883,0.09967533,0.04107143,0.0866285,0.023234354,0.23555195,0.08888525,0.04707792,0.11022727
5.666666666666667,6.051669091710763,0.15357143,0.22824675,0.17654406,0.086494595,0.14383116,0.24064872,0.08782467,0.07840909
6.666666666666667,5.915391865079369,0.062012985,0.070454545,0.11023128,0.026822202,0.15665585,0.15692963,0.17954545,0.25308442
6.0,5.820637676366839,0.1961039,0.17224026,0.23549809,0.09198379,0.20243506,0.3145356,0.22694805,0.23279221
6.0,5.935925595238095,0.09691559,0.26525974,0.25041527,0.13606511,0.2150974,0.36848512,0.112337664,0.19935066
5.666666666666667,5.757055886243393,0.08522727,0.00032467532,0.21592663,0.0104092555,0.1487013,0.12548372,0.10503247,0.14529221
5.666666666666667,5.789107142857148,0.07110389,0.0040584416,0.2353993,0.02021257,0.15487012,0.11609621,0.043993507,0.067857146
5.666666666666667,5.747771384479721,0.051948052,0.15503247,0.0433325,0.030077253,0.070292205,0.05003573,0.020292208,0.081655845
5.333333333333333,5.813458994708994,0.08181818,0.05551948,0.103728205,0.022286994,0.14707792,0.13179314,0.12662338,0.18863636
5.666666666666667,6.068181106701942,0.03457792,0.086363636,0.10876919,0.296994,0.118019484,0.10418457,0.038961038,0.055194806
5.666666666666667,5.829445216049379,0.11558442,0.1426948,0.17561387,0.03043278,0.13896103,0.12372361,0.13262987,0.18733767
6.666666666666667,5.8993627645502675,0.12207792,0.13733767,0.3950555,0.048998155,0.17402597,0.27272022,0.10714286,0.16185065
6.666666666666667,5.5751856261022965,0.07775974,0.0,0.091246754,0.01303529,0.10519481,0.11348337,0.09642857,0.12288961
5.666666666666667,5.749391865079371,0.07353896,0.14707792,0.025593355,0.06378375,0.15974025,0.084335454,0.08409091,0.08295455
5.0,5.900764880952385,0.18246754,0.3564935,0.27195084,0.08886802,0.23181818,0.20445883,0.21753247,0.28262988
5.666666666666667,5.807502204585541,0.2474026,0.05422078,0.2194589,0.17531376,0.14675325,0.23654883,0.20649351,0.16071428
6.666666666666667,5.996171957671965,0.11834416,0.10746753,0.13687795,0.030581348,0.24431819,0.14438885,0.16233766,0.20957792
5.333333333333333,5.624405753968251,0.06964286,0.0073051946,0.09554011,0.02665875,0.11006494,0.06967272,0.103246756,0.12224026
6.333333333333333,5.847663680455342,0.057954546,0.12987013,0.45006672,0.030713612,0.07077922,0.24128315,0.18003246,0.22597402
4.666666666666667,6.16280379188712,0.09805195,0.07224026,0.16346905,0.046246547,0.17272727,0.29317147,0.08944805,0.15032467
6.0,5.723610008818348,0.06103896,0.07467532,0.047010105,0.014869702,0.075974025,0.03932117,0.045292206,0.0650974
6.0,5.579321428571428,0.06103896,0.0,0.08765192,0.021101722,0.17613636,0.0951869,0.051785715,0.06542208
6.333333333333333,5.8913477633477545,0.08327922,0.0698052,0.0846709,0.019378843,0.10892857,0.18113704,0.059577923,0.0650974
6.0,5.663171737213411,0.09301948,0.23068182,0.04364747,0.04962638,0.20551948,0.24515855,0.1275974,0.22288962
6.333333333333333,5.799692239858911,0.05,0.032467533,0.05146478,0.015065818,0.05633117,0.045455318,0.042857144,0.052272726
6.333333333333333,5.995412698412698,0.107792206,0.10665584,0.18461494,0.019985408,0.19415584,0.12879057,0.119805194,0.15373376
7.0,5.758427579365076,0.00032467532,0.07678571,0.47130257,0.05495159,0.024350649,0.13743913,0.095454544,0.112337664
5.666666666666667,5.652537037037029,0.0,0.013149351,0.4346342,0.004380332,0.019155845,0.09266921,0.058603898,0.062337663
5.0,5.702464616402114,0.005357143,0.02711039,0.4709772,0.053722095,0.019805195,0.13734968,0.07094156,0.05698052
6.0,5.909890542328039,0.14042208,0.20568182,0.14019042,0.044617094,0.23116884,0.17246231,0.16866884,0.26444805
4.666666666666667,5.9391574074074045,0.13506493,0.19577922,0.27356055,0.11595332,0.1112013,0.27001154,0.10827922,0.16006494
5.0,5.9620710978836,0.089935064,0.043506492,0.31966904,0.032303456,0.08376624,0.2880898,0.041396104,0.06737013
6.0,5.632011904761902,0.077922076,0.110551946,0.104661375,0.13074937,0.18376623,0.07410546,0.0,0.0875
6.0,5.979336089065263,0.11915585,0.11866883,0.3318711,0.030455722,0.14805195,0.19372788,0.116071425,0.19204545
5.0,5.731368446368448,0.09594156,0.14155844,0.14056173,0.058297876,0.21428572,0.16814251,0.07857143,0.10730519
4.666666666666667,5.800492724867725,0.05633117,0.13620129,0.05504477,0.012605675,0.1327922,0.31631398,0.08685065,0.11087662
5.666666666666667,5.706132109788365,0.09886364,0.05487013,0.09958464,0.02662874,0.1262987,0.15196975,0.15016234,0.13587663
5.666666666666667,5.688723985890645,0.062987015,0.13116883,0.53188145,0.017713144,0.07402597,0.13611577,0.087012984,0.08896104
5.666666666666667,5.485553491261821,0.1758117,0.35032466,0.24634376,0.09952415,0.22012988,0.20622459,0.20454545,0.2237013
5.666666666666667,5.708509149029976,0.000974026,0.007954545,0.19000748,0.05593042,0.006655844,0.22754502,0.09172078,0.047564935
5.666666666666667,5.82764219576719,0.114123374,0.05909091,0.17003505,0.048108894,0.15438312,0.15368119,0.13782467,0.18766233
6.333333333333333,5.820432429453263,0.06883117,0.09772728,0.18221428,0.09465457,0.1922078,0.15308958,0.15762988,0.1474026
5.666666666666667,5.628927910052896,0.18068182,0.25746754,0.12429008,0.06349351,0.20681818,0.24383679,0.21233766,0.18084416
6.666666666666667,5.805268077601413,0.12435065,0.08961039,0.100474,0.06212274,0.14090909,0.23142429,0.0612013,0.09594156
5.333333333333333,5.805268077601413,0.12435065,0.08961039,0.100474,0.06212274,0.14090909,0.23142429,0.0612013,0.09594156
6.0,5.738610890652561,0.08831169,0.074188314,0.040538307,0.013332342,0.11785714,0.28759515,0.058116883,0.07451299
6.333333333333333,5.806045524691358,0.08831169,0.04577922,0.15313753,0.019872624,0.10616883,0.23094216,0.08035714,0.10470779
5.666666666666667,5.958391975308631,0.08409091,0.052435067,0.39542177,0.023342118,0.14172077,0.0988405,0.07451299,0.108766235
6.333333333333333,6.006852513227513,0.05633117,0.28766233,0.28640032,0.048404325,0.17727272,0.23596476,0.070454545,0.120779224
4.666666666666667,5.961518658810329,0.13230519,0.24691558,0.056057986,0.030268518,0.20405844,0.12276965,0.08961039,0.15324676
6.0,5.988380952380948,0.11850649,0.24561688,0.07103577,0.021135012,0.19577922,0.13102889,0.1366883,0.17808442
5.0,5.548164021164023,0.08782467,0.033766232,0.0002660348,0.027165478,0.250487,0.12757176,0.06525974,0.101298705
5.666666666666667,5.59181602733686,0.15633117,0.031655844,0.2845509,0.01542807,0.15681818,0.28633836,0.12094156,0.1413961
5.666666666666667,6.123509700176373,0.07824675,0.032954544,0.2479322,0.026646206,0.15535714,0.12545879,0.073051944,0.10243507
6.333333333333333,5.764375992063495,0.13246754,0.092694804,0.21583413,0.084747314,0.16055195,0.29377475,0.109577924,0.16217533
4.666666666666667,5.692067129629635,0.1301948,0.0,0.03482894,0.014582372,0.18198052,0.038823787,0.07224026,0.16655844
5.666666666666667,5.909475639329812,0.039772727,0.060389612,0.0,0.040496826,0.18538961,0.0455082,0.007792208,0.12305195
5.666666666666667,5.823717041446212,0.06396104,0.09090909,0.15090479,0.049120255,0.10844156,0.1753772,0.10746753,0.16444805
5.666666666666667,5.62793579144621,0.06655844,0.059577923,0.12801708,0.013987498,0.15081169,0.08595874,0.0650974,0.11931818
5.333333333333333,5.896097222222226,0.0,0.029220778,0.0,0.02081551,0.12646104,0.099252515,0.0,0.010064935
6.0,5.783726851851854,0.12775974,0.15211038,0.27882227,0.04423954,0.15389611,0.20411344,0.12483766,0.1637987
6.0,5.762844246031741,0.09983766,0.08376624,0.3764681,0.030723276,0.09659091,0.14074604,0.05405844,0.09318182
5.666666666666667,6.009415343915352,0.073051944,0.06266234,0.2774209,0.05349175,0.13863637,0.15348041,0.05324675,0.075974025
5.333333333333333,6.059769841269829,0.07532468,0.22613636,0.39799142,0.026524914,0.081493504,0.17894046,0.11753247,0.124675326
4.666666666666667,5.917104938271605,0.08522727,0.23766233,0.2204843,0.0732143,0.109577924,0.33081648,0.09496753,0.12321428
4.666666666666667,5.599638888888884,0.08766234,0.04935065,0.04106787,0.03909698,0.16607143,0.06361997,0.0887987,0.18035714
6.333333333333333,5.94688558201058,0.09237013,0.15,0.20698297,0.08120848,0.12207792,0.4995311,0.1150974,0.118019484
6.0,5.785438792688794,0.037012987,0.022564935,0.3665488,0.073642746,0.03766234,0.30227596,0.038961038,0.051948052
